id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,record_id,isbn,lccn,oclccn,url,depositor,collection_id
,"Story of Jack Halyard, the sailor boy: or, The virtuous family: Designed for American children in families and schools",,,"Cardell, William S. (William Samuel), 1780-1828","Johnson, Lawrence, 1801-1860 (stereotyper)|||Gilbert (engraver)",Philadelphia,"Published by Uriah Hunt, 19 N. Third St. And sold by the principle booksellers throughout the U. States. Stereotyped by L. Johnson|||Hunt, Uriah",1834,1834,,,"Thirtieth edition, with appropriate questions, by M.T. Leavenworth, Esq.",monographic,English,text,print,"xviii, [1], 20-234, [2], 9, [1] p, [1] leaf of plates : ill. ; 15 cm.",Juvenile fiction|||Juvenile literature-1834|||Publishers' catalogs-Pennsylvania-Philadelphia|||Readers,,Children's stories|||Adventure stories|||Education|||Seafaring life,,"United States, Pennsylvania, Philadelphia",juvenile,4362473,,,ocn191238791,,,
,"Story of Joseph and his grandfather, The",,Jewish boy|||Joseph and his grandfather|||History of Joseph Lamar|||Agatha's stories,,American Sunday-School Union,Philadelphia|||New York|||Chicago|||St. Louis,"American Sunday-School Union, no. 1122 Chestnut Street|||8 and 10 Bible House, Astor Place|||78 Randolph St.|||207 N. Sixth St","c1878, 18-?","c1878, 18-?|||1878/1899",,,,monographic,English,text,print,"137, [1] p. : ill. ; 15 cm.",Juvenile fiction,,Children|||Religious life|||Christian literature for children|||Sunday school literature,,,juvenile,7736348,,,ocm77703605|||77703605,,,
,"story of Little Red Riding Hood, The",,,,,London,T. Goode,[18--],[18--]||||||18uu,,,,monographic,English,text,print,8 p. : col. ill. ; 17 cm.,,,Fairy tales|||Chapbooks|||Little Red Riding Hood (Tale),,,juvenile,7547305,,,ocn829850449,,,
,"story of Miss Dollikins, The",,,"Cupples, George, Mrs, 1839-1898",,London|||New York,T. Nelson,[1870],[1870]||||||1870,,,,monographic,English,text,print,"32, 32, 32, 32, 32, 32, 32, 32 p. : ill., col. front. ; 9 x 14 cm.",,,,,,juvenile,6090034,,,ocn550613053|||550613053,,,
,"story of Patsy, The",,,"Wiggin, Kate Douglas Smith, 1856-1923",,Boston ;|||Cambridge :,"Houghton, Mifflin and Company,|||The Riverside Press",[1889],[1889],1889,1889,,monographic,English,text,print|||unmediated|||volume,"68 pages, 6 unnumbered leaves of plates : illustrations ; 20 cm",Juvenile literature|||Juvenile works|||text,A street urchin enrolls himself in a Kindergarten and he and the teacher both learn about charity and Christian life.,Boys|||Conduct of life,,,juvenile,7899244,,04015182,ocm06449709,,,
,"story of Robinson Crusoe arranged for youngest readers, The",,,"Hoyt, Rebecca.","Defoe, Daniel, 1661?-1731|||Browne, Gordon, 1858-1932 (illustrator)",Boston,Educational Pub. Co.,©1898,©1898||||||1898,,,,monographic,English,text,print|||unmediated|||volume,171 pages : illustrations ; 18 cm,text,,,,,juvenile,8862238,,,ocm08682647,,,
,"story of Siegfried, The",,,"Baldwin, James, 1841-1925","Pyle, Howard, 1853-1911 (illus)",New York,Scribner,1882,1882,,,,monographic,English,text,print,"xvi, 306 p. illus. 19 cm.",,,(Legendary character) Siegfried,,,juvenile,6125974,,44049394,ocm04019260,,,
,"story of the cruel Bluebeard and his many wives, The",,,,"Perrault, Charles, 1628-1703",London :,"J.T. Wood,|||Wood, J. T. (Joseph Thomas), -1874",[approximately 1850?],1850||||||[approximately 1850?],,,,monographic,English,text,print|||unmediated|||volume,4 leaves : color illustrations ; 23 cm,Specimens|||text,,Fairy tales|||Chapbooks,,,,7547306,,,ocn926142930,,,
,"story of the Glittering Plain: which has been called the Land of Living Men or the Acre of the Undying, The",,"Story of the Glittering Plain, or, the Land of Living Men|||Glittering Plain|||Land of Living Men|||Acre of the Undying","Morris, William, 1834-1896",Kelmscott Press|||Reeves & Turner (bookseller),Hammersmith :,"[P]rinted by William Morris at the Kelmscott Press, Upper Mall ;",1891.,1891||||||1891.,,,,monographic,English,text,print|||unmediated|||volume,188 pages ; 21 cm (4to),Fantasy fiction|||Paper bindings (Binding)|||Untrimmed edges (Paper)|||Vellum bindings (Binding)-Great Britain-19th century|||text,,"Fantasy fiction, English",,,,9477697,,22019574,ocm02750017|||2750017,,,
,"story of the other wise man, The",,,"Van Dyke, Henry, 1852-1933",,New York,Harper,©1895,©1895||||||1895,,,,monographic,English,text,print|||unmediated|||volume,"xii, 74 pages, [1] leaf of plates : illustrations ; 18 cm",Fiction|||text,,Jesus Christ|||Bible Gospels,,,,8247071,,,ocm03786343,,,
,"Story of the robin, The",,,,"Cogger, Edward P. (ill)",New York,McLoughlin Bros. publishers,[between 1870 and 1885],[between 1870 and 1885]|||1870/1885,,,,monographic,English,text,print,"[4] leaves, [4] leaves of plates : [4] col. ill. ; 27 cm.",,,Children's poetry|||Picture-books for children|||Robins|||Juvenile poetry|||Birds,,New York|||New York (State),juvenile,6537082,,,ocm80120648,,,
,"story of the robins: designed to teach children the proper treatment of animals, The",,,"Trimmer, Sarah, 1741-1810","Evans, Edmund, 1826-1905 (prt)|||Trimmer, Sarah, 1741-1810",London|||New York,"Frederic Warne and Co.|||Scribner, Welford, and Co.|||Frederick Warne and Co|||Scribner, Welford, and Co",1870,1870,,,,monographic,English,text,print,160 p. : col. ill. ; 19 cm.,Juvenile fiction|||novel,,Animal welfare|||Birds|||Conduct of life|||Children|||Duty,,"United States, New York, New York|||England, London",juvenile,7702694,,,ocm03773238,,,
,"story of the three little kittens, The",Three little kittens,,,,New York,McLoughlin Bros.,c1892,c1892||||||1892,,,,monographic,English,text,print,12⁾ p. : col. ill. ; 28 cm.,,,,,,juvenile,1022236,,,08262733,,,
,"story of Tom, The",,Sunny hours : the story of Tom,"Brine, Mary D. (Mary Dow)",,New York :,"American Tract Society, 150 Nassau Street,|||American Tract Society",[1890],1890||||||[1890],,1890,,monographic,English,text,print|||unmediated|||volume,54 pages : illustrations ; 22 cm,Fiction|||Juvenile fiction|||Juvenile works|||Publishers' advertisements-1890|||text,,Children|||Conduct of life|||Christian life,,"United States, New York, New York",juvenile,8366398,,,ocn949362794,,,
,"story of Tom Thumb, The",Tom Thumb. English,History of Tom Thumb,,,New York,McLoughlin Bros.|||McLoughlin Bros,[188-?],[188-?]||||||187u,,,,monographic,English,text,print,"[4] p., [6] leaves of plates : col. ill. ; 19 cm.",,,,,"United States, New York, New York",juvenile,4644511,,,ocm26812660,,,
,"story teller: and other tales, The",,,"Andersen, H. C. (Hans Christian), 1805-1875","Boner, Charles, 1815-1870 (translator)",New York,Allen Bros.,1869,1869,,,,monographic,English,text,print|||unmediated|||volume,"160, 8 pages, [4] leaves of plates : illustrations ; 18 cm",text,,Fairy tales|||Children's stories,,,,7671270,,,ocm18829370,,,
,"story-teller's pack, A",,,"Stockton, Frank R., 1834-1902",,New York,C. Scribner's sons,1897,1897,,,,monographic,English,text,print,"viii p., 1 l., 380 p. 16 pl. (incl. front.) 20 cm.",,,,,,,5809019,,04015162,ocm01906171|||1906171,,,
,"Storys of Prince Lupin, Yellow Dwarf, and the Three wishes",,"Stories of Prince Lupin, Yellow Dwarf, and the Three wishes",,,Glasgow,Printed for the Booksellers,[18--],[18--]||||||18uu,,,,monographic,English,text,print,24 p. ; 16 cm.,,,"Chapbooks, Scottish",,,,1627721,,,ocm42266924,,,
,Straight on: a story for young and old,,,"Schultz, Jeanne.","Hildibrand, Henri Théophile. (egr)|||Zier, Édouard, 1856-1924 (ill)",New York,D. Appleton and Co.|||D. Appleton and Company,1891,1891,,,,monographic,English,text,print,"319, [4] p. : ill. ; 21 cm",Juvenile fiction|||novel,,Children|||Conduct of life|||Fathers and sons|||Families|||Fishing stories|||Ship captains|||Boxing stories|||Rescues|||Voyages and travels,,"United States, New York, New York",juvenile,7703289,,,ocm03171904,,,
,"Strive and succeed: or, The progress of Walter Conrad",,The progress of Walter Conrad,"Alger, Horatio, Jr, 1832-1899",,Philadelphia,John C. Winston,"[pref. 1873], [c1872]","[pref. 1873], [c1872]|||1873/1872",,,,monographic,English,text,print,355 p. col. illus. 19 cm.,,,,,,,749052,,,01213662,,,
,Strive and succeed: the story of Walter Conrad's success,,,"Alger, Horatio, Jr, 1832-1899",,New York,A.L. Burt,[18--],[18--]||||||18uu,,,,monographic,English,text,print|||unmediated|||volume,365 pages ; 20 cm,Fiction|||Juvenile fiction|||Juvenile works|||text,,Adventure stories,,,,8203019,,,ocm02840820,,,
,Strive and thrive: a tale,,,"Howitt, Mary (Mary Botham), 1799-1888",Davenport. (egr),New-York,D. Appleton & Co.|||D. Appleton and Company,1855,1855,,,,monographic,English,text,print,"175 p., [2] leaves of plates : ill. ; 16 cm.",Early works to 1800|||Juvenile fiction|||novel,,Christian life|||Children|||Conduct of life|||Poor|||Christmas stories|||Diligence,,"United States, New York, New York",juvenile,7091612,,,ocm70824667,,,
,"Student and schoolmate: an illustrated monthly for our boys and girls, The",,Student and schoolmate|||Schoolmate -Oct. 1872,,,New York|||Boston,"Denman, Calkins & Paine [etc.]|||J.H. Allen",-1872,-1872|||18uu/1872,,,,serial,English,text,print,"v. illus., plates, port. 21-26 cm.",periodical,,,,,,4069237,,,ocm40316013,,,
,Student and schoolmate and Forrester's boys & girls magazine,,,,,"Boston, [Mass.]|||New York, [N.Y.]",James Robinson & Co.|||N.A. Calkins,-1866,-1866|||185u/1866,,,,serial,English,text,print,v. : ill. ; 25 cm.,periodical,,,,,,4069234,,,ocm10817484,,,
,Studies and stories,,,"Molesworth, Mrs, 1839-1921","Crane, Walter, 1845-1915 (illus)",London,A.D. Innes,1893,1893,,,,monographic,English,text,print,"256 p. : ill., front. ; 20 cm.",,,"Andersen, H. C. (Hans Christian) 1805-1875|||Ewing, Juliana Horatia 1841-1885",,,,1033445,,,13345922,,,
,"studio, or, Illustrations of the theory and practice of drawing, for young artists at home, The",,,"Abbott, Jacob, 1803-1879",,New York,Harper & brothers,1855⁾,1855⁾||||||1855,,,,monographic,English,text,print,"xii, 13⁾-160 p. : incl. front., ill. ; 18 x 14 cm.",,,Drawing|||Study and teaching,,,juvenile,1025536,,44028327,02066160,,,
,Stuff: an illustrated monthly,,,,"Bridgman, L. J. (Lewis Jesse), 1857-1931","Boston, Mass","Deland & Barta, Publishers",1885-,1885-|||1885/1uuu,,,,serial,English,text,print,v. : ill. ; 25 cm.,Periodicals|||periodical,,,,Massachusetts|||Boston (Mass.),,7683272,,,ocn861274589|||861274589,,,
,Stuyvesant: a Franconia story,,,"Abbott, Jacob, 1803-1879","Doepler, Carl Emil, 1824-1905 (illustrator)|||Bobbett, Albert, approximately 1824-1888 or 1889 (engraver)|||Edmonds, Charles, approximately 1823- (engraver)|||Roberts, William, approximately 1829- (engraver)",New York :,"Harper & Brothers publishers, Franklin Square,|||Harper & Brothers",[1853],1853||||||[1853],,,,monographic,English,text,print|||unmediated|||volume,203 pages : illustrations ; 18 cm,Fiction|||Juvenile fiction|||Juvenile works|||text,,Children's stories|||Animals|||Children's accidents|||Carpentry|||Travel,,,juvenile,9001899,,,ocm02066198,,,
,"suit of armour for youth, A",,,"Grimaldi, Stacey, 1790-1863",,London,Published by the proprietor,1824,1824,,,,monographic,English,text,print|||unmediated|||volume,"xii, 92 pages, 12 unnumbered leaves of plates : illustrations ; 20 cm",Juvenile literature|||Specimens|||text,"""A handbook of moral precepts in the form of an allegorical description of knightly armour ... [Eleven] engravings [by Cosmo Armstrong and B.L. Wright] of different pieces of equipment ... may be folded up to ... uncover a depiction of the ideal character trait the piece symbolises ... The plates are accompanied by a text that is inspirational but imparts much historical information."" Note of bookseller, E.P. Schmidt, laid in.",Virtues|||Armor|||Boys|||Conduct of life|||Toy and movable books,,England,juvenile,9736593,,2007577702,ocm08771437|||8771437,,,
,Summer in a cañon,,,"Wiggin, Kate Douglas Smith, 1856-1923",,"Boston, MA","Houghton, Mifflin & Co.","1893, c1889","1893, c1889||||||1893",,1889,,monographic,English,text,print,"iv, 272 p. : ill., music ; 18 cm.",Fiction|||Juvenile fiction|||Juvenile works,,"Authors, American",,Maine|||California,juvenile,7941249,,,ocn785223749,,,
,"Sun-dials, or, How mammas tell time: and other poems and stories",,How mammas tell time|||Sundials,"Daley, C. F. (Charlotte F.).","Shepley, Annie B. (ill)",New York,Worthington Co.,[1891?],[1891?]||||||1891,,,,monographic,English,text,print,[24] leaves : col. ill. ; 27 cm.,,,,,,juvenile,1500116,,,11263887,,,
,"Sunbeam, The",,,,"Presbyterian Church (U.S.A.), Board of Publication and Sabbath-School Work.","Philadelphia, Pa",Presbyterian Board of Publication,,1875/1930,,,,serial,English,text,print,v. : ill. ; 21 cm.,,,"Children's stories, American",,,,4069233,,,ocm19936926,,,
,Sunday chats with sensible children,,,"Matéaux, Clara L.",,Boston|||New York,"Lee & Shepard|||Lee, Shepard, & Dillingham",18--⁾,18--⁾|||1800/1899,,,,monographic,English,text,print,"vi, 256 p. : ill. ; 23 cm.",,,Sunday-school literature|||Christianity|||Juvenile literature,,,juvenile,1000809,,,08803390,,,
,"Sunday excursion and what came of it, The",,,,,Boston,Henry Hoyt,[18--?],[18--?]|||1800/1899,,,,monographic,English,text,print,56 p. ill. 16 cm.,Publishers' advertisements,,Families|||Religious life,,,,4374811,,,ocm12273612,,,
,"Sunday magazine for family reading, The",,Sunday magazine,,,London,Isbister,1880,1880,,,,monographic,English,text,print,"viii, 860 p. : ill., plates ; 25 cm",Periodicals,,Meditations|||Christianity,,,,7684816,,,ocn222996405|||222996405,,,
,Sunday reading for the young,,,,,New York,E.P. Dutton,1882,1882,,,,monographic,English,text,print,"iv, 412 p. : ill. ; 24 cm",Juvenile literature,,English literature,,,juvenile,7684778,,,ocm10223246|||10223246,,,
,"Sunday scholar, The",,,,Religious Tract Society (Great Britain),London,"Printed for the Religious Tract Society, and sold by J. Davis, at the Depository, 56, Paternoster Row, J. Nisbet, 21, Berners Street ... and other Booksellers",[between 1824 and 1834],[between 1824 and 1834]|||1824/1834,,,,monographic,English,text,print,16 p. : ill. ; 11 cm.,Chapbooks|||Juvenile poetry,,Christian life|||Sunday schools|||Tracts,,,juvenile,6343170,,,ocm35591856,,,
,"Sunday scrap book: being Scripture stories in pictures, The",,,,,London|||Paris|||New York,"Cassell & Company, Limited",[1885?],[1885?]||||||1885,,,,monographic,English,text,print,188 p. : ill. ; 31 cm.,Juvenile literature,,Bible stories,,,,6221709,,,ocn503072380|||503072380,,,
,"Sunday World's Easter egg full of Easter meat for little people: Supplement to the New York World, March 27, 1898, The","World (New York, N.Y. : 1860-1931)",,"Eaton, Earle Hooker","Outcault, Richard Felton, 1863-1928 (illustrator)",[New York] :,"[New York World],",[1898],1898||||||[1898],,,,monographic,English,text,print|||unmediated|||volume,16 unnumbered pages : illustrations (some color) ; 19 cm,Juvenile literature|||Juvenile works|||Shaped books (Publishing)|||Stories in rhyme|||text,,Easter|||Easter in art,,"United States, New York (State), New York",juvenile,9688585,,,ocn911362161|||911362161,,,
,Sundown songs,,,"Richards, Laura Elizabeth Howe, 1850-1943","Barnes, Hiram Putnam, 1857- (illus)|||Birch, Reginald B., 1856-1943 (illus)|||Karst, John, 1836-1922 (illus)|||Littlehaler, N. (illus)|||Walcott, Jessie McDermott (illus)|||Merrill, Frank T., 1848-1923 (illus)|||Mitchell, John Ames, 1845-1919 (illus)",Boston,"Little, Brown, and Comapny",1899,1899,,,,monographic,English,text,print,64 p. : ill. ; 19 cm.,,,,,,,1030350,,,07285658,,,
,Sunnybank stories,,,,"Bullard, Asa, 1804-1888 (comp)",Boston,Lee & Shepard,1863],1863]||||||1863,,,,monographic,English,text,print,12 v. illus. 12 cm.,Juvenile fiction,,Children|||Conduct of life|||Children's stories,,,,7106969,,66057546,ocm00617198,,,
,"supplement to the two volumes of the second edition of the essay on the archaeology of our popular phrases: terms and nursery rhymes, A",,,"Ker, John Bellenden, 1765?-1842","Ker, John Bellenden, 1765?-1842",Andover Eng.⁾,Printed by John King,1840,1840,,,,monographic,English,text,print,v. ; 16 cm.,Terms and phrases,,English language|||Etymology|||Nursery rhymes,,,,1029301,,,04268043,,,
,Surly Tim and other stories,,,"Burnett, Frances Hodgson, 1849-1924",,New York,"Scribner, Armstrong, & co.",1877,1877,,,,monographic,English,text,print,"[10], [1]-270, [8] p. ; 17 cm.",,,,,,,325020,,,00249813,,,
,"surprising adventures of the seven champions of Christendom: embellished with a coloured print of St. George and the dragon, The",,,,"Johnson, Richard, 1573-1659?",London :,"Printed and published by J. Marks, No. 17, Artillery Street, Bishopsgate,",[between 1820 and 1840?],[between 1820 and 1840?]|||1820/1840,,,,monographic,English,text,print|||unmediated|||volume,"18 pages, 1 unnumbered folded leaf of plates : 1 illustration (hand colored) ; 14 cm.",Juvenile literature|||Juvenile works|||Legends|||Specimens|||text,,"Chapbooks|||Chapbooks, English|||Christian saints",,,juvenile,7547279,,,ocn863350478,,,
,"Surrey zoological gardens, The",,,"Williams, C.",,London,C. Tilt,[1838?],[1838?]||||||1838,,,,monographic,English,text,print,191 p. : ill. ; 8.7 cm.,Pictorial works|||Specimens,,Miniature books|||Zoos|||Zoo animals,,Great Britain,,7885603,,,ocm48093715,,,
,"swamp fox: young folk's life of Gen. Francis Marion, The",,,"Frost, John, 1800-1859",,Boston,Lee and Shepard,"1896, c1887","1896, c1887|||1896/1887",,,,monographic,English,text,print,"208 p., 8⁾ leaves of plates : ill. ; 19 cm.",biography,,"Juvenile literature|||Marion, Francis 1732-1795",,,juvenile,1037477,,,05233922,,,
