id,title,uniform_title,alternative_title,enumeration_chronology,associated_name,publication_place,publisher,publication_date,start_date,end_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,lccn,oclcn,url
4644117,"3 little kittens, The",Three little kittens,,,,"New York, NY",McLoughlin Bros.,18--,1880,1992,,monographic,,English,text,print,10 leaves : col. ill. ; 28 cm.,Juvenile poetry|||Juvenile works|||Poetry,,Nursery rhymes|||Children's poetry|||Cats,,,juvenile,,,,,,
4643953,A.B.C. of animals,,ABC of animals,,McLoughlin Bros (pbl),New York,McLoughlin Bros.|||McLoughlin Bros,c1899,,,,monographic,,English,text,print,[7] p. : ill. (some col.) ; 17 cm.,Juvenile literature|||Juvenile works,An ABC book illustrated with drawings of animals.,Animals|||Alphabet,,"United States, New York, New York",juvenile,,,,,,
1004062,Abbott's Young Christian,Young Christian,A memorial sketch of Jacob Abbott|||The young Christian,,,New York,Harper & Brothers,1882,,,Memorial ed.,monographic,,English,text,print,2 v. in 1 : ill. ; 20 cm.,biography,,Youth|||Religious life|||Publishers' catalogs|||Specimens|||Advertising specialties,,,,,,,,,
630407,"Abridged decimal classification and relativ index for libraries, clippings, notes, etc",,,,,Boston,Library Bureau,[c1894],,,,monographic,,English,text,print,192 p. 26 cm.,,,"Classification, Dewey decimal",,,,,,,04014482,,
1498262,Abroad,,,,,London|||New York,Marcus Ward & Co.,[1882],,,,monographic,,English,text,print,56 p. : col. ill. ; 22 cm.,,,,,,juvenile,,,,,,
7893226,"abstract of the history of the Bible: for the use of children and young persons: with questions for examination; and a sketch of Scripture geography, illustrated with maps, An",,,,,Newcastle,Printed by S. Hodgson,1806,,,,monographic,,English,text,print|||unmediated|||volume,184 pages : 2 maps ; 14 cm.,History|||text,,History|||Children's literature|||Bible,,,juvenile,,,,,,
9041216,"admiral's caravan, The",,,,"Birch, Reginald B., 1856-1943 (illustrator)|||Century Company (publisher)|||De Vinne Press (printer)",New York,The Century Co.|||Century Company,1892,,,,monographic,,English,text,print|||unmediated|||volume,"[15], 12-140 p. : ill. ; 22 cm.",Fiction|||Juvenile fiction|||Juvenile literature-1892|||Juvenile works|||text,,"Children|||Conduct of life|||Wit and humor, Juvenile|||Imagination|||Dreams|||Voyages, Imaginary|||Adventure stories|||Animals|||Orphans|||Taverns (Inns)|||Fairy tales",,,juvenile,,,,19008540,,
7896312,"admired fairy tale of Cinderella, or, The little glass slipper: embellished with nine engravings, The",Cinderella. English,Cinderella|||Little glass slipper|||Popular fairy tale of Cinderella and the little glass slipper!|||Fortunatus,,Turner & Fisher (publisher),"New-York, and Philadelphia",Published by Turner & Fisher|||Turner & Fisher,[between 1842 and 1845],1842,1845,,monographic,,English,text,print|||unmediated|||volume,24 pages. 1 unnumbered leaf of plates : illustrations ; 14 cm.,Fairy tales|||Specimens|||text,,"Fairy tales|||Chapbooks|||Chapbooks, English",,,juvenile,,,,,,
4374972,"Adopted daughter, or, The trials of Sabra: a tale of real life, The",,Adopted daughter|||Trials of Sabra,,,Ogdensburgh [N.Y.],"Hitchcock, Tillotson & Stilwell",1858,,,[1st ed.?],monographic,,English,text,microfilm,199 p. ; 18 cm.,,,American fiction,,,,,,,,,
7887971,"adventures of a donkey, The",,,,Darton & Clark (pbl),London (Holborn Hill),Darton and Clark|||Darton & Clark,[between 1837 and 1845?],1837,1845,,monographic,,English,text,print,"213, [3] p., [1] leaf of plates : ill. ; 15 cm",Fiction|||Juvenile fiction|||Juvenile works|||novel,,Children|||Conduct of life|||Christian life|||Donkeys|||Animal welfare|||Human-animal relationships|||Adventure and adventurers|||Sick|||Fishing stories,,,juvenile,,,,,,
1092904,"adventures of a donkey, The",,,,,London,"printed by and for William Darton, Jun., 58, Holborn ill",1815,,,1st ed.⁾,monographic,,English,text,print,"231, 17⁾ p. : ill. front. ; 14 cm.",,,,,,juvenile,,,,,,
7118244,"adventures of a parrot, named Poll Pry: an account of her officious ways; including her birth, education, adversity, prosperity, and death, The",,,,"Cole, William, publisher (pbl)|||Davidson, G. H. (George Henry), 1800?-1875 (prt)",London,"W. Cole|||Cole, William, publisher",1826,,,,monographic,,English,text,print,104 p. : ill. ; 15 cm.,Juvenile fiction|||novel,,Youth|||Conduct of life|||Parrots|||Voyages and travels|||Prisoners,,,juvenile,,,,,,
7896468,"adventures of Captain Gulliver, The",Gulliver's travels,,,,Dublin :,"Printed by John Martin, 59, South Great Georges Street,",[between 1806 and 1810?],1806,1810,,monographic,,English,text,print|||unmediated|||volume,38 pages : illustrations ; 13 cm,Fiction|||Juvenile fiction|||Juvenile works|||Specimens|||text,,"Voyages, Imaginary|||Chapbooks|||Chapbooks, Irish|||Gulliver, Lemuel (Fictitious character)|||(Fictitious character) Gulliver, Lemuel",,,juvenile,,,,,,
8235804,"adventures of Captain Horn, The",,,,"Armstrong, Margaret, 1867-1944 (binding designer)",New York,Charles Scribner's Sons,1895,,,,monographic,,English,text,print|||unmediated|||volume,"vii, 404 pages ; 20 cm",Adventure fiction|||Fiction|||Juvenile fiction|||Juvenile works|||Publishers' advertisements-1895|||Publishers' cloth bindings (Binding)-New York (State)-New York-1895|||text,,Adventure stories|||Voyages and travels|||Shipwrecks|||Ship captains|||Sailors|||Brothers and sisters|||Treasure troves|||Outdoor life|||Brigands and robbers|||Youth|||Conduct of life,,Peru,juvenile,,,,75319787,,
763070,Adventures of Huckleberry Finn (Tom Sawyer's comrade): Scene: the Mississippi Valley. Time: forty to fifty years ago,Adventures of Huckleberry Finn,Huckleberry Finn,,"Twain, Mark, 1835-1910 (author)|||Kemble, E. W. (Edward Windsor), 1861-1933 (illustrator)|||Charles L. Webster and Company (publisher)|||J.J. Little & Co (printer)","New York: :|||[New York, New York] :","Charles L. Webster and Company.,|||Press of J.J. Little & Co. nos. 10 to 20 Astor Place, New York.|||Charles L. Webster and Company",1885.,,,,monographic,,English,text,print|||unmediated|||volume,"366, [2] pages, 1 unnumbered leaf of plates : illustrations, portrait ; 22 cm",Action and adventure fiction|||Adventure stories|||Bildungsromans|||Fiction|||Humorous fiction|||Humorous stories|||Juvenile literature|||Rare books|||novel|||still image|||text,"Recounts the adventures of a young boy and an escaped slave as they travel down the Mississippi River on a raft, and tells of the people they encounter, including a pair of swindlers and two families in a feud.","Runaway children|||Male friendship|||Fugitive slaves|||Race relations|||Boys|||(Fictitious character) Finn, Huckleberry",,"Mississippi River|||Missouri|||United States, New York, New York",,,,,31035230,,
1076897,"Adventures of Kamoula, the lovely Arabian, or, A vindication of the ways of providence: exemplified in the triumph of virtue and innocence over corruption, perjury, and malice, The",,A vindication of the ways of providence,,,London,"Printed by J.S. Hollis, Romsey, for Lackington, Allen and Co. ...",1801,,,,monographic,,English,text,print,"4⁾, 156, 2⁾ p., 1⁾ leaf of plates : ill. ; 15 cm.",,,Tales|||Conduct of life|||Juvenile fiction,,,juvenile,,,,,,
6827343,"adventures of Mother Hubbard and her dog, The",Old Mother Hubbard,Dunigan's edition,,,New York,"Edward Dunigan & Brother, 151 Fulton-st.",[not before 1852?],,,,monographic,,English,text,print,15 (i.e. 8) p. : ill. ; 20 cm.,Juvenile poetry,,Dogs,,,juvenile,,,,,,
1082424,"Adventures of Robert, Earl of Huntingdon: commonly called Robin Hood, the famous English archer, The",Robin Hood,,,,Baltimore,Printed and sold by William Warner,1812,,,,monographic,,English,text,print,"110, 2⁾ p. ; 14 cm.",,,,,,juvenile,,,,,,
7896466,"adventures of Robinson Crusoe, The",,,,,Leeds :,"J. Roberts,",[approximately 1820],,,,monographic,,English,text,print|||unmediated|||volume,12 pages : illustrations ; 11 cm,Juvenile fiction|||Specimens|||text,,"Crusoe, Robinson (Fictitious character)|||Shipwreck survival|||Chapbooks, English|||Chapbooks|||Castaways|||Islands",,Atlantic Ocean,juvenile,,,,,,
6827600,"adventures of Teasing Tom and Naughty Ned with a spool of Clark's O.N.T. cotton, The",,,,"Patterson, F. B. (pbl)",New York,"F.B. Patterson|||Patterson, F. B.",c1879,,,,monographic,,English,text,print,[8] p. : ill. ; 12 cm.,Juvenile poetry,,Children|||Conduct of life|||Thread|||Malicious mischief|||Birds,,"United States, New York, New York",juvenile,,,,,,
6343154,"Adventures of the beautiful little maid Cinderilla, or, The history of a glass slipper: to which is added, An historical description of the cat",Cinderella. English,"History of a glass slipper|||Historical description of the cat|||Surprising adventures of Cinderilla, or, The history of a glass slipper|||Cinderilla, or, The little glass slipper",,,York,"Printed and sold by J. Kendrew, Colliergate",[1820?],,,,monographic,,English,text,print,31 p. : ill. ; 11 cm.,Chapbooks|||Fairy tales|||Juvenile literature,,Conduct of life,,,juvenile,,,,26022742,,
7912032,"adventures of three Englishmen and three Russians in Southern Africa, The",Aventures de trois Russes et de trois Anglais. English,,,,London|||Glasgow|||New York,George Routledge and Sons,[1887],,,,monographic,,English,text,print,176 p. ; 18 cm.,Fiction,"Three Englishmen and three Russians and their guide, a bushman named Mokoum, set out to measure the arc of the meridian in the Kalahari Desert. During the expedition war is declared between England and Russia.",Scientific expeditions|||Indigenous peoples|||Hunting stories|||Hunting,,"Africa|||Kalahari Desert|||Africa, Southern",juvenile,,,,,,
8161152,"adventures of Tom Sawyer, The",,Tom Sawyer,,,"Hartford, Conn|||Chicago, Ill",American Pub. Co.,1884,,,,monographic,,English,text,print|||unmediated|||volume,"6 preliminary leaves, [17]-274, [1] pages including frontispiece, illustrations 22 cm",Fiction|||text,,,,Mississippi River|||Missouri,,,,,,,
9635632,"adventures of William Waters, and his ass Bob: with beautiful cuts, The",,William Waters and his ass Bob|||William Waters|||History of William Waters and his ass Bob,,,Otley,"Printed by and for W. Walker, at the Wharfdale, Stanhope Press",[approximately 1815?],,,,monographic,,English,text,print|||unmediated|||volume,"16, [1] pages : illustrations ; 11 cm",Juvenile literature|||Juvenile works|||Specimens|||text,,"Conduct of life|||Chapbooks, English",19th century,,juvenile,,,,,,
8546945,"Advice to the teens, or, Practical helps towards the formation of one's own character",,"Advice to the teens|||Practical helps towards the formation of one's own character|||Advice to the teens, &c. & c",,"Taylor, Isaac, 1759-1829 (author)|||Fenner, Rest (publisher)",London (Paternoster Row),"Printed for Rest Fenner|||Fenner, Rest",1818,,,,monographic,,English,text,print|||unmediated|||volume,"[4], vi, 194 pages, [1] leaf of plates (frontispiece) : 1 illustration (engraving) ; 17 cm",Life skills guides|||text,,Self-culture|||Teenage boys|||Conduct of life|||Youth,,Great Britain,,,,,,,
1023263,"AEsop in rhyme, or, Old friends in a new dress",Aesop's fables. Selections,,,,Philadelphia|||New York,Henderson|||Appleton,"1855,c 1852",,,,monographic,,English,text,print,288 p. : ill. ; 18 cm.,,,Fables,,,,,,,,,
7896472,Aesop's Fables,Aesop's fables. Selections. English,,,,New York|||Baltimore,"Published by Samuel Wood & Sons, no. 261 Pearl Street|||Samuel S. Wood & Co., no. 212 Market St.",1822,,,,monographic,,English,text,print,44 p. : ill. ; 13 cm.,Juvenile literature|||Specimens,,Animals|||Chapbooks,,,juvenile,,,,,,
1022224,"Aesop's fables: a new version, chiefly from original sources",Aesop's fables,,,,London,J. Murray,1863,,,,monographic,,English,text,print,"xx, 148 p. : ill. ; 18 cm.",,,Fables,,,,,,,,,
7111993,"Aesop's fables, complete",Aesop's fables. English,,,,Philadelphia,J.B. Lippincott,1864,,,,monographic,,English,text,print,"xx, 21-208 p. : ill. ; 16 cm.",,,Fables,,,,,,,,,
8928535,Æsop's fables: from the version,,,,,"South Norwalk, Ct",C.W. Knudsen,1879,,,,monographic,,English,text,print|||unmediated|||volume,"30 pages, iv, 1 leaf sq. 16mo",text,,English language|||Spelling (Phonetic),,,,,,,,,
8868398,Aesop's fables: in words of one syllable,Aesop's fables. English,,,,New York|||London,Cassell & Co.,©1888,,,,monographic,,English,text,print|||unmediated|||volume,87 pages : illustrations ; 22 cm.,text,,Fables,,,juvenile,,,,,,
8472666,"affecting history of the children in the wood, The",Children in the wood (Ballad),History of the children in the wood|||Children in the wood|||Babes in the wood,,"Fortey, W. S. (William Samuel) (publisher)",London :,"W. Fortey, Printer, Monmouth Court,|||Fortey, W. S. (William Samuel)",[between 1860 and 1885],1860,1885,,monographic,,English,text,print|||unmediated|||volume,8 unnumbered pages : illustrations (woodcuts) ; 13 cm,Specimens|||text,,"Chapbooks, English|||Chapbooks",,,juvenile,,,,,,
6537201,Afternoon tea: rhymes for children,,,,"Sowerby, J. G. (John G.) (ill)|||Emmerson, H. H. (ill)|||Frederick Warne and Co (pbl)",London|||Newcastle-on-Tyne,"Frederick Warne and Co.|||Mawson, Swan, and Morgan|||Frederick Warne and Co",[1880],,,,monographic,,English,text,print,64 p. : col. ill. ; 26 cm.,,,Children's poetry,,,juvenile,,,,,,
8365002,Agnes: A Franconia story,,,,"Wells, Jacob (illustrator)|||Minton, Christopher (engraver)|||Minton, John (engraver)|||Roberts, William, approximately 1829- (engraver)|||Orr, Nathaniel (engraver)|||Harper & Brothers (publisher)",New York,Harper & Brothers publishers. Franklin Square.|||Harper & Brothers,[1853],,,,monographic,,English,text,print|||unmediated|||volume,"vi, [5], 12-224 p. : ill. ; 18 cm.",Fiction|||Juvenile fiction|||Juvenile literature-1853|||Juvenile works|||Publishers' cloth bindings (Binding)-1853|||Relief prints|||text,,Children's stories|||Conduct of life|||Country life|||Sick children|||Blind children|||Play|||Children's accidents|||Fishing stories|||Shipbuilding,,"United States, New York, New York",juvenile,,,,,,
6909589,"agricultural and economical almanack, for the year of our Lord: calculated for the meridian of New-Haven, An",,"Agricultural and economical almanac, for the year of our Lord",,,New Haven [Conn.]|||Hartford [Conn.],"Sold by Maltby, Goldsmith & Co.|||Cooke & Hale|||Printed by J. Barber",1816-1821,1816,1821,,serial,Annual,English,text,print,6 v. ; 21 cm.,,,"Almanacs, American",,Connecticut,,,,,98650510,,
7251009,"Ainslee stories, The",,,,"Champney, W. L. (ill)|||Smith, S. L. (ill)|||Hurd & Houghton (pbl)|||H.O. Houghton & Company (prt, str)|||Riverside Press (Cambridge, Mass.) (pbl)",New York|||Cambridge,"Hurd and Houghton|||Riverside Press|||Hurd & Houghton|||Riverside Press (Cambridge, Mass.)","c1868, 1876",,,,monographic,,English,text,print,"411 p., [8] leaves of plates : ill. ; 18 cm.",novel,,Children's stories,,"United States, Massachusetts, Cambridge|||United States, New York, New York",juvenile,,,,,,
8116849,Airy fairy Lilian,,,,,New York,A.L. Burt,[between 1879 and 1900],1879,1900,,monographic,,English,text,print|||unmediated|||volume,348 pages : 1 front plate ; 20 cm,text,,,,,,,,,,,
8363113,"alcove: containing some further account of Timboo, Mark and Fanny, The",,,,,New York,Harper & Brothers,©1856,,,,monographic,,English,text,print|||unmediated|||volume,"160 pages including frontispiece, illustrations 18 cm.",text,,Children's stories,,,juvenile,,,,44027168,,
1035183,Alcuin and the rise of the Christian schools,,,,,London,W. Heinemann,1893,,,,monographic,,English,text,print,"vii, 205 p. : ill., map ; 18 cm.",,,"Education, Medieval|||Alcuin 735-804",,,,,,,,,
6135377,"Alhambra, The",,,,,London|||New York,Macmillan,1896,,,,monographic,,English,text,print,"xx, 436 p. : ill. ; 28 cm.",,,"Alhambra (Granada, Spain)",,,,,,,38036424,,
7896475,"Ali Baba, or, The forty thieves",Ali Baba (Folk tale)|||Arabian nights,Forty thieves,,,London,"Printed by W.S. Fortey, (late A. Ryle), Monmouth Court, Bloomsbury, W.C.",[1859],,,,monographic,,English,text,print,8 p. : col. ill. (wood-engravings) ; 18 cm.,Juvenile literature|||Juvenile works|||Specimens,,"Thieves|||Folk literature, Arabic|||Chapbooks",,,juvenile,,,,,,
7724022,Alice Learmont: a fairy tale,,,,,London,Chapman and Hall,1852,,,,monographic,,English,text,print,"146 p., [2] leaves of plates : ill. ; 17 cm.",,,,,,,,,,,,
7695248,"Alice's adventures in Wonderland: and, Through the looking glass",,"Alice in wonderland ; and, Through the looking glass|||Through the looking-glass",,"Carroll, Lewis, 1832-1898 (author)|||Tenniel, John, 1820-1914 (illustrator)|||Lothrop Publishing Company (publisher)",Boston :,"Lothrop Publishing Company,|||Lothrop Publishing Company",[1898].,,,New edition in 1 volume.,monographic,,English,text,print|||unmediated|||volume,"208 pages, 3 unnumbered leaves of plates : illustrations (some color) ; 24 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,(Fictitious character from Carroll) Alice,,"United States, Massachusetts, Boston",juvenile,,,,,,
8217467,"Alice's adventures in wonderland, and Through the looking-glass",,Through the looking-glass,,,New York,Macmillan,1881,,,New ed. in 1 v.,monographic,,English,text,print|||unmediated|||volume,"2 volumes in 1(192, 224 pages) : illustrations ; 21 cm.",Fiction|||Juvenile fiction|||text,,Fantasy fiction|||(Fictitious character from Carroll) Alice,,,,,,,,,
7695717,Alice's adventures in Wonderland,,,,"Carroll, Lewis, 1832-1898 (author)|||Tenniel, John, 1820-1914 (illustrator)",New York :,"Macmillan & Co.,",1893.,,,New edition.,monographic,,English,text,print|||unmediated|||volume,"192 pages, 1 unnumbered leaf of plates : illustrations ; 19 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,(Fictitious character from Carroll) Alice,,,juvenile,,,,,,
7747158,Alice's adventures in Wonderland: Through the looking-glass,,Through the looking-glass and what Alice found there|||Through the looking-glass,,,New York,Macmillan,1897,,,new ed.,monographic,,English,text,print,192 p. : ill. ; 19 cm,,,Fantasy,,,juvenile,,,,,,
8737247,"All about poor little Topsy: from ""Uncle Tom's cabin""",Uncle Tom's cabin. 1853,,,"Stowe, Harriet Beecher, 1811-1896 (author)",London :,"Partridge and Oakey,",1853.,,,,monographic,,English,text,print|||unmediated|||volume,1 volume (unpaged) ; 15 cm,Juvenile fiction|||text,,Topsy (Fictitious character : Adamson),,,juvenile,,,,,,
8482977,"All for the best, or, The old peppermint man / by T. S. Arthur. The story without an end : from the German of Carove / by Sarah Austin ; with a preface and key to the emblems by A. Bronson Alcott",,The story without an end,,"Arthur, T. S. (Timothy Shay), 1809-1885 (author)|||Austin, Sarah, 1793-1867 (translator)|||Alcott, Amos Bronson, 1799-1888 (writer of preface)",New York :,"James Miller (647 Broadway),",[1877?],,,,monographic,,German|||English,text,print|||unmediated|||volume,"130, 93 pages : illustrations, plates ; 16 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Conduct of life,,,juvenile,,,,,,
7941121,All round the clock,,,,"Bennett, H. M. (Harriet M.) (ill)|||Nister, Ernest. (ltg, prt)|||E.P. Dutton (Firm) (pbl)",New York,E.P. Dutton & Co.|||E.P. Dutton (Firm),[188-?],,,,monographic,,English,text,print|||unmediated|||volume,"64 pages : frontispiece, illustrations (some color) ; 24 cm",Juvenile poetry|||text,,Picture books for children|||Children|||Conduct of life|||Children's poetry,19th century,"United States, New York, New York|||Gemany, Nuremberg",juvenile,,,,,,
4415973,"""All that glitters is not gold.""",,,,,Boston,Wright & Potter Printing Company,"[1886, c1880]",,,,monographic,,English,text,print,102 p. 18 cm.,,,,,,,,,,,,
8213499,"Allan Quatermain: being an account of his further adventures and discoveries in company with Sir Henry Curtis, bart., Commander John Good, R.N., and one Umslopogaas",,,,,London,"Longmans, Green, and Co.",1887,,,,monographic,,English,text,print|||unmediated|||volume,"4 preliminary leaves, 278, [2] pages : frontispiece (portrait) illustrations, plates ; 20 cm.",Fiction|||text,,"Quatermain, Allan (Fictitious character)|||Hunting guides|||Adventure stories, English",,Africa,,,,,44044935,,
4221237,"almanac of twelve sports, An",,,,,London,William Heinemann,"1898, c1897",,,,monographic,,English,text,print,[32] p. : col. ill. ; 32 cm.,,,"Sports in art|||Nicholson, William 1872-1949",,,,,,,84167493,,
9048685,Almanack for 1883,,,,"Evans, Edmund, 1826-1905 (prt, egr)|||George Routledge and Sons (pbl)","London (Broadway, Ludgate Hill)|||New York (9, Lafayette Place)",George Routledge and Sons|||George Routledge and Sons,[1883],,,,monographic,,English,text,print|||unmediated|||volume,[24] pages : color illustrations ; 11 cm,Juvenile literature|||Juvenile works|||text,,"Almanacs, English|||Natural history|||Months|||Seasons",,"United States, New York, New York|||England, London",juvenile,,,,,,
7091424,Alone in London,,,,,London,Religious Tract Society,[1869?],,,,monographic,,English,text,print,144 p. : ill. ; 16 cm.,Juvenile fiction,,Children|||Death|||Christian life|||Homeless children|||Orphans|||Grandfathers|||Poor|||Poverty|||Reconciliation|||Hospitals,,,juvenile,,,,,,
8958203,"Alonzo and Melissa, or, The unfeeling father: an American tale",,Alonzo and Melissa|||Unfeeling father,,,Philadelphia :,"Claxton, Remsen and Haffelfinger,",1879.,,,,monographic,,English,text,print|||unmediated|||volume,252 pages ; 16 cm,Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Youth|||Conduct of life|||Courtship|||Friendship|||Fathers and daughters|||Brothers and sisters|||Wealth|||Social classes|||Marriage,,,juvenile,,,,,,
4365358,"alphabet, An",,,,,New York,R.H. Russell,1898,,,,monographic,,English,text,print,"1 p.l., 26 col. pl. 44 cm.",,,English language|||Alphabet,,,,,,,18023207,,
4643998,"alphabet of flowers, The",,,,Dean & Son (publisher),London,"Dean and Son, lithographers, printers, and book and print publishers, 31, Ludgate Hill|||Dean & Son",[1855?],,,,monographic,,English,text,print,"8 leaves, 4 p. of publisher's advertisements : col. ill. (wood engravings) ; 25 cm.",Juvenile poetry|||Pictorial works,,Flowers|||English language|||Alphabet,,,,,,,,,
7896479,"Alphabet of lessons for children, An",,,19,"Roberts, Robert, approximately 1821- (engraver)",United States],Published by the American Tract Society.,[not after 1848?],,,,monographic,,English,text,print,"15, [1] p. : ill. ; 11 cm.",Specimens,,Sunday school literature|||Chapbooks,,United States,juvenile,,,,,,
7713099,"Amaranth, or, Ttoken of remembrance: a Christmas and New Year's gift for 1854, The",,Amaranth|||Token of remembrance,,"Percival, Emily (editor)|||Phillips, Sampson & Company (publisher)",Boston :,"Phillips, Sampson, and Company,|||Phillips, Sampson & Company",1854.,,,,monographic,,English,text,print|||unmediated|||volume,"288 pages, 7 unnumbered leaves of plates : illustrations ; 19 cm",Specimens|||text,,Gift books,,,,,,,,,
8116821,"amateur fireman, An",,,,"Cary, William de la Montagne, 1840-1922 (ill)|||E.P. Dutton (Firm) (pbl)",New York,E.P. Dutton & Co.|||E.P. Dutton (Firm),©1898,,,,monographic,,English,text,print|||unmediated|||volume,"v, 324 pages, [9] leaves of plates : illustrations ; 21 cm",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Boys|||Conduct of life|||Homeless boys|||Shoe shiners|||Newspaper vendors|||Fire fighters|||Courage|||Arson|||Detective and mystery stories|||Rescues|||Heroes,,"United States, New York, New York",juvenile,,,,,,
1025573,"American boy's book of sports and games: a repository of in-and-out-door amusements for boys and youth, The",,,,,New York,Dick & Fitzgerald,c1864⁾,,,,monographic,,English,text,print,600 p. : ill. ; 20 cm.,,,Sports|||Juvenile literature|||Games,,United States,juvenile,,,,a 18001842,,
7110655,"American girl's book, or, Occupation for play hours, The",,,,,New York,J. Miller,1866,,,16th ed.,monographic,,English,text,print,383 p. : ill. ; 16 cm.,,,Amusements|||Handicraft,,United States,juvenile,,,,,,
7109704,"American juvenile keepsake, for 1835, The",,,,"Hofland, (Barbara), Mrs, 1770-1844 (ed)",New York,T. Illman,c1834,,,,monographic,,English,text,print,"x, 250 p., [10] leaves of plates : ill. ; 16 cm.",,,Gift books,,,,,,,,,
603734,"American printer: a manual of topography, containing complete instructions for beginners, The",,,,,Philadelphia,Mackellar,1874,,,9th ed.,monographic,,English,text,print,336 p. front. illus. 20 cm.,,,Printing,,,,,,,,,
1013892,American wonderland,,,,"Claxton, Remsen & Haffelfinger (pbl)|||T.K. & P.G. Collins (Firm) (prt)|||Van Ingen & Snyder (egr)",Philadelphia,"Claxton, Remsen, and Haffelfinger|||Claxton, Remsen & Haffelfinger",1871,,,,monographic,,English,text,print|||unmediated|||volume,"258 pages, [1] leaf of plates : illustrations ; 20 cm",Children's stories-1871|||Juvenile fiction|||novel|||text,,Indians of North America|||Children's stories,,"United States, Pennsylvania, Philadelphia",juvenile,,,,,,
7091682,"Amos Armfield, or, The leather-covered Bible",,Leather-covered Bible,,American Tract Society (pbl),New York,American Tract Society|||American Tract Society,[between 1848 and 1894?],1848,1894,,monographic,,English,text,print,141 p. : ill. ; 12 cm.,Juvenile fiction|||Juvenile literature|||novel,,Christian life|||Children|||Conduct of life|||Bible stories|||Storytelling|||Wealth|||Brothers and sisters|||Religious education|||Bible,,,juvenile,,,,,,
1086909,"amulet; or, Christian and literary remembrancer, The",,Christian and literary remembrancer,,,London|||Philadelphia,W. Baynes|||T. Wardle,1828,,,,monographic,,English,text,print,426 p. : ill. ; 15 cm.,,,Gift-books,,,,,,,,,
6852210,"amusing history of Tom Thumb, The",Tom Thumb. English,History of Tom Thumb,,Dean & Son (publisher),London],"Dean & Son, Threadneedle St.|||Dean & Son",[18--],1800,1899,,monographic,,English,text,print,11 p. : col. ill. ; 14 cm.,,,Children's stories,,,juvenile,,,,,,
8215762,"anchor: with sketches of the lives of Jeremiah Evarts, James Montgomery, and Gregory T. Bell, The",,,,American Sunday-School Union (publisher),Philadelphia,"American Sunday-School Union, no. 146 Chestnut Street|||American Sunday-School Union",[1836?],,,,monographic,,English,text,print,72 p. : ill. ; 15 cm.,Juvenile literature,,"Death|||Religious aspects|||Christianity|||Anchors, Sea|||Evarts, Jeremiah 1781-1831|||Montgomery, James 1787-1834|||Bedell, Gregory T. (Gregory Townsend) 1793-1834",,,juvenile,,,,2010479047,,
1040057,"Ancient customs, sports, and pastimes, of the English: explained from authentic sources, & in a familiar manner",,,,"Harris, John, 1756-1846 (pbl)|||Bentley, Samuel, 1785-1868 (prt)",London,"John Harris|||Harris, John, 1756-1846",1832,,,,monographic,,English,text,print,"256, [8] p., [12] leaves of plates : col. ill. ; 14 cm.",Juvenile literature|||Juvenile works|||Publishers' advertisements-1832,,Amusements|||Festivals|||Sports|||National characteristics|||Manners and customs|||Social life and customs,,"England|||Great Britain|||England, London",juvenile,,,,,,
7117751,"ancient history of Whittington and his cat, The",Whittington and his cat,History of Whittington and his cat,,,London,"William Darton and Son, Holborn Hill",[ca. 1830?],,,,monographic,,English,text,print,"36 p., [3] leaves of plates : ill. (stipple-engravings) ; 15 cm.",Juvenile literature,,"Cats|||Folklore|||Whittington, Richard d. 1423",,England,juvenile,,,,,,
6125828,"Ancient legends, mystic charms & superstitions of Ireland: with sketches of the Irish past",,,,,London,Ward and Downey,1888,,,,monographic,,English,text,print,"xii, 347 p. ; 20 cm.",,,Folklore,,Ireland,,,,,,,
8998839,Andersen's fairy tales,,Fairy tales,,"Williams, True (illustrator)",Chicago,W.B. Conkey,[1899?],,,,monographic,,English,text,print|||unmediated|||volume,"188 pages, [1] leaf of plates : illustrations ; 25 cm",Translations|||Translations into English|||text,,"Children's stories, Danish|||Fairy tales",,,juvenile,,,,,,
7095932,"Angus Tarlton, or, Illustrations of the fruits of the spirit",,Illustrations of the fruits of the spirit,,"Avery, Samuel Putnam, 1822-1904 (egr)|||Robert Carter & Brothers (pbl)",New York,Robert Carter & Bros.|||Robert Carter & Brothers,1862,,,,monographic,,English,text,print,"135, [6] p., [1] leaf of plates : ill., music ; 16 cm.",Juvenile fiction|||Pictorial cloth bindings (Binding)-1862|||Publishers' catalogues-1862|||novel,,Christian life|||Children with disabilities|||Stepfamilies|||Temper|||Brothers,,"United States, New York, New York",juvenile,,,,,,
1150638,"Animal story book, The",,,,,New York,"Longmans, Green",1896,,,,monographic,,English,text,print,"xiv, 400 p. : ill. ; 19 cm.",Fiction|||bibliography,,Animals,,,juvenile,,,,,,
