id,title,uniform_title,alternative_title,enumeration_chronology,associated_name,publication_place,publisher,publication_date,start_date,end_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,lccn,oclcn,url
4001557,John Anderson my jo: Low down in the broom. It was upon a Lammas night. The banks of Doon. Land of the leal. Lubin is away,,,,,Glasgow,Printed for the booksellers,1828,,,,monographic,,English,text,print,8 p. ; 15.2 cm.,,,"Chapbooks, Scottish",,,,,,,,,
8992130,John Bunyan: a tale of two hundred years ago,,,,"Ellis, James J. (James Joseph) (author)",London :,"Alfred Holness, 14 Paternoster Row ;",[approximately 1890],,,,monographic,,English,text,print|||unmediated|||volume,64 pages : illustrations ; 17 cm.,Juvenile literature|||Juvenile works|||biography|||text,,"Puritans|||Bunyan, John 1628-1688",,England,juvenile,,,,,,
8997835,"John Halifax, gentleman",,,,Harper & Brothers (publisher),New York ;,"Harper & Brothers Publishers,|||Harper & Brothers",[1859].,,,,monographic,,English,text,print|||unmediated|||volume,485 pages ; 20 cm.,Fiction|||novel|||text,,Orphans|||Working class|||Industrial revolution|||Social conditions,1800-1899|||19th century,England,,,,,,,
475779,"John True, or, The Christian experience of an honest boy",,The Christian experience of an honest boy,,,New York,Harper & Brothers,c1856,,,,monographic,,English,text,print,160 p. : ill. ; 17 cm.,,,,,,,,,,,,
7111777,Jolly animal ABC,,,,,New York,McLoughlin Bros.,c1888,,,,monographic,,English,text,print,1 v. (unpaged) : ill. ; 28 cm.,Juvenile poetry,,Alphabet,,,juvenile,,,,,,
7911869,"jolly Chinee, The",,,,,Philadelphia],Hubbard Pub. Co.,c1897,,,,monographic,,English,text,print,[16] p. illus. 23 cm.,Fiction|||Juvenile fiction|||Juvenile works,,Children's stories|||Animals,,,juvenile,,,,,,
757553,"Jo's boys: and how they turned out. A sequel to ""Little men""",,,,,Boston,Roberts Brothers,1886,,,,monographic,,English,text,print,365 p. front. (port.) 18 cm.,,,,,,juvenile,,,,04016116,,
8362525,Jo's boys: and how they turned out,,,,,Boston,Roberts Bros.,"1892, ©1886",,,,monographic,,English,text,print|||unmediated|||volume,"365 pages, [1] leaf of plates : portrait ; 18 cm",Juvenile literature|||text,,Conduct of life|||Families,,,,,,,,,
1079962,Joseph and his brethren,,,,"Bookhout, Edward (engraver)|||Bross, Robert S., approximately 1831- (engraver)|||Chamberlin (engraver)|||Fay, Augustus, approximately 1824- (engraver)",New York],"Published by the American Tract Society, 150 Nassau-Street, New York.",[1865?],,,,monographic,,English,text,print|||unmediated|||volume,"80 p., [1] leaf of plates : ill. ; 16 cm.",Adaptations|||biography|||text,,Sunday school literature|||Bible stories|||(Son of Jacob) Joseph|||Bible,,,juvenile,,,,,,
7912029,Journey to the Centre of the Earth,Voyage au centre de la terre. English,,,,London|||New York,G. Routledge & Sons,1876,,,,monographic,,English,text,print|||unmediated,254 p. ; 18 cm.,text,,,,,,,,,,,
7911975,"journey to the centre of the earth, A",Voyage au centre de la terre. English,,,,New York,"Scribner, Armstrong & Co.",[1874],,,,monographic,,French|||English,text,print|||unmediated|||volume,305 pages illustrations 19 cm,text,,,,,,,,,01009867,,
7888357,"Julia changed, or, The true secret of a happy Christmas",,True secret of a happy Christmas,,American Sunday-School Union (pbl),Philadelphia (No. 146 Chesnut Street),American Sunday School Union|||American Sunday-School Union,c1831,,,,monographic,,English,text,print,71 p. : ill. ; 15 cm,Fiction|||Juvenile fiction|||Juvenile works|||novel,,Children|||Conduct of life|||Christmas stories|||Sunday schools|||Brothers and sisters|||Mothers and daughters|||Christmas,,"United States, Pennsylvania, Philadelphia",juvenile,,,,,,
8214058,Julian Mortimer: a brave boy's struggle for home and fortune,,Brave boy's struggle for home and fortune,,"Burt, A. L. (Albert Levi), 1843-1913 (pbl)",New York,"A.L. Burt|||Burt, A. L. (Albert Levi), 1843-1913",©1887,,,,monographic,,English,text,print|||unmediated|||volume,"276, [2], 27, [4] pages : illustrations ; 20 cm","Children's stories, American|||Fiction|||Juvenile fiction|||Juvenile works|||Publishers' catalogs-New York (State)-New York-19th century|||novel|||text",,Youth|||Conduct of life|||Diligence|||Wealth|||Success|||Courage|||Outdoor life|||Trappers,,"United States, New York, New York",juvenile,,,,,,
1037273,Juliana Horatia Ewing and her books,,,,,London|||New York,Society for Promoting Christian Knowledge|||E. & J. B. Young,1896,,,,monographic,,English,text,print,"302 p. : ill., port. ; 22 cm.",biography,,"Ewing, Juliana Horatia 1841-1885",,,,,,,,,
1037261,Juliana Horatia Ewing and her books,,,,,London,Society for Promoting Christian Knowledge,1885,,,,monographic,,English,text,print,"88 p. : front. (port.), ill. ; 21 cm.",biography,,"Ewing, Juliana Horatia 1841-1885",,,,,,,,,
4414207,Juliana Oakley: a tale,,,,,Hartford,Published by Oliver D. Cooke & Co.,1825,,,,monographic,,English,text,print,"91, [1], 15, [1] p. ; 15 cm.",Juvenile literature,,Conduct of life,,,juvenile,,,,,,
8869418,"Julius, or, The street boy out west",,Julius|||Street boy out west,,"Stephens, H. L. (Henry Louis), 1824-1882 (illustrator)|||Kinnersley, Augustus F., approximately 1822- (illustrator)|||Benjamin Loring & Co (publisher)",Boston :,"Loring, Publisher, cor. Washington and Bromfield Streets,|||Benjamin Loring & Co",[1874],,,,monographic,,English,text,print|||unmediated|||volume,"4 unnumbered pages, 276 pages, 4 unnumbered leaves of plates : illustrations ; 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,"A homeless, fifteen-year-old New York City boy is sent by the Children's Aid Society to Brookville, Wisconsin, where his hard work and heroism win him a chance to make his own fortune.",Young men|||Conduct of life|||Wealth|||Street life|||Success|||Uncles|||Redemption,,,juvenile,,,,2013656792,,
1092919,"jumble: a collection of pieces in prose and rhyme, for the Silver Lake stories, The",,Silver Lake stories,,,Auburn|||Rochester,"Alden, Beardsley & Co.|||Wanzer,Beardsley & Co.","1853, c1852",1853,1852,,monographic,,English,text,print,148 p. illus. 15 cm.,,,,,,juvenile,,,,,,
4659374,Jumbo,,,,,London,Goode Bros.,[1882?],1870,1882,,monographic,,English,text,print,1 folded sheet ([8] p.) : chiefly ill. ; 13 x 16 cm.,Juvenile literature,,Elephants|||Mammals|||(Elephant) Jumbo,,,juvenile,,,,,,
8331497,"jumping jack's journey, or, The perilous adventures of a jumping-jack, a tin soldier, and a nut-cracker, The",,"Jumping jack's adventures|||Jumping jack|||Perilous adventures of a jumping-jack, a tin soldier, and a nut-cracker",,"Landor, Miss (translator)|||Draper, Warren Fales, 1818-1905 (printer)|||Whittemore, Niles, and Hall (publisher)","Boston :|||Andover, Mass. :","Whittemore, Niles, and Hall,|||Printed by W.F. Draper|||Whittemore, Niles, and Hall",1858.,,,,monographic,,German|||English,text,print|||unmediated|||volume,"106, 5 pages, 24 unnumbered pages, 1 unnumbered leaf of plates : illustrations ; 17 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,"Toys|||Courage|||Fairies|||Magicians|||Magic|||Fairy tales, German",,,juvenile,,,,,,
754174,"jungle book, The",,,,,New York :|||[New York] :,"The Century Co.,|||The De Vinne Press",1899.,,,62nd thousand.,monographic,,English,text,print|||unmediated|||volume,"xiii, [3], 303, [1] pages : illustrations ; 20 cm",Fiction|||text,,Jungle animals|||Feral children|||Boys|||(Fictitious character) Mowgli,,India,juvenile,,,,07041592,,
8998836,"jungle book, The",,,,,New York,Century Co.,1897,,,35th thousand.,monographic,,English,text,print|||unmediated|||volume,"xiii, [3], 303 pages : illustrations ; 20 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Jungles|||Animals|||(Fictitious character) Mowgli,,India,juvenile,,,,,,
4532957,"jungle book, The",,,,,New York,Century Co.,c1894,,,,monographic,,English,text,print,"xiii, 303 p. : ill. ; 20 cm.",Folklore|||Juvenile fiction,,Animals,,,juvenile,,,,,,
1076979,"Jungle, or, Child's book of wild animals, The",,Child's book of wild animals,,,New York,Kiggins and Kellogg,ca. 1840,,,,monographic,,English,text,print,24 p. : ill. ; 16 cm.,,,Animals|||Juvenile literature,,,juvenile,,,,,,
7893220,"Juvenile cabinet: being a selection of useful and entertaining stories : for children : in two volumes, The",,,Vol. 2,,"Sandbornton, N.H. :","Published by Charles Lane,",1836.,,,,monographic,,English,text,print|||unmediated|||volume,"22, 22, 21, 23, 22, 23 pages : illustrations ; 15 cm",Fiction|||Juvenile fiction|||Juvenile poetry|||Juvenile works|||Poetry|||text,,Children|||Conduct of life|||Children's stories|||Children's poetry,,,juvenile,,,,,,
7547143,"Juvenile dialogues, or, Recreations for school boys: during their leisure hours at boarding-school",,Recreations for school boys,,,Chelmsford [England],Printed and sold by I. Marsden,[ca. 1815],,,,monographic,,English,text,print,22 p. : ill. ; 13 cm.,Juvenile fiction|||Specimens,,Animal welfare|||Conduct of life|||Obedience|||Chapbooks,,,juvenile,,,,,,
1080487,"juvenile gleaner, or, anecdotes and miscellaneous pieces: designed for amusement & instruction, The",,Anecdotes and miscellaneous pieces,,,York|||London|||Birmingham|||Dublin,"Printed and sold by W. Alexander and Son, Castlegate|||sold also by Harvey and Darton, W. Philips, E. Fry, and W. Darton|||R⁾. Peart|||Bentham & Gardiner",1825,,,,monographic,,English,text,print,"viii, 13⁾-220 p. : ill., front. ; 15 cm.",,"Thirty-two short instructional and inspirational messages, some containing verse.",Children's stories|||Conduct of life|||Juvenile fiction,,,juvenile,,,,,,
1040284,"juvenile Lavater, or, A familiar explanation of the Passions of Le Brun: calculated for the instruction & entertainment of young persons : interspersed with moral and amusing tales, The",,A familiar explanation of the Passions of Le Brun,,,London,Printed for Didier and Tebbett,1808-1816⁾,1808,1816,,monographic,,English,text,print,"8⁾, 174 p., 18⁾ leaves of plates : ill. ; 15 cm.",,,Moral education|||Physiognomy|||Juvenile literature,,,juvenile,,,,,,
1558958,"juvenile Lavater, or, A familiar explanation of the Passions of Le Brun: calculated for the instruction and entertainment of young persons : interspersed with moral and amusing tales, illustrating the benefit and happiness attendant on the good passions, and the misfortunes which ensue the bad, in the circumstances of life, The",,Familiar explanation of the Passions of Le Brun,,,London,"Printed at the Minerva Press for A.K. Newman and Co., Leadenhall Street",[1812?],,,,monographic,,English,text,print,"[6], 171, [1] p., [19] leaves of plates : ill. ; 15 cm.",,,Facial expression|||Juvenile literature|||Moral education|||Physiognomy,,,juvenile,,,,44049631,,
552629,"Juvenile magazine, or Miscellaneous repository of useful information, The",,Juvenile magazine|||Miscellaneous repository of useful information,,,Philadelphia,Printed for B. Johnson,1802-1803,1802,1803,,serial,Completely irregular,English,text,print,"4 v. : ill., plates ; 15 cm.",periodical,,,,,,,,,,,
7746897,Juvenile melodies,,,,Turner & Fisher (publisher),Philadelphia,"Turner & Fisher, 15 North Sixth Street, and 74 Chatham Street New York|||Turner & Fisher",[between 1845 and 1849?],1845,1849,,monographic,,English,text,print,"[6] leaves, p. 11-22 : ill. (some col.) ; 15 cm",Folk tales-1845|||Juvenile literature-1845|||Poems-1845|||Specimens,,Children's stories|||Children's poetry|||Chapbooks,,,juvenile,,,,,,
1324273,"Juvenile miscellany, The","Juvenile miscellany (Boston, Mass.)",,,"Child, Lydia Maria, 1802-1880 (ed)|||Hale, Sarah Josepha Buell, 1788-1879 (ed)","Boston, Mass",Printed and published by John Putnam],1826-1836,1826,1836,,serial,Bimonthly,English,text,print,19 v. : ill. ; 15 cm.,periodical,,,,,,,,,,,
1041019,"Juvenile pastimes, or, Sports for the four seasons",,Juvenile pastimes|||Sports for the four seasons,Part II,,Philadelphia,"Published by Morgan & Yeager, at the juvenile bookstore ...",ca. 1825⁾,,,,monographic,,English,text,print,8⁾ leaves : ill. ; 14 cm.,,,,,,juvenile,,,,,,
4119260,Juvenile repository,"Juvenile repository (Boston, Mass. : 1833)",,,,Boston,"B.H. Greene, L.C. Bowles",,1833,1834,,serial,Weekly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (v.),Juvenile literature-Periodicals|||Periodicals|||periodical|||text,,Children's literature,,"United States, Massachusetts, Boston",,,,,,,
6827799,"Juvenile stories, for the instruction of children",,,,Atwood & Brown (pbl),Concord [N.H.],Atwood & Brown|||Atwood & Brown,1837,,,,monographic,,English,text,print,16 p. : ill. ; 96 mm.,Children's stories|||Juvenile fiction|||Specimens|||novel,,Children|||Conduct of life|||Miniature books,,"United States, New Hampshire, Concord",juvenile,,,,,,
4803597,Juvenile stories: for the instruction of children,,,,Hoag & Atwood (publisher),Concord [N.H.],Published by Hoag & Atwood.|||Hoag & Atwood,1830,,,,monographic,,English,text,print,16 p. : ill. ; 11 cm.,Chapbooks-1830|||Juvenile literature-1830|||Poems-1830|||Publishers' catalogues-New Hampshire-Concord,,Children's stories,,"United States, New Hampshire, Concord",juvenile,,,,,,
1076972,"juvenile sunday-book: containing sketches in  prose and verse adapted to the moral improvement of the young, The",,"Sunday-book, for children in prose and verse adapted to the moral improvement",,,New York,Kiggins and Kellogg,ca. 1840,,,,monographic,,English,text,print,24 p. : ill. ; 16 cm.,,,Conduct of life|||Juvenile literature|||Religious life,,,,,,,,,
8849383,"juvenile verse and picture book, The",,,,"Tenniel, John, 1820-1914 (illustrator)|||Weigall, Charles Harvey, 1794-1877 (illustrator)|||Scott, William Bell, 1811-1890 (illustrator)",London,Frederick Warne & Co.,1866,,,,monographic,,English,text,print|||unmediated|||volume,"[8], 103, [1] pages : illustrations ; 22 cm",text,,Children's poetry,,,juvenile,,,,,,
7547145,Kate and her friend,,,,,New York,Sunday-School Union,[18--?],,,,monographic,,English,text,print,24 p. : 1 ill. ; 7 cm.,Christian fiction|||Juvenile fiction|||Specimens,,Conduct of life|||Christian life|||Chapbooks,,,juvenile,,,,,,
1040829,Kate Greenaway's almanack for 1894,,Almanack for 1894,,,London⁾,"George Routledge & Sons, Limited",1894⁾,,,,monographic,,English,text,print,36⁾ p. : col. ill.; 10.3 cm.,,,"Almanacs, English",,,juvenile,,,,,,
445342,Kate Greenaway's alphabet,Alphabet,Alphabet,,,London|||New York,G. Routledge,[1885?],,,,monographic,,English,text,print,[29] p. col. illus. 7 cm.,,,Miniature books|||Specimens,,,juvenile,,,,49034270 //r833,,
1025910,Kate Greenaway's book of games,,,,,London,G. Routledge,1889?⁾,,,,monographic,,English,text,print,63 p. : ill. ; 24 cm.,,,Games|||Juvenile literature,,,juvenile,,,,,,
1024891,Kate Greenaway's calendar for 1884,,,,,London,George Routledge & Sons,1883?⁾,,,,monographic,,English,text,print,5 leaves : ill. ; 25 cm.,,,Calendars|||Juvenile literature,,,juvenile,,,,,,
7108762,Keeper's travels in search of his master,,,,"Bailey, Lydia R., 1779-1869 (printer)|||Johnson & Warner (publisher)",Philadelphia,Johnson & Warner|||Johnson & Warner,1808,,,,monographic,,English,text,print,"87, [2] p. : 1 ill. ; 15 cm.",Juvenile fiction,,Dogs|||Animal welfare,,,juvenile,,,,01019392,,
1028911,"keepsake of friendship: a Christmas and New Year's annual for 1850, The",,,,,Worcester Mass.⁾,E. N. Tucker,1850,,,,monographic,,English,text,print,"vi, 288, 2⁾ p., 4⁾ leaves of plates : ill. ; 20 cm.",,,Gift books,,,,,,,,,
7689457,"king and queen of hearts: with the rogueries of the knave who stole the queen's pies : illustrated in fifteen elegant engravings, The",,,,,London,"Printed for M.J. Godwin, at the Juvenile Library",1809,,,,monographic,,English,text,print|||unmediated|||volume,14 unnumbered leaves : illustrations ; 13 cm,Juvenile poetry|||Juvenile works|||Nursery rhymes-1809|||Poetry|||text,,Children|||Conduct of life|||Kings and rulers|||Theft,,,juvenile,,,,44039584,,
8485215,King Donkey's doings,,,,"Cogger, Edward P. (engraver)|||McLoughlin Bros (publisher)",New York :,"Mcloughlin Bros.,|||McLoughlin Bros",[1891],,,,monographic,,English,text,print|||unmediated|||volume,12 unnumbered pages : color illustrations ; 24 cm.,Juvenile poetry|||Juvenile works|||Poetry|||text,,Animals|||Donkeys,,,juvenile,,,,,,
4198589,King Jack of Haylands: a tale of school life,,,,,London|||New York,T. Nelson,1872,,,,monographic,,English,text,print,160 p. : ill. ; 17 cm.,Fiction,,Boarding schools|||Sunday school literature|||Children|||Conduct of life,,England,juvenile,,,,,,
8485658,"king of the Golden River, or, The Black Brothers: a legend of Stiria, The",,Black Brothers,,"Ruskin, John, 1819-1900 (author)",London,"Smith, Elder, & Co., 65, Cornhill,",1863.,,,Fifth edition.,monographic,,English,text,print|||unmediated|||volume,64 pages : illustrations ; 19 cm.,Fiction|||Juvenile fiction|||Juvenile works|||still image|||text,"After Gluck's cruel and greedy older brothers refuse hospitality to a mysterious visitor, their prosperous farm fails and one by one each brother makes the perilous journey to find treasure in the nearby Golden River.",Fairy tales|||Children|||Conduct of life|||Generosity|||Brothers|||Avarice|||Magic,,,juvenile,,,,,,
7547149,Kings and Queens of England,,,,,London,Printed and published by W.S. Johnson,[18--],1800,1899,,monographic,,English,text,print,"1 sheet in covers : col. ill. ; 220 x 12 cm., folded to 10 x 12 cm.",Pictorial works|||Specimens,,Chapbooks|||Kings and rulers|||Chronology,,Great Britain,,,,,,,
758246,"king's jackal, The",,,,,New York,C. Scribner,1898,,,,monographic,,English,text,print,"175 p. front., 3 pl. 19 cm.",,,,,,,,,,06026295,,
8286021,Kinsfolk: an episode at Cairndrum,,Kinsfolk,,"Swan, Annie S., 1859-1943 (author)|||Drew, D. A. H. (illustrator)",New York :,"E.P. Dutton & Co.,",[1896],,,,monographic,,English,text,print|||unmediated|||volume,192 pages : illustrations ; 19 cm,novel|||text,,,,,,,,,,,
7888143,Kitty Brown and her city cousins,,,,,Philadelphia,American Sunday School Union,[1852],,,,monographic,,English,text,print,136 p. : ill. ; 16 cm,,,Sunday school literature,,,,,,,,,
7888192,Kitty Brown and her little school,,,,,Philadelphia,American Sunday-School Union,c1852,,,,monographic,,English,text,print,107 p. ; 16 cm,,,,,,juvenile,,,,,,
7888123,Kitty Brown beginning to think,,,,,Philadelphia,American Sunday-School Union,1853,,,,monographic,,English,text,print,"153 p., [3] leaves of plates : ill. ; 16 cm",,,,,,,,,,72295785,,
7690723,Kitty Kent's troubles,,,,"Kilburn, Samuel Smith. (egr)|||D. Lothrop & Company (pbl)|||G.T. Day & Co (pbl)|||Rockwell and Churchill (prt)",Boston,D. Lothrop & Co.|||D. Lothrop & Company|||G.T. Day & Co,1873,,,,monographic,,English,text,print,"488 p., [2] leaves of plates : ill. ; 17 cm.",Fiction|||Juvenile fiction|||Juvenile works|||Publishers' catalogues-1873|||novel,,Children|||Conduct of life|||Teachers|||Students|||Mountains|||Cats|||Christian life,,"United States, Massachusetts, Boston|||United States, New Hampshire, Dover",,,,,,,
7100861,Kittyleen,,Flaxie's Kittyleen,,"Dillingham, Charles Theodore, 1842- (pbl)|||Lee and Shepard (pbl)|||Alfred Mudge and Son (prt, elt)",Boston|||New York,"Lee and Shepard|||Charles T. Dillingham|||Dillingham, Charles Theodore, 1842-|||Lee and Shepard",c1883,,,,monographic,,English,text,print,"207 p., [4] leaves of plates : ill. ; 17 cm.",Juvenile fiction|||novel,A little girl's character improves with a good and happy home.,Girls|||Conduct of life|||Widows|||Death|||Brothers and sisters|||Orphans|||Dogs|||Dolls,,"United States, Massachusetts, Boston|||United States, New York, New York",juvenile,,,,,,
8838502,Kitty's conquest,,,,"King, Charles, 1844-1933 (author)",Philadelphia,J.B. Lippincott & Co.,1884,,,,monographic,,English,text,print|||unmediated|||volume,302 pages 18 cm,Fiction|||text,,Military life|||Young women|||Armed Forces|||United States. Army,,New Orleans|||Louisiana|||United States|||New Orleans (La.),,,,,07012231,,
8114562,Kitty's robins,,,,"Felter, John D. (egr)|||Robert Carter & Brothers (pbl)|||John Wilson and Son (prt)",New York,Robert Carter & Bros.|||Robert Carter & Brothers,1872,,,,monographic,,English,text,print|||unmediated|||volume,"230, 2 pages, [2] leaves of plates : illustrations ; 18 cm.",Juvenile fiction|||novel|||text,,Girls|||Robins|||Fairies|||Angels|||Christian life|||Children|||Conduct of life,,"United States, Massachusetts, Cambridge|||United States, New York, New York",juvenile,,,,,,
9035010,Kitty's scrap-book,,,,"Mathews, Joanna H. (Joanna Hooe), 1849-1901 (author)|||Robert Carter & Brothers (publisher)",New York :,"Robert Carter and Brothers, 530 Broadway,|||Robert Carter & Brothers",1873.,,,,monographic,,English,text,print|||unmediated|||volume,"214, 10 pages, 3 unnumbered leaves of plates : illustrations ; 18 cm.",Fiction|||Juvenile fiction|||Juvenile literature-1873|||Juvenile works|||text,,Girls|||Children|||Conduct of life,,,juvenile,,,,12036729,,
9035008,Kitty's visit to grandmamma,,,,"Mathews, Joanna H. (Joanna Hooe), 1849-1901 (author)|||Robert Carter & Brothers (publisher)",New York :,"Robert Carter and Brothers, 530 Broadway,|||Robert Carter & Brothers",1873.,,,,monographic,,English,text,print|||unmediated|||volume,"229, 2 pages, 3 unnumbered leaves of plates : illustrations ; 18 cm.",Fiction|||Juvenile fiction|||Juvenile literature-1873|||Juvenile works|||text,,Girls|||Conduct of life|||Grandmothers|||Families|||Prayer|||Christian life,,,juvenile,,,,12036728,,
9047109,"knight of the White cross: a tale of the siege of Rhodes, A",,,,"Peacock, Ralph (illustrator)",New York,C. Scribner's Sons,1895,,,,monographic,,English,text,print|||unmediated|||volume,"400, 16 pages, [13] leaves of plates : illustrations, plan ; 19 cm",Fiction|||History|||Juvenile fiction|||Juvenile works|||text,,Crusades|||Knights and knighthood|||History|||Siege of Rhodes (Greece : 1480),"1200-1499|||13th-15th centuries|||Siege, 1480",Greece|||Rhodes|||Rhodes (Greece),juvenile,,,,12034138,,
8868080,"Knightly legends of Wales, or, The boy's Mabinogion: being the earliest Welsh tales of King Arthur in the famous Red book of Hergest",Mabinogion,Boy's Mabinogion,,"Lanier, Sidney, 1842-1881 (editor)|||Fredericks, Alfred (illustrator)",New York :,"Charles Scribner's Sons,",1884.,,,,monographic,,English,text,print|||unmediated|||volume,"xx, 361 pages 16 unnumbered pages, 12 unnumbered leaves of plates : illustrations ; 21 cm.",Fiction|||Juvenile fiction|||Juvenile works|||text,,Knights and knighthood|||Chivalry|||King Arthur,,Wales,juvenile,,,,01011825,,
9036414,Kobboltozo: a sequel to The last of the Huggermuggers : with illustrations,,,,Lee and Shepard (pbl),Boston|||New York,Lee and Shepard|||Charles T. Dillingham|||Lee and Shepard,"1889, ©1857",,,,monographic,,English,text,print|||unmediated|||volume,"viii, 95, [2] pages : illustrations ; 19 cm",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Children|||Conduct of life|||Giants|||Dwarfs (Folklore)|||Witches|||Sailing|||Imaginary places,,"United States, Massachusetts, Boston|||United States, New York, New York",juvenile,,,,,,
7713094,"Ladies' casket, and friendship's offering: for old and young, The",,,,"Burdick, Reed & Roberts (publisher)",New York :,"Burdick, Reed & Roberts,|||Burdick, Reed & Roberts",[1851?],,,,monographic,,English,text,print|||unmediated|||volume,406 pages : illustrations (some color) ; 23 cm,text,,Gift books,,,,,,,20000124,,
8114041,"Lady Arabella: or, The adventures of a doll",,,,"Cruikshank, George, 1792-1878 (illustrator)",London,Kerby and Son,1856?,,,,monographic,,English,text,print|||unmediated|||volume,88 pages : color illustrations ; 17 cm,text,,,,,,,,,,,
8114714,"Lady Green-Satin and her maid Rosette; or, The history of Jean Paul and his little white mice",,,,,Philadelphia,Porter,©1873,,,The Alta ed.,monographic,,English,text,print|||unmediated|||volume,356 pages : 1 plate ; 19 cm.,Juvenile fiction|||text,,Children|||Conduct of life|||Cats|||Mice|||Secretaries|||Robbery|||Christian life,,France,juvenile,,,,,,
8114572,"Lady Green-Satin and her maid Rosette, or, The history of Jean Paul and his little white mice",,History of Jean Paul and his little white mice,,"Porter & Coates (pbl)|||Sherman & Co. (Philadelphia, Pa.) (prt)|||Mears & Dusenbery (str, elt)",Philadelphia,Porter & Coates|||Porter & Coates,©1873,,,,monographic,,French|||English,text,print|||unmediated|||volume,"356, 30 pages, [4] leaves of plates : illustrations ; 19 cm",Juvenile fiction|||novel|||text,,Children|||Conduct of life|||Cats|||Mice|||Secretaries|||Robbery|||Christian life,,"United States, Pennsylvania, Philadelphia|||France",juvenile,,,,,,
7888249,"Lady in the arbour, The",,,,Houlston and Stoneman (bookseller),London,"Houlston and Stoneman, 65, Paternoster Row",[Between ca. 1838 and 1856?],1838,1856,Nineth edition.,monographic,,English,text,print,16 p. : ill. (wood-engravings) ; 11 cm,Specimens,,"Christian education|||Conduct of life|||Chapbooks, English",,"England, London",juvenile,,,,,,
9028840,Lady Jane,,,,"Birch, Reginald B., 1856-1943 (illustrator)|||Redwood, Allen Christian, 1844-1922 (illustrator)|||Edwards, George Wharton, 1859-1950 (illustrator)|||Century Company (publisher)",New York :,"The Century Co.,|||Century Company",1897.,,,Fourteenth thousand.,monographic,,English,text,print|||unmediated|||volume,"x, 233 pages : illustrations ; 22 cm",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,"All the neighbors are curious about the new family that moves into a long-empty New Orleans house, especially the identity of the little girl with the pet heron.",Children|||Conduct of life|||Friendship|||Kindness|||Orphans|||Pets|||Children and death|||Theft|||Parent and child|||Girls|||Inheritance and succession,,"New Orleans|||Louisiana|||United States, New York, New York|||New Orleans (La.)",juvenile,,,,,,
6569194,Lady Jane,,,,Century Company (publisher),New York,Century|||Century Company,c1891,,,,monographic,,English,text,print,"x, 233 p. : front., ill. ; 22 cm.",Juvenile fiction|||novel,"All the neighbors are curious about the new family that moves into a long-empty New Orleans house, especially the identity of the little girl with the pet heron.",Children|||Conduct of life|||Friendship|||Kindness|||Orphans|||Pets|||Children and death|||Theft|||Parent and child|||Girls|||Inheritance and succession,,"Louisiana|||United States, New York, New York|||New Orleans (La.)",juvenile,,,,,,
7698866,"lady of Shalott, The",,,,"Pyle, Howard, 1853-1911 (ill)",New York,"Dodd, Mead & Co.",c1881],,,,monographic,,English,text,print,[64] p. color illus. 23 cm.,Adaptations|||Chromolithographs-New York (State)-New York-19th century,,Arthurian romances,,,,,,,29022904,,
8840370,"lady's oracle: an elegant pastime for social parties and the family circle, The",,,,"Dumont, Henrietta (author)|||Croome, William, 1790-1860 (illustrator)|||Sinclair, Thomas S., approximately 1805-1881 (lithographer)|||H.C. Peck & Theo. Bliss (Firm) (publisher)|||L. Johnson & Co (stereotyper)",Philadelphia :,"H.C. Peck & Theo. Bliss,|||Stereotyped by L. Johnson and Co.|||H.C. Peck & Theo. Bliss (Firm)",1851.,,,,monographic,,English,text,print|||unmediated|||volume,"270 pages, [1] leaf of plates ; 20 cm",Collections|||text,,Literary recreations|||Poetry|||Amusements,,"Pennsylvania, Philadelphia",,,,,09022974,,
1031582,Lalla Rookh,,,,"Tenniel, John, 1820-1914 (illus)",New York,Hurd and Houghton,1867,,,,monographic,,English,text,print,"332 p. : ill., front., plates. 20 cm.",,,,,,,,,,25013070 //r,,
6513542,Lalla Rookh: with select notes,,,,,Exeter [N.H.],J. & B. Williams,1837,,,A new ed.,monographic,,English,text,print,184 p. ; 13 cm.,,,,,,,,,,,,
4363959,"lamb of the fold: Shesh Achurjya : the young Brahmin who wanted to see God, A",,Lamb of fold|||Shesh Achurjya,,American Sunday-School Union (pbl),Philadelphia (No. 1122 Chestnut Street),American Sunday-School Union|||American Sunday-School Union,18--?],1800,1899,,monographic,,English,text,print,"32, 16 p. : ill. ; 11 cm.",Juvenile fiction|||Miniature books (Printing)-Philadelphia|||Specimens|||novel,,Sunday schools|||Miniature books|||Children|||Religious life,,"United States, Pennsylvania, Philadelphia",juvenile,,,,,,
1037833,"Lambs: their lives, their friends, and their correspondence; new particulars and new material, The",,,,,London|||New York,E. Mathews|||C. Scribner's sons,1897,,,,monographic,,English,text,print,244 p. ; 20 cm.,,,"Lamb, Charles 1775-1834|||Lamb, Mary 1764-1847",,,,,,,25024745,,
