,id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
639,7892972,"easy lesson book for infant scholars, The",,,,"Mudge, Zachariah Atwell, 1813-1888 (author.)",New York,"Carlton & Porter|||Sunday-School Union|||Carlton & Porter|||Methodist Episcopal Church, Sunday School Union.",©1862,1862,,,,monographic,,eng,text,print|||unmediated|||volume,48 pages ; 15 cm,"Catechisms-1862|||Exercises, recitations, etc|||Publishers' advertisements-1862|||text",,Christian education of children|||Sunday schools,,United States New York New York,juvenile,,,ocm48134914,
640,7742434,"Eddy Ellerslie: or, Old friends with new faces",,Old friends with new faces,"A. L. O. E., 1821-1893",General Protestant Episcopal Sunday School Union and Church Book Society (),New York,General Protestant Episcopal Sunday School Union and Church Book Society,1859?,1859,,,,monographic,,eng,text,print,154 p. ; 16 cm,Fiction,,Boys|||Storytelling|||Families|||Christian life,,,,,,ocm20700828|||20700828,
641,7741497,Edith and Mary at Holly Farm,,,"Warner, Susan, 1819-1885",,London,Frederick Warne and Co.,[1871?],1871,,,,monographic,,eng,text,print,"112, 16 p., [2] leaves of plates : 2 col. ill. ; 17 cm",Juvenile fiction|||novel,,Children|||Conduct of life|||Sisters|||Farm life|||Outdoor life|||Animals|||Nature stories,,,juvenile,,,ocn173273543,
642,8215863,Editha's burglar: a story for children,,,"Burnett, Frances Hodgson, 1849-1924","Sandham, Henry, 1842-1910 ()",Boston,"Jordan, Marsh & Co.",1888,,,,,monographic,,eng,text,print|||unmediated|||volume,64 pages : illustrations ; 19 cm.,Juvenile fiction|||text,,"Children|||Conduct of life|||Burglars|||Wit and humor, Juvenile|||Kindness",,,,,,ocn557480164,
643,8061294,Edition de luxe of Captain January,,Captain January,"Richards, Laura Elizabeth Howe, 1850-1943","Bicknell, W. H. W. (William Harry Warren), 1860-1947 (illustrator.)|||Merrill, Frank T., 1848-1923 (illustrator.)",Boston,Estes and Lauriat,"1898, ©1892",1898,,1892,Ed. de luxe /,monographic,,eng,text,print|||unmediated|||volume,"[2], 128 pages, [6] leaves of plates : illustrations ; 18 cm",text,,,,,,,,ocm00305828,
644,4375018,"Edwin, or, The motherless boy: interspersed with pieces of original poetry",,Motherless boy,"Draper, B. H. (Bourne Hall)",,London,"Printed for Harvey and Darton, Gracechurch-Street",1827 [i.e. 1828],1828,,,,monographic,,eng,text,print,"viii, 232 p., [6] leaves of plates : ill. ; 18 cm.",Juvenile literature,,Christian life|||Conduct of life,,,juvenile,,,ocm31237790,
645,7896631,"Edwin, or, The wandering fugitive: an history founded on facts",,Edwin|||Wandering fugitive,,"Maiden, Thomas (printer.)|||Lemoine, Ann, active 1798-1812 (bookseller,, publisher.)|||Roe, J. (John), active 1803-1821 (bookseller,, publisher.)",London :,"Printed by T. Maiden, Sherbourn-Lane, for Ann Lemoine, White Rose Court, Coleman Street and J. Roe, no. 90, Houndsditch,",[1805],1805,,,,monographic,,eng,text,print|||unmediated|||volume,"36 pages, 1 unnumbered leaf of plates : 1 illustration ; 14 cm",Specimens|||text,,"Chapbooks|||Chapbooks, English",,England London,,,,ocn863306267,
646,8366397,Effie's birthday present,,Sunny hours : Effie's birthday present,,"Brine, Mary D. (Mary Dow) (author.)|||American Tract Society (publisher.)",New York :,"American Tract Society, 150 Nassau Street,",[1890],1890,,1890,,monographic,,eng,text,print|||unmediated|||volume,61 pages : illustrations ; 22 cm,Fiction|||Juvenile fiction|||Juvenile works|||Publishers' advertisements-1890|||text,,Children|||Conduct of life|||Christian life,,United States New York New York,juvenile,,,ocn949362115,
647,8359743,"Eight cousins, or, The aunt-hill",,Eight cousins|||Aunt-hill,"Alcott, Louisa May, 1832-1888",,Boston,Roberts Bros.,"1888, ©1874",1888,,1874,,monographic,,eng,text,print|||unmediated|||volume,"291 pages, [1] leaf of plates : illustrations ; 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,Orphaned Rose Campbell finds it difficult to fit in when she goes to live with her six aunts and seven mischievous boy cousins.,Orphans|||Cousins|||Families|||Family life,,,juvenile,,,ocm36685147,
648,8359979,"Eight cousins, or, The aunt-hill",,Aunt-hill,"Alcott, Louisa May, 1832-1888",,Boston,Roberts Bros.,"1878, ©1874",1878,,1874,,monographic,,eng,text,print|||unmediated|||volume,291 pages : illustrations ; 17 cm,Fiction|||Juvenile fiction|||Juvenile works|||text,Orphaned Rose Campbell finds it difficult to fit in when she goes to live with her six aunts and seven mischievous boy cousins.,Orphans|||Cousins|||Families|||Family life,,,juvenile,,,ocm20446036,
649,5906167,"Eight cousins, or, The aunt-hill",,Aunt-hill|||Eight cousins,"Alcott, Louisa May, 1832-1888",,Boston,Roberts Bros.,"1882, c1874",1882,,1874,,monographic,,eng,text,print,"291, [4] p., [1] leaf of plates : ill. ; 18 cm.",Fiction|||Juvenile fiction,Orphaned Rose Campbell finds it difficult to fit in when she goes to live with her six aunts and seven mischievous boy cousins.,Orphans|||Cousins|||Families|||Family life,,,juvenile,,,ocm18795129,
650,7896638,Eight stories for Isabel,,,,,Portland,Bailey & Noyes,[186-?],186u,,,,monographic,,eng,text,print,16 p. : ill. ; 94 mm.,Specimens,,Children's stories|||Chapbooks,,,juvenile,,,ocm23456234,
651,7703109,"electrical boy, or, The career of Greatman and Greatthings, The",,Career of Greatman and Greatthings,"Trowbridge, John, 1843-1923","Bridgman, L. J. (Lewis Jesse), 1857-1931 (ill)|||John Wilson and Son (prt)|||University Press (Cambridge, Mass.) (prt)",Boston,"Roberts Bros.|||Roberts Brothers (Boston, Mass.)",1891,,,,,monographic,,eng,text,print,"390 p., [4] leaves of plates : ill. ; 18 cm",Juvenile fiction|||novel,,Children|||Conduct of life|||Electricity|||Adventure stories|||Nature stories|||Voyages and travels|||Rescues|||Friendship|||Birds|||Philosophers|||Giants|||Demonology,,United States Massachusetts Boston|||United States Massachusetts Cambridge,juvenile,,,ocm33198659,
652,6487180,"elegy on the death and burial of Cock Robin: ornamented with cuts, An",Cock Robin,Death and burial of Cock Robin|||Cock Robin,,"Kendrew, James (printer,, publisher.)",York :,"Printed by J. Kendrew, 23, Colliergate,",[approximately 1820],1820,,,,monographic,,eng,text,print|||unmediated|||volume,16 pages : illustrations (wood engravings) ; 10 cm,Chapbooks|||Chapbooks-England-York-19th century|||Juvenile poetry|||Juvenile works|||Nursery rhymes|||Poetry|||Specimens|||text,,"Birds|||Chapbooks, English|||Chapbooks|||Miniature books",,,juvenile,,26024410,ocm09722801,
653,7682486,"elegy on the death of a mad dog, An",,Mad dog,"Goldsmith, Oliver, 1730?-1774","Caldecott, Randolph, 1846-1886 ()",London|||New York,Frederick Warne & Co.,[1879],1879,,,,monographic,,eng,text,print,"30, [2] p. : chiefly ill. (some col.) ; 24 cm.",,,,,,juvenile,,2003576529,ocm52495267|||52495267,
654,7682505,"elegy on the death of a mad dog, An",,Mad dog,"Goldsmith, Oliver, 1730?-1774","Caldecott, Randolph, 1846-1886 (ill)|||Evans, Edmund, 1826-1905 (egr)",London,George Routledge and Sons|||George Routledge and Sons,[1879],1879,,,,monographic,,eng,text,print|||unmediated|||volume,30 pages : illustrations (some color) ; 23 cm.,Juvenile poetry|||Juvenile works|||Poetry|||text,,Dogs,,,juvenile,,15002186,ocm22317937,
655,6779925,"elegy on the glory of her sex, Mrs. Mary Blaize, An",,,"Goldsmith, Oliver, 1730?-1774","Caldecott, Randolph, 1846-1886 ()|||Juvenile Collection (Library of Congress) ()|||Oliver Wendell Holmes Collection (Library of Congress) ()",London],George Routledge & Sons,[1885],1885,,,,monographic,,eng,text,print,"22, [2] p. : chiefly ill. (some col.) ; 21 x 24 cm.",,,"Humorous poetry, English",,,juvenile,,15002187,ocm32717475,
656,7892863,"Elements of astronomy: illustrated with plates : for the use of schools and academies, with questions",,,"Wilkins, John H. (John Hubbard), 1794-1861",,Boston,Cummings and Hilliard,1823,,,,2d ed.,monographic,,eng,text,print,"[2], iv, 147 p., [10] leaves of plates : ill. (1 folded) ; 18 cm",,,Astronomy,,,,,,ocm06097327,
657,331624,"Elements of English grammar: synthetic and analytic : designed for the use of schools, academies, and private learners",,,"Burtt, Andrew.",,Pittsburgh,A.H. English & Co.,c1859,1859,,,,monographic,,eng,text,print,223 p. ; 20 cm.,,,English language|||Grammar,,,,,11004895,4632935,
658,1000321,"Elements of morality, for the use of children: with an introductory address to parents",,,"Salzmann, Christian Gotthilf, 1744-1811","Wollstonecraft, Mary, 1759-1797 ()",Baltimore,J. Robinson,1811,,,,"1st Baltimore ed., rev. and corr.",monographic,,eng,text,print,267 p. 18 cm.,Juvenile literature,,Ethics|||Conduct of life|||Juvenile literature,,,juvenile,,,2703100,
659,1031122,"Elephant's ball, and grande fête champêtre, The",,,,"Welsh, Charles, 1850-1914 ()|||Mulready, William, 1786-1863 (illus.)",London,Griffith & Farran,1883,,,,,monographic,,eng,text,print,"x, 16 p., 8⁾ leaves of plates : ill. ; 22 cm.",,,Picture books for children|||Specimens,,,juvenile,,,3325718,
660,7896644,"Elizabeth, or, The exiles of Siberia: being a true and affecting display of filial affection",,Elizabeth|||Exiles of Siberia,"Cottin, (Sophie), Madame, 1770-1807",,New-York,"Published by W. Borradaile, and sold wholesale and retail, at his Book-store ...",1823,,,,,monographic,,eng|||fre,text,print,"52 p., [1] leaf of plates : 1 ill. ; 18 cm.",Specimens,,Chapbooks,,,juvenile,,,ocm22299257,
661,8116350,Ellen Linn: a Franconia story,,,"Abbott, Jacob, 1803-1879",,New York,Harper & Bros.,1852,,,,,monographic,,eng,text,print|||unmediated|||volume,"vi, 215 pages : illustrations ; 18 cm.",text,,Children's stories,,,juvenile,,,ocm17328848,
662,8116381,Ellen Linn ; Stuyvesant: a Franconia story,,Ellen Linn|||Stuyvesant,"Abbott, Jacob, 1803-1879",,New York,Harper & Bros.,©1881,1881,,,,monographic,,eng,text,print|||unmediated|||volume,"2 volumes in 1 : illustrations, frontispiece ; 17 cm.",text,,Children's stories,,,juvenile,,,ocm21496546,
663,751568,Elsie and the Raymonds,,,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead and company",[c1889],1889,,,,monographic,,eng,text,print,324 p. 18 cm.,,,,,,juvenile,,12032487,2582712,
664,5809962,"Elsie at Nantucket: a sequel to ""Elsie's new relations""",,,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead & Co. Publishers",1884,,,,,monographic,,eng,text,print,"334 p., [1] leaf of plates : ill. ; 19 cm.",Fiction,The Raymonds invite Elsie and her family to accompany them on a trip to Nantucket by yacht.,"Dinsmore, Elsie (Fictitious character)|||Grandmothers|||Christian life|||Yachting",,,juvenile,,12032329,ocm44721217|||44721217,
665,8089017,Elsie at Viamede,,,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead & Co.",©1892,1892,,,,monographic,,eng,text,print|||unmediated|||volume,293 pages ; 19 cm.,Fiction|||Juvenile fiction|||Juvenile works|||text,,"Dinsmore, Elsie (Fictitious character)",,,juvenile,,3022358,ocm02602844,
666,1496801,Elsie Dinsmore,,,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead & Co.",c1893,1893,,,"New ed., rev.",monographic,,eng,text,print,"342 p., [1] leaf of plates : ill. ; 17 cm.",,A pious young girl has difficulty establishing a relationship with her worldly father who seems indifferent to her religious principles.,,,,juvenile,,,2609447,
667,8088877,Elsie on the Hudson and elsewhere,,Elsie on the Hudson,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead and Company",©1898,1898,,,,monographic,,eng,text,print|||unmediated|||volume,"329 pages, [1] leaf of plates : illustrations ; 18 cm.",Fiction|||History|||Juvenile fiction|||Juvenile works|||novel|||text,,"Dinsmore, Elsie (Fictitious character)|||Children|||Conduct of life|||Christian life|||Fathers and daughters|||Boats and boating|||Family vacations|||Burglars|||Revenge|||Courtship|||HistoryAmerican Revolution (1775-1783)","1775 - 1783|||Revolution, 1775-1783",,juvenile,,98001215,ocm02604058,
668,8089032,Elsie yachting with the Raymonds,,,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead, and Co.",[©1890],1890,,,,monographic,,eng,text,print|||unmediated|||volume,"3 preliminary leaves, [3]-280 pages frontispiece 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,"Dinsmore, Elsie (Fictitious character)|||Yachting|||Christian life",,,juvenile,,20019347,ocm02582740,
669,8089034,"Elsie's children: a sequel to ""Elsie's motherhood.""",,,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead",©1877,1877,,,,monographic,,eng,text,print|||unmediated|||volume,"340 pages, [1] leaf of plates : illustrations ; 19 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,"Dinsmore, Elsie (Fictitious character)",,,juvenile,,,ocm02604031,
670,8089027,"Elsie's girlhood: a sequel to ""Elsie Dinsmore"" and ""Elsie's holidays at Roselands""",,,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead and Co.",©1872,1872,,,,monographic,,eng,text,print|||unmediated|||volume,"vii, 371 pages : illustrations ; 19 cm.",Fiction|||Juvenile fiction|||Juvenile works|||text,,"Dinsmore, Elsie (Fictitious character)|||Christian life|||Families",,,juvenile,,,ocm07842329,
671,8089030,"Elsie's girlhood: a sequel to ""Elsie Dinsmore"" and ""Elsie's holidays at Roselands""",,,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead & Co.|||Dodd, Mead & Company",c1872,1872,,,,monographic,,eng,text,print,"[3], 422 p., [1] leaf of plates : ill. ; 16 cm.",Fiction|||Juvenile fiction|||Juvenile works|||novel,"Elsie Dinsmore grows up and becomes a young woman. She spends a summer with her aunt, where she experiences the joy of first love and the deep pain of betrayal.",Christian life|||Fathers and daughters|||Betrayal|||Young women|||Conduct of life|||Aunts,,United States New York New York,juvenile,,11015097,ocm43416019,
672,5816680,Elsie's journey on inland waters,,Elsie's journey,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead and Co.|||Dodd, Mead & Company",c1895,1895,,,,monographic,,eng,text,print,"283 p., [1] leaf of plates : ill. ; 19 cm.",Juvenile fiction|||novel,,"Dinsmore, Elsie (Fictitious character)|||Christian life|||Youth|||Conduct of life|||Cousins|||Brothers and sisters|||Glory of God|||Storms|||Social life and customs|||History","19th century|||Revolution, 1775-1783",United States New York New York,juvenile,,12032346,ocm02609524,
673,746276,"Elsie's motherhood: a sequel to ""Elsie's womanhood,""",,,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead and company",[1876],1876,,,,monographic,,eng,text,print,376 p. illus. 18 cm.,,,,,,,,,444306,
674,8089018,Elsie's new relations: what they did and how they fared at Ion : a sequel to Grandmother Elsie,,,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead",c1883,1883,,,,monographic,,eng,text,print,"324 p., [1] leaf of plates : ill. ; 19 cm.",Family stories-1883|||Fiction|||Juvenile fiction|||Juvenile works,,"Dinsmore, Elsie (Fictitious character)|||Christian life|||Families",,,juvenile,,12032490,ocm43416048,
675,8353763,Elsie's widowhood: a sequel to Elsie's children,,,,"Finley, Martha, 1828-1909 (author.)|||Finley, Martha, 1828-1909 ()|||Dodd, Mead & Company (publisher.)",New York :,"Dodd, Mead & Company,",1880,1880,,,,monographic,,eng,text,print|||unmediated|||volume,"331 pages, 4 unnumbered leaves of plates : illustrations ; 19 cm",Fiction|||Juvenile fiction|||Juvenile literature-1880|||Juvenile works|||text,Elsie trusts in the Lord to comfort her when her husband dies suddenly.,"Dinsmore, Elsie (Fictitious character)|||Christian life",,,juvenile,,3022361,ocm00566918,http://archive.org/details/elsieswidowhoods0finle
676,8859228,Elsie's womanhood: a sequel to Elsie's girlhood,,,"Finley, Martha, 1828-1909",,New York,"Dodd, Mead & Co.|||Dodd, Mead & Company",©1875,1875,,,,monographic,,eng,text,print|||unmediated|||volume,"406 pages, [1] leaf of plates : illustrations ; 19 cm",Fiction|||History|||Juvenile fiction|||Juvenile works|||novel|||text,,Young women|||Conduct of life|||Marriage|||Christian life|||History,1865-1877,United States New York New York,juvenile,,,ocm00500095,http://archive.org/details/elsieswomanhoods0finle
677,8859229,Elsie's womanhood: a sequel to Elsie's girlhood,,,"Finley, Martha, 1828-1909",,New York :,"Dodd, Mead & Company,|||Dodd, Mead & Company",[1875].,1875,,1875,,monographic,,eng,text,print|||unmediated|||volume,"406 pages, 3 unnumbered leaves of plates : illustrations ; 18 cm",Fiction|||History|||Juvenile fiction|||Juvenile works|||novel|||text,,Young women|||Conduct of life|||Marriage|||Christian life|||History,1865-1877,United States New York New York,juvenile,,,ocn988031872,
678,1090963,"Encourager: a monthly magazine for children, The",,,,"Kidder, Daniel P. (Daniel Parish), 1815-1891 ()",New York,Lane & Scott,1848,,,,,monographic,,eng,text,print,1 v. (p. 288) : ill. (engravings) ; 16 cm.,,Magazine encourages children toward a Christian path in life describing missionary stories with engravings to illustrate the cause.,Religion|||Study and teaching|||Juvenile literature|||Children's stories|||Conduct of life|||Juvenile fiction,,,juvenile,,,24165453,
679,901363,"Encyclopaedia of monograms: containing more than five thousand examples of two-, three-, & four-letter combinations in the English, French, German and antique styles, An",,,,"O'Kane, James (comp.)",New York,J. O'Kane,c1884,1884,,,,monographic,,eng,text,print,2 p. 130 plates. 37 cm.,,,,,,,,,3558316,
680,444744,"enemies of books, The",,,"Blades, William, 1824-1890",,London,E. Stock,1888,,,,Rev. and enl. by the author.,monographic,,eng,text,print,"xiii, [1], 165, [1] p. incl. front., illus., plates. 17 cm.",,,Books|||Conservation and restoration|||Book-worms,,,,,,1988853,
681,4068323,Enfant terrible!,,,,"Burgess, Gelett, 1866-1951 ()|||Herford, Oliver, 1863-1935 ()|||Wells, Carolyn, 1862-1942 ()",New York,R.H. Russell,1898,1898/1898,,,,serial,Quarterly,eng,text,print,6 p. illus. 29 cm.,Periodicals|||periodical,,American wit and humor,,,,,,ocm13115887,
682,7742450,English battledore,,,,,Alnwick,W. Davison,[18--],18uu,,,,monographic,,eng,text,print,folder ([4] p.) : ill. ; 14 cm,Early works to 1800,,Hornbooks|||Readers (Primary),,,juvenile,,75302939,ocm01323163|||1323163,
683,445681,English book-plates ancient and modern,,,"Castle, Egerton, 1858-1920",,London & New York,G. Bell & sons,1894,,,,,monographic,,eng,text,print,"xx, 352 p., 1l. incl. col. front., illus. (1 col.) plates. plates (part col.) 20 cm.",bibliography,,"Bookplates, English",,,,,5005072,13934931,
684,9028831,"English boy in Japan,  or, The perils and adventures of Mark Raffles among princes, priests, and people, of that singular empire, The",,Perils and adventures of Mark Raffles,"Dalton, William, 1821-1875",,London :,"T. Nelson and Sons,",1858,1858,,,,monographic,,eng,text,print|||unmediated|||volume,"308 pages, 4 unnumbered leaves of plates : illustrations ; 17 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Boys|||Conduct of life|||Courage|||Filial piety|||Friendship|||National characteristics|||Prisoners|||Manners and customs|||Travel|||Social life and customs|||Description and travel,1600-1868,,,,27000194,ocm04432770,
685,1086677,"English grammar, made easy to the teacher and pupil: originally compiled for the use of West-town Boarding School, Pennsylvania",,,"Comly, John, 1773-1850",,Philadelphia,Emmor Kimber,1815,,,,6th ed. cor. & enl.,monographic,,eng,text,print,216 p. ; 15 cm.,,,English language|||Grammar,,,,,,22722791,
686,4363903,"Enoch Crosby; or, the spy unmasked: A tale of the American Revolution",,Spy unmasked|||Book of heroes,,"Barnum, H. L. ()|||Frost, John, 1800-1859 ()",Cincinnati,U.P. James,[1841?],1841,,,,monographic,,eng,text,print,"104, 24 p. ill. 14 cm.",Personal narratives,,"History|||Secret serviceCrosby, Enoch 1750-1835","Revolution, 1775-1783",,,,16021380,ocm06472900,
687,1023829,"Enterprise, industry and art of man: as displayed in fishing, hunting, commerce, navigation, mining, agriculture and manufactures",,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,Boston,"Bradbury, Soden and Co.",1845,,,,,monographic,,eng,text,print,"[2], 335 p., [1] leaf of plates : ill. ; 18 cm.",,,Industrial arts|||Commercial products,,,,,2018058,ocm03229017,
688,7896649,"entertaining history of Giles Gingerbread: a little boy who lived upon learning, The",,Giles Gingerbread|||History of Giles Gingerbread,,"Ross, George (printer.)",Edinburgh :,"Printed and published by G. Ross,",[approximately 1815],1815,,,,monographic,,eng,text,print|||unmediated|||volume,19 pages : illustrations (wood engravings) ; 98 mm,Specimens|||text,,"Chapbooks|||Chapbooks, Scottish|||Miniature books",,Scotland Edinburgh,juvenile,,,ocn270107722,
689,6487194,"Entertaining story of Little Red Riding Hood: to which is added Tom Thumb's toy: adorned with cuts, The",,Little Red Riding Hood|||Tom Thumb's toy,,"Bewick, Thomas, 1753-1828 ()|||Gardner, Frederick R. ()|||Taylor, (Ann Martin), Mrs, 1757-1830 ()",York,"Printed by J. Kendrew, Colliergate",[ca. 1820],1820,,,,monographic,,eng,text,print,31 p. : ill. ; 10 cm.,Chapbooks|||Fairy tales|||Fiction|||Specimens,,"Girls|||Wolves|||Chapbooks, English",,,juvenile,,,ocn457814009,
690,656647,"epic of kings: stories retold from Firdusi, The",,,Firdawsī.,"Zimmern, Helen, 1846-1934 ()",London,T.F. Unwin,1883,,,,,monographic,,eng,text,print,"xlvii, 339 p. front., pl. 19 cm.",,,,,,,,14001099 //r55,3041186,
691,7203986,"Eric, or, Little by little: a tale of Roslyn school",,Little by little,,"Farrar, F. W. (Frederic William), 1831-1903 (author.)|||Browne, Gordon, 1858-1932 (illustrator.)",Edinburgh,Adam & Charles Black,1890,,,,24th ed.,monographic,,eng,text,print,"xiv, 368 p., [1] leaf of plates : ill. ; 19 cm.",Juvenile fiction,,Boys|||Conduct of life|||Boarding schools|||Students|||Christian life,,,,,,ocm05907664|||5907664,
692,7109776,Ernest: a true story,,,"Burnham, Catherine Lydia.",,New York,A.D.F. Randolph,"1863, c1862",1862,,,,monographic,,eng,text,print,177 p. : ill. ; 16 cm.,,,,,,,,,ocm02652967,
693,8964916,"Ernest Bracebridge, or, Schoolboy days",,Ernest Bracebridge|||Schoolboy days,,"Kingston, William Henry Giles, 1814-1880 (author.)|||Thomas, George Housman, 1824-1868 (illustrator.)|||Ticknor and Fields (publisher.)",Boston,Ticknor and Fields,1860,,,,Author's ed.,monographic,,eng,text,print|||unmediated|||volume,"iv, 344 pages, [16] leaves of plates : illustrations ; 18 cm",text,,,,United States Massachusetts Boston,,,,ocm19466526,
694,4365651,Ernest Richmond and his little mother,,,"Halpine, Mary Grace.",,New York,Carlton & Porter,1863,,,,,monographic,,eng,text,print,296 p. ; 16 cm.,Specimens,,Swedes|||Books and reading,,,juvenile,,,,
695,324186,Eros & Psyche: a poem in twelve measures,,,"Bridges, Robert, 1844-1930",,London,George Bell and Sons,1885,,,,,monographic,,eng|||lat,text,print,"[8], 158, [2] p. ; 20 cm.",,,,,,,,16024372,2667115,
696,4362566,"errand boy; or, Your time is your employer's, The",,,"Adams, C. (Charlotte)",,Philadelphia,Perkinpine & Higgins,[186-?],1860/1869,,,,monographic,,eng,text,print,288 p. illus. 18 cm.,,,,,,,,,ocm19023157,
697,7893221,"Eskdale herd-boy: a Scottish tale for the instruction and amusement of young persons, The",,,"Blackford, (Martha), Mrs, -1846","Harris, John, 1756-1846 (publisher.)|||S. and R. Bentley (printer.)",London,"John Harris, corner of St. Paul's Church-Yard",[1824],1824,,,Third edition.,monographic,,eng,text,print,"xii, 201, [3] p., [1] leaf of plates : 1 ill. (engraving) ; 15 cm.",Juvenile fiction,,Country life|||Orphans,,,juvenile,,,ocn179278295,
698,4242196,Essays in little,,,"Lang, Andrew, 1844-1912",,New York,Charles Scribner's Sons,1891,,,,,monographic,,eng,text,print,"[10], 205, [1], [8], [4] p., [1] leaf of plates : port. ; 19 cm.",,,Literature|||History and criticism,,,,,,ocm20470317,
699,1010160,Essays on practical education,,,"Edgeworth, Maria, 1768-1849","Edgeworth, Richard Lovell, 1744-1817 ()",London,"Printed for R. Hunter, successor to J. Johnson...",1815,,,,A new ed. ...,monographic,,eng,text,print,2 v. plates (part fold.) 22 cm.,,,Education,,,,,,10199074,
700,1499061,Ester Ried,,,"Pansy, 1841-1930",,Boston,D. Lothrop and Co.,c1870,1870,,,,monographic,,eng,text,print,346 p. : ill. ; 19 cm.,,,,,,,,,1314515,
701,8869460,Ester Ried,,,,"Pansy, 1841-1930 (author.)|||Lothrop Publishing Company (publisher.)",Boston :,"Lothrop Publishing Company,",[between 1895 and 1900],1895/1900,,,,monographic,,eng,text,print|||unmediated|||volume,"346 pages, 1 unnumbered leaf of plates : 1 illustration ; 20 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Young women|||Religious life|||Conduct of life|||Christian life|||Families,,,juvenile,,,ocn992119924,
702,7743433,"Esther Parsons, or, Try again, and other stories",,,"A. L. O. E., 1821-1893",,New York,Robert Carter & Bros.,1864,,,,,monographic,,eng,text,print,"173 p., [6] leaves of plates : 6 ill. ; 16 cm.",Juvenile literature,,Children's stories|||Children|||Conduct of life,,,juvenile,,,ocm11825114|||11825114,
703,8088928,Ethel's adventures in the doll country,,,"Bradford, Clara.","Pym, T. ()",New York,E.P. Dutton & Co.,1882,,,,,monographic,,eng,text,print|||unmediated|||volume,184 pages ; [6] leaves of plates : illustrations (color plates) ; 22 cm,"Juvenile fiction|||Parodies, imitations, etc|||text",,"Dolls|||Fantasy fictionCarroll, Lewis 1832-1898Alice's adventures in Wonderland",,,,,,ocm35795401,
704,6525100,Etiquette for little folks,,,"Mackarness, Henry S., Mrs, 1826-1881",,Boston,G.W. Cottrell,[c1856],1856,,,,monographic,,eng,text,print,96 p. front. 13 cm.,,,Etiquette for children and teenagers,,,juvenile,,,ocm08104865,
705,1040320,"Evening entertainments: or, Delineations of the manners and customs of various nations, interspersed with geographical notices, historical and biographical anecdotes and descriptions in natural history : designed for the instruction and amusement of youth",,,"Depping, G.-B. (Georges-Bernhard), 1784-1853",,Philadelphia,Published and sold by David Hogan ...,1821,,,,3rd ed.,monographic,,eng,text,print,360 p. ; 15 cm.,,,Ethnology|||Juvenile literature|||Manners and customs|||Geography|||Textbooks,1800-1870,,,,,7516355,
706,7683826,Evenings at home: consisting of a variety of miscellaneous pieces for the instruction and amusement of young persons : in one volume,,,"Aikin, John, 1747-1822",,Dublin,pr. by Graisberry and Campbell,1816,,,,9th ed.,monographic,,eng,text,print,"[4], 384 p. ; 18 cm",,,,,,juvenile,,,ocm40773051|||40773051,
707,1039953,"Evenings at home; or, the juvenile budget: comprising a variety of amusing instruction for young persons",,,"Aikin, John, 1747-1822","Barbauld, (Anna Letitia), Mrs, 1743-1825 ()",London,H. G. Bohn,1847,,,,,monographic,,eng,text,print,"479 p. : ill., front. ; 15 cm.",,,,,,juvenile,,,20626473,
708,7683821,Evenings at home: tales & stories for the instruction & amusement of young persons,,,"Aikin, John, 1747-1822","Barbauld, (Anna Letitia), Mrs, 1743-1825 ()",London,Warne,[ca 1880],1880,,,,monographic,,eng,text,print,"iv, 316 p. ; 19 cm.",Juvenile fiction,,Conduct of life,,,juvenile,,,ocn223281524|||223281524,
709,4068318,Every boy's annual,,Routledge's every boy's annual,,"Routledge, Edmund, 1843-1899 ()",London],G. Routledge and Sons,,187u/1889,,,,serial,Annual,eng,text,print,v. : ill. ; 25 cm.,,,"Children's periodicals, English",,,,,,ocm07602534,
710,8862524,Every man in his place: a story for boys,Jeder in seiner weise. English,,"Hoffmann, Franz, 1814-1882",,Boston,D. Lothrop Company,[between1880 and 1889?],188u,,,,monographic,,eng|||ger,text,print|||unmediated|||volume,"138, [6] pages ; 19 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,"Youth|||Conduct of life|||Mountain life|||City and town life|||Crusoe, Robinson (Fictitious character)",,,juvenile,,,ocm22468782,
