,id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
1202,7547000,Instructive story of industry and sloth: Ornamented with cuts,,,,"Babcock, John, 1764-1843 (printer.)",Hartford,Printed by John Babcock,1800,,,,,monographic,,eng,text,print|||unmediated|||volume,"30, [2] p. : ill. ; 11 cm. (16mo)",Fiction|||Juvenile fiction|||Juvenile literature-1796|||Juvenile works|||Specimens|||text,,"Riddles|||Work ethic|||Temperance|||Chapbooks|||Chapbooks, American",,United States Connecticut Hartford,juvenile,,,ocm83804325,
1203,3859732,Intellectual arithmetic: by induction and analysis,,"Ray's intellectual arithmetic|||Ray's arithmetic, second book","Ray, Joseph, 1807-1855",,Cincinnati,"Sargent, Wilson & Hinkle",1860,,,,1000th ed. improved.,monographic,,eng,text,print,164 p. ; 17 cm.,Early works to 1900,,Mental arithmetic|||Arithmetic,,,,,,ocm28695856,
1204,7547007,"interesting story of Cinderella and her glass slipper, The",Cinderella,,,"Cruikshank, George, 1792-1878 ()",Banbury,Printed by J.G. Rusher,[ca. 1814],1814,,,,monographic,,eng,text,print,15 p. ill. 10 cm.,,,"ChapbooksCinderella, and her glass slipper",,,,,,ocm03086457,
1205,7547011,"interesting story of the children in the wood: an historical ballad, The",Children in the wood (Ballad),Children in the wood,,,Banbury,"Printed by J.G. Rusher|||Rusher, John Golby, 1784-1877",[ca. 1840?],1840,,,,monographic,,eng,text,print,"15, [1] p. : ill. (wood engravings) ; 10 cm.",Juvenile literature|||Juvenile poetry|||Specimens,,"Children|||Conduct of life|||Death|||Infanticide|||Orphans|||Miniature books|||Chapbooks|||Chapbooks, English",,,juvenile,,,ocm30583624,
1206,4068476,Intermediate,,Intermediate monthly,,,Chicago,The Interstate Publishing Co.,1886-,1886/uuuu,,,,serial,Monthly during the school year|||Monthly,eng,text,print,v. : ill. ; 17 cm.,Periodicals|||series,,Readers,,,,,,ocm29985630,
1207,1026252,"introduction to The academical reader: comprising a great variety of pleasing and instructive pieces, from various authors, in prose and verse, intended to induce and promote the love of learning, virtue and piety, in the minds of juvenile classes of readers, The",,,"Harrod, John J.","Harrod, John J. ()",Baltimore,"Published by John J. Harrod ... William Wooddy, printer",1830,,,,,monographic,,eng,text,print,168 p. : ill. ; 19 cm.,,,Readers,,,,,ca 17002564,ocm13588063,
1208,7885034,"Introduction to the English reader, or, A selection of pieces in prose and poetry: calculated to improve the younger classes of learners in reading, and to imbue their minds with the love of virtue : to which are added, rules and observations for assisting children to read with propriety",,Introduction to the English reader|||Selection of pieces in prose and poetry,,"Murray, Lindley, 1745-1826 (compiler.)|||Baker & Scribner (publisher.)",New York :,"Published by Baker & Scribner,",1847,1847,,,,monographic,,eng,text,print|||unmediated|||volume,191 pages ; 18 cm.,Juvenile literature-1839|||text,,Readers,,,juvenile,,,ocn948812102,
1209,995968,"introduction to the study of nature: with other pieces, from the French of M. Berquin, An",,,"Berquin, (Arnaud), M, 1747-1791",,Philadelphia,J. Crissy,1845,,,,,monographic,,eng,text,print,"142 p. front., plates. 19 cm.",,,,,,,,,ocm36819635,
1210,7184928,Isa Greame's world,,,"Chamberlain, Parthene Ballard.",American Sunday-School Union (),Philadelphia,American Sunday-School Union,1865,,,,,monographic,,eng,text,print,"360 p., 4 leaves of plates ; 17 cm.",,,,,,,,,ocm04381942|||4381942,
1211,8228928,"Island nights' entertainments: consisting of The beach of Falesa, the bottle imp, the isle of voices",,,"Stevenson, Robert Louis, 1850-1894","Browne, Gordon, 1858-1932 ()|||Hatherell, William, 1855-1928 ()|||Elizabeth Robins Pennell Collection (Library of Congress) ()",London,Cassell & Co.,1893,,,,,monographic,,eng,text,print|||unmediated|||volume,"x, 277 pages, [1] leaf of plates : illustrations ; 22 cm",text,,Manners and customs|||Social life and customs,,,,,75314802,ocm03090918,
1212,9036845,"Isles of the sea, or, Young America homeward bound: a story of travel and adventure",,Isles of the sea|||Young America homeward bound,"Optic, Oliver, 1822-1897","Dillingham, Charles Theodore, 1842- (publisher.)|||Lee and Shepard (publisher.)",Boston :,"Lee and Shepard, Publishers ;",1877,1877,,,,monographic,,eng,text,print|||unmediated|||volume,"374 pages, 4 unnumbered leaves of plates : illustrations ; 18 cm.",Fiction|||Juvenile fiction|||Juvenile literature-1877|||Juvenile works|||text,,Seafaring life,,,juvenile,,42043618,ocm08159203,
1213,4374793,Issac: Who loves children ; The Sunday-school boy ; The Sunday-school girl ; Little prayers for little children ; My father,,Who loves children|||The Sunday-school boy|||The Sunday-school girl|||Little prayers for little children|||My father,,,Philadelphia (No. 1122 Chestnut Street),American Sunday-School Union|||American Sunday-School Union,[18--?],1800/1899,,,,monographic,,eng,text,print,"8, 8, 8, 8, 8, 8 p. : ill. ; 11 cm.",Juvenile fiction|||Miniature books (Printing)-Philadelphia|||Specimens|||novel,,Sunday schools|||Miniature books|||Children|||Religious life,,United States Pennsylvania Philadelphia,juvenile,,,ocm56908431,
1214,7813331,Ivanhoe: a romance,,,"Scott, Walter, 1771-1832",,New York,Thomas Y. Crowell,[n.d.],1800/1842,,,,monographic,,eng,text,print,449 p. : ill. ; 19 cm.,Fiction,,"Civilization, Medieval|||Knights and knighthood|||Jews|||HistoryTemplars|||Templars.","1100 - 1199|||12th century|||Richard I, 1189-1199",,,,,ocn829433657,
1215,4001519,Jack & Jill and old Dame Gill,Jack and Jill,Jack and Jill and old Dame Gill,,,Banbury,Printed by J.G. Rusher,[ca. 1830?],1830,,,,monographic,,eng,text,print,1 folded sheet (16 p.) : ill. ; 10 cm.,,,,,,juvenile,,,ocm18029257,
1216,4644609,Jack & the beanstalk,,Jack and the bean stalk,,"André, R. (Richard) (ill.)|||McLoughlin Bros (publisher.)",New York,McLoughlin Bro's,c1888,1888,,,,monographic,,eng,text,print,[14] p. : col. ill. ; 28 cm.,,,Fairy tales,,,juvenile,,,ocm39029360,
1217,7547049,Jack and Jill,,,,,London,"Printed and sold by J.T. Wood, 2[7]8 Strand",[between 1858 and 1874],1858/1874,,,,monographic,,eng,text,print,[8] p. : ill. (wood-engravings) ; 11 cm.,Chapbooks|||Nursery rhymes,,Children's poetry|||Chapbooks,,,juvenile,,,ocm29577717,
1218,8337537,Jack and Jill: the toyman's tale for a little child,,Jack and Gill,,"Barfoot, James Richard, 1794-1863 (illustrator.)",London :,"Cowan & Standring,",[approximately 1840?],1840,,,,monographic,,eng,text,print|||unmediated|||volume,"8 pages, [4] leaves of plates : color illustrations ; 21 cm.",Fiction|||Juvenile fiction|||Juvenile works|||text,,Conduct of life,,,juvenile,,,ocm12938859,
1219,8359950,Jack and Jill: a village story,,,"Alcott, Louisa May, 1832-1888","Roberts Brothers (Boston, Mass.) ()",Boston,Roberts Bros.,"1890, ©1880",1890,,1880,,monographic,,eng,text,print|||unmediated|||volume,"[4], 325 pages, [5] leaves of plates : illustrations ; 18 cm",Juvenile fiction|||text,,Children|||Conduct of life|||Families|||Friendship,,,juvenile,,,ocm17280694,
1220,4844851,Jack and Jill: a village story,,,"Alcott, Louisa May, 1832-1888","John Wilson and Son (prt)|||University Press (Cambridge, Mass.) (prt)",Boston,"Roberts Brothers|||Roberts Brothers (Boston, Mass.)",1880,1889,1889 printing.,,,monographic,,eng,text,print,"325, [6] p., [2] leaves of plates : ill. ; 17 cm.",Family stories-1880|||Juvenile fiction|||Publishers' catalogues-1880|||novel,,Children|||Conduct of life|||Families|||Friendship|||Winter|||Christmas stories|||Debates and debating,,United States Massachusetts Boston|||United States Massachusetts Cambridge,juvenile,,,ocm08089943|||8089943,
1221,4644601,Jack and the bean stalk,Jack and the beanstalk,,,"Evans, Edmund, 1826-1905 ()",London,"Routledge, Warne, & Routledge",[between 1858 and 1865],1858/1865,,,,monographic,,eng,text,print,[8] leaves : col. ill. ; 25 cm.,Juvenile fiction,,Fairy tales|||Giants,,,juvenile,,,ocm14872522,
1222,7698891,Jack and the bean-stalk: English hexameters,Jack and the beanstalk,,"Tennyson, Hallam, 1920-2005","Caldecott, Randolph, 1846-1886 (illustrator.)|||R. & R. Clark (Firm) (printer.)",London,Macmillan,1886,,,,,monographic,,eng,text,print,70 p. : ill. ; 22 cm.,,,Illustrators,,,,,,ocn221263743|||221263743,
1223,1907273,Jack and the beanstalk,,,,,New York,Hurst,[18--?],1800/1899,,,,monographic,,eng,text,print,1 v. (various pagings) : ill. ; 25 cm.,,,Fairy tales,,,juvenile,,,20667280,
1224,9035252,"Jack Hall, or, The school days of an American boy",,Jack Hall|||School days of an American boy,"Grant, Robert, 1852-1940","Attwood, Francis Gilbert, 1856-1900 (ill)",Boston,"Jordan, Marsh and Company|||Jordan, Marsh and Company",1888,,,,,monographic,,eng,text,print|||unmediated|||volume,"vi, 394 pages, [1] leaf of plates : illustrations ; 20 cm",Fiction|||Juvenile fiction|||Juvenile literature-1888|||Juvenile works|||novel|||text,,Boys|||Conduct of life|||Students|||Children|||Death|||Sports stories|||Awards|||Mothers and sons|||Tobacco|||Friendship|||Sick|||Christian life|||Sports,,United States Massachusetts Boston,juvenile,,8003371,ocm04925592,
1225,8365023,Jack Halyard and Ishmael Bardus,,Jack and Ishmael,,"Metcalf, John, 1788-1864 (publisher.)|||Cardell, William S. (William Samuel), 1780-1828 ()","Wendell, Mass.]","J. Metcalf. Printer. Wendell, Mass.",1828,,,,,monographic,,eng,text,print|||unmediated|||volume,8 p. : ill. ; 80 mm.,Chapbooks-1828|||Juvenile literature-1828|||text,,Children's stories,,United States Massachusetts Wendell,juvenile,,,ocn191254610,
1226,8090048,Jack Harkaway after schooldays,,,"Hemyng, Bracebridge, 1841-1901",,Chicago,M.A. Donohue,[approximately 1880],1880,,,,monographic,,eng,text,print|||unmediated|||volume,"296 pages, [4] leaves of plates : illustrations ; 19 cm.",text,,,,,,,,ocm20653847,
1227,7180759,Jack Hooper: his adventures at sea and in South Africa,,,"Cameron, Verney Lovett, 1844-1894","Riou, Edouard, 1833-1900 (ill)",London|||Edinburgh|||New York,T. Nelson and Sons|||Thomas Nelson & Sons,1887,,,,,monographic,,eng,text,print,"xiii, 348, [4] p. : ill. ; 20 cm.",Juvenile fiction|||Publishers' advertisements-1887|||novel,,Adventure stories|||Voyages and travels|||Uncles|||Farms|||Death|||Trials|||Rescues|||Lion|||Outdoor life|||Nature stories|||Camping|||Animals|||Description and travel,,England London|||Scotland Edinburgh|||United States New York New York,juvenile,,,ocm17643903|||17643903,
1228,7743796,"Jack Mason, the old sailor: with illustrations",,Jack Mason the sailor,"Woodworth, Francis C. (Francis Channing), 1812-1859",,New York,"Clark, Austin, Maynard & Co.|||Clark, Austin, Maynard & Co","1860, c1850",1860,,1850,,monographic,,eng,text,print,96 p. : ill. ; 13 cm.,Children's stories|||Juvenile fiction|||novel,,Sailors|||Indians of North America|||Christian life|||Whaling|||Shipwrecks|||Description and travel,,United States New York New York,juvenile,,,ocm47806296|||47806296,
1229,7547078,Jack Sprat,,,,,London :,"R. March, 18, St. James' Walk,",[1877 or 1888],1877/1878,,,,monographic,,eng,text,print|||unmediated|||volume,8 unnumbered pages : illustrations (woodcuts) ; 13 cm,Specimens|||text,,"Nursery rhymes|||Chapbooks, English|||Chapbooks",,,juvenile,,,ocn953876769,
1230,6779872,Jack Spratt,,,,,N.Y. :,"McLoughlin Brothers, Manufacturers, No. 24 Beekman St.,",[between 1859 and 1862?],1859/1862,,,,monographic,,eng,text,print|||unmediated|||volume,"[8] leaves : color illustrations, music ; 28 cm.",text,,Children's poetry|||Children's songs|||Nursery rhymes,,,juvenile,,,ocn889464062,
1231,4001485,Jack the giant,Jack the Giant-Killer,,"Cox, Palmer, 1840-1924","Veale, E. ()",Philadelphia,Hubbard Pub. Co.,c1896,1896,,,,monographic,,eng,text,print,[32] p. : ill. ; 23 cm.,Juvenile literature,,Fairy tales|||Giants|||Folklore|||Chapbooks,,,,,,ocm14224970,
1232,4001477,Jack the giant killer,,,,,New York,McLoughlin Brothers,c1889,1889,,,,monographic,,eng,text,print,"[10] p. : ill., ; 20 cm.",Folklore|||Juvenile fiction|||Specimens,,Fairy tales|||Giants|||Chapbooks,,,juvenile,,,ocm25124556,
1233,8352136,Jack the Giant Killer,,,,,London,Darton & Hodge,[between 1862 and 1865],1862/1865,,,,monographic,,eng,text,print|||unmediated|||volume,8 unnumbered leaves : color illustrations ; 28 cm,Fiction|||Juvenile fiction|||Juvenile works|||text,,Fairy tales|||Giants,,,juvenile,,,ocm14876627,
1234,7547083,Jack the giant killer,,,,"Fortey, W. S. (William Samuel) (prt)",London,"W.S. Fortey, Printer, 2 and 3, Monmouth Court, Bloomsbury",[between 1860 and 1885],1860/1885,,,,monographic,,eng,text,print,"7, [1] p. : ill. (wood-engravings) ; 13 cm.",Chapbooks-England-19th century|||Fairy tales-England-19th century|||Folklore|||Juvenile literature|||Publishers' paper bindings (Binding)-England-19th century,,Giants|||Chapbooks,,,juvenile,,,ocm29584759,
1235,4001565,Jack the Giant killer: a hero celebrated by ancient historians,Jack the Giant-Killer,,,,Banbury,Printed by J.G. Rusher,[1820],1820,,,,monographic,,eng,text,print,"15, [1] p. illus. 9 cm.",,,"Chapbooks, English",,,juvenile,,29005457,ocm16889900,
1236,7892975,Jack the Giant Killer: adorned with cuts,,,,,London :,"Printed for N. Hailes Juvenile Library,",1817,1817,,,,monographic,,eng,text,print|||unmediated|||volume,90 pages : illustrations ; 66 mm,Fiction|||Juvenile fiction|||Juvenile works|||Specimens|||text,,Fairy tales|||Giants|||Miniature books,,,,,,ocn177697322,
1237,8114367,Jack the giant killer,Jack the Giant-Killer,Marvellous history of Jack the giant killer,"Doyle, Richard, 1824-1883",,London,Eyre and Spottiswoode,1888,,,,,monographic,,eng,text,print|||unmediated|||volume,48 pages : color illustrations ; 26 cm,Fiction|||Juvenile fiction|||Juvenile works|||text,,Fairy tales|||Giants,,,juvenile,,,ocm14908356,
1238,7897906,Jack the giant-killer,,,,,New York,H.W. Hewet,c1855,1855,,,,monographic,,eng,text,print,30 p. : ill. ; 18 cm.,Fiction|||Juvenile fiction|||Juvenile works,,Fairy tales|||Giants,,,juvenile,,,ocm20388455,
1239,8210108,Jack the hunchback: a story of adventure on the coast of Maine,,,"Otis, James, 1848-1912",,New York,"A.L. Burt|||Burt, A. L. (Albert Levi), 1843-1913",©1892,1892,,,,monographic,,eng,text,print|||unmediated|||volume,"286, [20] pages, [4] leaves of plates : illustrations ; 19 cm",Fiction|||Juvenile fiction|||Juvenile works|||Publishers' catalogues-1892|||novel|||text,,Youth|||Conduct of life|||Adventure stories|||Aunts|||Shipwrecks|||Youth with disabilities|||Missing children|||Invalids|||Farmers|||Animals|||Sick|||Christian life,,United States New York New York,juvenile,,,ocm04053796,
1240,7233650,Jackanapes,,,"Ewing, Juliana Horatia, 1841-1885","Caldecott, Randolph, 1846-1886 (ill.)",Boston,Roberts Bros.,1891,,,,,monographic,,eng,text,print,60 p. : ill. ; 18 cm.,,,,,,juvenile,,,ocm02087051,
1241,6093300,Jackanapes,,,"Ewing, Juliana Horatia, 1841-1885","Caldecott, Randolph, 1846-1886 (ill)",Boston,"Roberts Brothers|||Roberts Brothers (Boston, Mass.)",1886,,,,,monographic,,eng,text,print,"60, [4] p. : ill. ; 18 cm.",Juvenile fiction|||Publishers' advertisements-1886|||novel,,Children|||Conduct of life|||Courage|||Cavalry|||Soldiers|||Death|||Christian life,,United States Massachusetts Boston,juvenile,,,ocn560270026|||560270026,
1242,1499919,Jackanapes,,,"Ewing, Juliana Horatia, 1841-1885","Caldecott, Randolph, 1846-1886 (ill)|||Evans, Edmund, 1826-1905 (prt, egr)",London|||New York,Society for Promoting Christian Knowledge|||E. and J.B. Young and Co.|||Society for Promoting Christian Knowledge (Great Britain)|||E. & J.B. Young & Co,1884,,,,,monographic,,eng,text,print,"47, [1] p. : front., ill. ; 22 cm.",Juvenile fiction|||Juvenile literature|||Publishers' advertisements-1884|||novel,Jackanapes lives in a small English village and joins the British army where he becomes a hero.,Children|||Conduct of life|||Courage|||Cavalry|||Soldiers|||Death|||Christian life,,England London|||United States New York New York,juvenile,,13020465,ocm03076802,
1243,6343155,"James and Charles, and other tales for children: Embellished with cuts",,,,"Daniels, George Pond, 1809-1848 (publisher.)",Providence,Published by Geo. P. Daniels,1836,,,,,monographic,,eng,text,print,"23, [1] p. : ill. ; 14 cm.",Bookplates (Provenance)|||Juvenile fiction|||Juvenile literature-1836|||Printed wrappers (Binding)|||Publishers' advertisements-Rhode Island-Providence|||Relief prints,,Children's stories|||Conduct of life|||Sabbath|||Dogs|||Play,,United States Rhode Island Providence,juvenile,,,ocn191243975,
1244,1146347,Jan of the windmill: a story of the plains,,,"Ewing, Juliana Horatia, 1841-1885",,New York,Burt,[1884],1884,,,,monographic,,eng,text,print,"xi, 394 p., [3] † of plates : ill. ; 20 cm.",,"Brought as a foster child to live with the miller's family when he is an infant, Jan early shows interest and talent in the arts, exercises a good and gentle spirit with all people, and only after tragedy and cruelty fail to thwart his love of nature and art, is he able to learn of his past and become united with his real father.",Country life|||Fiction,,,juvenile,,,4077477,
1245,7100093,Jan of the windmill: the story of the plains,,Mrs. J.H. Ewing's tales,"Ewing, Juliana Horatia, 1841-1885",,Boston,Roberts Bros.,1896,,,,,monographic,,eng,text,print,"x, 310 p., [4] leaves of plates : ill. ; 17 cm.",Juvenile fiction,,Foster children|||Artists|||Plains|||Country life|||High Plains (U.S.),,,juvenile,,,ocm54117126,
1246,8161327,"Janet, a poor heiress",,,"May, Sophie, 1833-1906",,Boston,Lee and Shepard,©1882,1882,,,,monographic,,eng,text,print|||unmediated|||volume,"vi, 349 pages, [8] leaves of plates : illustrations ; 18 cm",text,,Children's stories,,,juvenile,,,ocm04562589,
1247,8958504,Janice Meredith: a story of the American revolution,,,"Ford, Paul Leicester, 1865-1902","Pyle, Howard, 1853-1911 (illustrator.)",New York,"Dodd, Mead & Co.",1899,,,,,monographic,,eng,text,print|||unmediated|||volume,"2 volumes : illustrations, plates ; 22 cm",Fiction|||History|||text,,HistoryAmerican Revolution (1775-1783),"1775-1783|||Revolution, 1775-1783",,,,,ocm02231759,
1248,8862686,Japanese fairy tales,,Boy who drew cats|||Old woman who lost her dumpling|||Chin Chin Kobakama|||Goblin spider|||Fountain of youth,"Hearn, Lafcadio, 1850-1904",,Tokyo],[Hasegawa],[1898?-1926?],1898/1926,,,,monographic,,eng,text,print|||unmediated|||volume,5 volumes : color illustrations ; 20 cm,text,,,,,,,,ocn960062712,
1249,465245,"Jasper, or, The spoiled child recovered",,The spoiled child recovered,"Abbott, Jacob, 1803-1879","Abbott, Jacob, 1803-1879 ()",New York,Harper & Brothers,c1857,1857,,,,monographic,,eng,text,print,160 p. : ill. ; 17 cm.,,,,,,,,,16669492,
1250,9035057,"Jean Belin, or, The adventures of a little French boy",,Jean Belin|||Adventures of a little French boy,"Guézenec, Alfred, 1823-1866",,Boston,"Loring, 319 Washington Street",[between 1860 and 1869?],186u,,,,monographic,,eng|||fre,text,print|||unmediated|||volume,350 pages ; 20 cm,Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Boys|||Manners and customs|||Social life and customs,1800-1899|||19th century,,juvenile,,,ocm36956942,
1251,7697202,"Jennette, or, The great mistake",,Great mistake,"Murray, Grace.",,New York (200 Mulberry-Street),"Sunday-School Union|||Methodist Episcopal Church, Sunday School Union.",[between 1857 and 1868],1857/1868,,,,monographic,,eng,text,print,"52, [4] p. : ill. ; 12 cm",Juvenile fiction|||Publishers' advertisements|||novel,,Christian life|||Children|||Conduct of life|||Pride and vanity|||Friendship|||Hypocrisy|||Errors,,,juvenile,,,ocn589610731|||589610731,
1252,4374646,Jennie McDowell: The winter morning walk ; Letter to my young cousin,,The winter morning walk|||Letter to my young cousin,,,Philadelphia (No. 1122 Chestnut Street),American Sunday-School Union|||American Sunday-School Union,[18--?],1800/1899,,,,monographic,,eng,text,print,"16, 16, 15 p. : ill. ; 11 cm.",Juvenile fiction|||Miniature books (Printing)-Philadelphia|||Specimens|||novel,,Sunday schools|||Miniature books|||Children|||Religious life,,United States Pennsylvania Philadelphia,juvenile,,,ocm56908758,
1253,6800611,Jenny and the insects,,,"Guernsey, Lucy Ellen, 1826-1899",,Philadelphia [etc.],American Sunday School Union,[1857],1857,,,,monographic,,eng,text,print,"298 p. incl. col. front., illus. 6 col. pl. 18 1/2 x 15 cm.",Juvenile literature,,Insects,,,juvenile,,6014273,ocm05837887,
1254,7095447,Jessica's first prayer,,,"Stretton, Hesba, 1832-1911",Religious Tract Society (Great Britain) (),London,Religious Tract Society,[1867],1867,,,,monographic,,eng,text,print,92 p. : ill. ; 16 cm.,Juvenile fiction,,Children|||Conduct of life|||Intergenerational relations|||Alcoholism|||Runaway children|||Clergy|||Adoption|||Christian life,,,juvenile,,,ocm04481120,
1255,7095489,Jessica's first prayer,,,"Stretton, Hesba, 1832-1911",,Philadelphia,Henry Altemus Company|||Henry Altemus Company,[1897?],1897,,,,monographic,,eng,text,print,78 p. : ill. ; 15 cm.,Juvenile fiction|||novel,,Christian life|||Children|||Conduct of life|||Intergenerational relations|||Alcoholism|||Runaway children|||Clergy|||Adoption,,United States Pennsylvania Philadelphia,juvenile,,,ocn237051506,
1256,7111721,"Jessy Allan, the lame girl: a story, founded on facts",,,"Kennedy, Grace, 1782-1825",,New York,Robert Carter,1854,1850,,,3d American ed. from the 9th Edinburgh ed.,monographic,,eng,text,print,107 p. 16 cm.,Juvenile literature,,Christian life|||Sabbath schools|||Children and death|||Fatherless families,,,,,,ocm29983918,
1257,9603481,Jimmy: scenes from the life of a black doll,,Scenes from the life of a black doll,"Sowerby, J. G. (John G.)","Evans, Edmund, 1826-1905 (printer.)|||George Routledge and Sons (publisher.)","London (Broadway, Ludgate Hill)|||Glasgow|||New York",George Routledge & Sons,[1888],1888,,,,monographic,,eng,text,print|||unmediated|||volume,28 pages : color illustrations ; 24 cm.,Advertisements-19th century|||Caricatures and cartoons|||Fiction|||Juvenile fiction|||Juvenile works|||still image|||text,"First-person story of Jimmy, a black doll, and the ill treatment he receives from his owner, a little girl named Joanna, concluding with his admonishments to children to treat their dolls more kindly.",Black dolls|||Dolls|||Children|||Conduct of life|||Blacks,,,juvenile,,,ocn301482994|||301482994,
1258,1030865,Jingles and joys for wee girls and boys,,,"Brine, Mary D. (Mary Dow)","Hatherell, William, 1855-1928 (egr)|||Pole, James. (ill)|||Lawson, Lizzie. (ill)|||J.J. Little & Co (prt)",New York|||London|||Paris,Cassell & Co.|||Cassell & Company,©1883,1883,,,,monographic,,eng,text,print|||unmediated|||volume,160 pages : illustrations ; 28 cm,Children's poetry-1883|||Juvenile poetry|||Juvenile works|||Poetry|||text,,Children|||Conduct of life|||Children's poetry,,United States New York New York|||England London|||France Paris,juvenile,,15000260,ocm11572295,
1259,8213810,"Joe Wayring at home, or, The adventures of a fly-rod",,Adventures of a fly-rod,"Castlemon, Harry, 1842-1915",,Philadelphia,Henry T. Coates,©1886,189u,,,,monographic,,eng,text,print|||unmediated|||volume,"413 pages, [2] leaves of plates : illustrations ; 20 cm.",text,,,,,,,,ocm17888150,
1260,8869414,"Joe's luck, or, A Boy's Adventures in California",,Joe's luck|||Boy's adventures in California,,"Alger, Horatio, Jr, 1832-1899 (author.)|||Burt, A. L. (Albert Levi), 1843-1913 (publisher.)",New York :,"A.L. Burt, Publisher,",[1887?],1887,,,,monographic,,eng,text,print|||unmediated|||volume,286 pages : illustrations ; 19 cm,Fiction|||Juvenile fiction|||Juvenile works|||Publishers' advertisements-1887|||novel|||text,"Tired of being mistreated by his stingy employer, a fifteen-year-old impoverished orphan sets out to make his fortune in California, where his success at running a restaurant leads him to try his luck at gold mining.",Children|||Conduct of life|||Adventure stories|||Diligence|||Success|||Street life|||Wealth|||Courtship,,United States New York New York,juvenile,,,ocm02743406,http://books.google.com/books?id=nGFIAQAAMAAJ
1261,4001557,John Anderson my jo: Low down in the broom. It was upon a Lammas night. The banks of Doon. Land of the leal. Lubin is away,,,,"Burns, Robert, 1759-1796 ()",Glasgow,Printed for the booksellers,1828,,,,,monographic,,eng,text,print,8 p. ; 15.2 cm.,,,"Chapbooks, Scottish",,,,,,ocm30135835,
1262,8992130,John Bunyan: a tale of two hundred years ago,,,,"Ellis, James J. (James Joseph) (author.)",London :,"Alfred Holness, 14 Paternoster Row ;",[approximately 1890],1890,,,,monographic,,eng,text,print|||unmediated|||volume,64 pages : illustrations ; 17 cm.,Juvenile literature|||Juvenile works|||biography|||text,,"PuritansBunyan, John 1628-1688",,,juvenile,,,ocm43057400,
1263,8997835,"John Halifax, gentleman",,,"Craik, Dinah Maria Mulock, 1826-1887",Harper & Brothers (publisher.),New York ;,"Harper & Brothers Publishers,",[1859].,,1859,1859,,monographic,,eng,text,print|||unmediated|||volume,485 pages ; 20 cm.,Fiction|||novel|||text,,Orphans|||Working class|||Industrial revolution|||Social conditions,1800-1899|||19th century,,,,,on1005078157,
1264,475779,"John True, or, The Christian experience of an honest boy",,The Christian experience of an honest boy,"Abbott, Jacob, 1803-1879","Abbott, Jacob, 1803-1879 ()",New York,Harper & Brothers,c1856,1856,,,,monographic,,eng,text,print,160 p. : ill. ; 17 cm.,,,,,,,,,14225291,
1265,7111777,Jolly animal ABC,,,,,New York,McLoughlin Bros.,c1888,1888,,,,monographic,,eng,text,print,1 v. (unpaged) : ill. ; 28 cm.,Juvenile poetry,,Alphabet,,,juvenile,,,ocm20585088,
1266,7911869,"jolly Chinee, The",,,"Veale, E.","Cox, Palmer, 1840-1924 ()",Philadelphia],Hubbard Pub. Co.,c1897,1897,,,,monographic,,eng,text,print,[16] p. illus. 23 cm.,Fiction|||Juvenile fiction|||Juvenile works,,Children's stories|||Animals,,,juvenile,,,ocm05860868,
1267,757553,"Jo's boys: and how they turned out. A sequel to ""Little men""",,,"Alcott, Louisa May, 1832-1888",,Boston,Roberts Brothers,1886,,,,,monographic,,eng,text,print,365 p. front. (port.) 18 cm.,,,,,,juvenile,,4016116,302965,
1268,8362525,Jo's boys: and how they turned out,,,"Alcott, Louisa May, 1832-1888",,Boston,Roberts Bros.,"1892, ©1886",1892,,1886,,monographic,,eng,text,print|||unmediated|||volume,"365 pages, [1] leaf of plates : portrait ; 18 cm",Juvenile literature|||text,,Conduct of life|||Families,,,,,,ocm19224273,
1269,1079962,Joseph and his brethren,,,,"Bookhout, Edward (engraver.)|||Bross, Robert S., approximately 1831- (engraver.)|||Chamberlin (engraver.)|||Fay, Augustus, approximately 1824- (engraver.)|||American Tract Society ()",New York],"Published by the American Tract Society, 150 Nassau-Street, New York.",[1865?],1865,,,,monographic,,eng,text,print|||unmediated|||volume,"80 p., [1] leaf of plates : ill. ; 16 cm.",Adaptations|||biography|||text,,Sunday school literature|||Bible stories(Son of Jacob) JosephBible,,,juvenile,,,ocn191235785,
1270,7912029,Journey to the Centre of the Earth,Voyage au centre de la terre. English,,"Verne, Jules, 1828-1905",,London|||New York,G. Routledge & Sons,1876,,,,,monographic,,eng,text,print|||unmediated,254 p. ; 18 cm.,text,,,,,,,,ocn504847116,
1271,7911975,"journey to the centre of the earth, A",Voyage au centre de la terre. English,,"Verne, Jules, 1828-1905",,New York,"Scribner, Armstrong & Co.",[1874],1874,,,,monographic,,eng|||fre,text,print|||unmediated|||volume,305 pages illustrations 19 cm,text,,,,,,,1009867,ocm04363093,
