id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
1076728,Tales about Rome and modern Italy,,Peter Parley's tales about ancient Rome and modern Italy|||Parley's tales about Rome & modern Italy,"Parley, Peter.|||Goodrich, Samuel G. (Samuel Griswold), 1793-1860","Whittingham, Charles, 1767-1840 (prt)",London|||Dublin|||Glasgow|||Sydney|||Hobart Town,Thomas Tegg and Son|||Tegg and Co.|||Griffin and Co.|||J. and S.A. Tegg|||Thomas Tegg and Son|||Tegg and Co|||R. Griffin and Co|||J. & S. A. Tegg,1839,,,,,monographic,English,text,print,"xii, 356 p. : ill., map, ports. ; 15 cm.",Juvenile literature,,Kings and rulers|||History,,"Ireland, Dublin|||Middle East|||Africa, North|||Italy|||Australia, Hobart|||Europe|||England, Chiswick|||Rome|||Australia, Sydney|||England, London|||Scotland, Glasgow",juvenile,,,ocm05857206,
938100,Tales and Novels in verse,,,,"Eisen, Charles, 1721-1778 (illus)|||Society of English Bibliophilists, London",London,Printed for The Society of English Bibliophilists,1896,,,,,monographic,English,text,print,"2 v. : front., ill., pl., ports. 27 cm.",,,,,,,,,02483047,
8284921,Tales for Tots,,,,,New York,American Tract Society.,©1892,1892,,,,monographic,English,text,print|||unmediated|||volume,48 pages illustrations 18 cm,text,,Children's stories|||Children's poetry|||American.,,,,,,ocn177781158,
1860495,Tales from English history for children,,Strickland's English history|||Stories from English history,"Strickland, Agnes, 1796-1874",,Philadelphia,Porter & Coates,[18--?],1800/1899,,,Alta ed.,monographic,English,text,print,276 p. : ill. ; 20 cm.,Juvenile literature,,History,,Great Britain|||England,juvenile,,,29573361,
1039794,Tales from English history for children,,,"Strickland, Agnes, 1796-1874",,Philadelphia,Porter & Coates,18--?⁾,1800,,,,monographic,English,text,print,276 p. : ill. ; 19 cm.,,,History|||Juvenile literature,,Great Britain,juvenile,,,02359473,
4845628,Tales from Shakespeare,,Tales from Shakespeare|||Tales from Shakespeare for young people,"Lamb, Charles, 1775-1834","Shakespeare, William, 1564-1616|||Lamb, Mary, 1764-1847|||Gilbert, John, 1817-1897|||George Routledge and Sons",London|||New York,George Routledge and Sons,[187-?],1870/1879,,,,monographic,English,text,print,"xii, 372 : ill. (some col.) ; 22 cm.",Adaptations|||Juvenile fiction|||novel,,"Children's stories|||Shakespeare, William 1564-1616",,,juvenile,,,,
4362564,Tales in prose: for the young,,,"Howitt, Mary (Mary Botham), 1799-1888",,London,Wm. Darton & Son,[pref. 1836],1836,,,,monographic,English,text,print,"iv, 212 p. incl. illus., plates. 17 cm.",,,,,,juvenile,,,ocm15506312,
4492978,Tales in the kitchen: for clever children,,,,,Boston,Lothrop,c1896,1896,,,,monographic,English,text,print,1 v. : ill. (some col.) ; 27 cm.,,,Children's stories|||Children's poetry,,,juvenile,,,ocm61214079,
1030485,Tales in verse,,,"Howitt, Mary (Mary Botham), 1799-1888",,Boston,William J. Reynolds,1848,,,,,monographic,English,text,print,150 p. : ill. ; 17 cm.,,,,,,juvenile,,,13623880,
7683832,"Tales of Charlton School: 1, The cherry-stories",,Cherry-stories|||First of June,"Adams, William, 1814-1848","Adams, H. C. (Henry Cadwallader), 1817-1899",London|||New York,"Routledge, Warne & Routledge",1862,,,,,monographic,English,text,print,"viii, 143, 158, [6] leaves of plates, [31] p. : ill. ; 17 cm",Juvenile fiction,,Truthfulness and falsehood|||Boys|||Conduct of life,,,juvenile,,,ocn505175938|||505175938,
7893406,"tales of Peter Parley about Africa: with engravings, The",,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,Philadelphia :,"Thomas, Cowperthwait & Co.,",1848.,1848,,,Revised edition.,monographic,English,text,print|||unmediated|||volume,138 pages : illustrations ; 15 cm,Juvenile literature|||text,,Description and travel,,Africa,juvenile,,,ocn881692104,
7111965,"tales of Peter Parley about America: With engravings, The",,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,Philadelphia,"Thomas, Cowperthwait & Co. no. 253 Market Street",1841,,,,Rev. ed.,monographic,English,text,print,"iv, [3], 8-144 p. : ill. ; 15 cm.",Juvenile literature,,History|||Description and travel,"Colonial period, ca. 1600-1775","Atlantic States|||United States|||United States, Pennsylvania, Philadelphia",juvenile,,,ocn318571355,
7091648,Tales of the academy,,,,Youngman. (prt)|||Witham and Maldon (prt),London,A.K. Newman & Co.|||A.K. Newman & Co,1828,,,,,monographic,English,text,print,"2 v. (270 p., [3] leaves of plates; 1-228, 289-315 p., [3] leaves of plates) : ill. ; 15 cm.",Children's stories|||Juvenile fiction|||novel,,"Children|||Conduct of life|||Crusoe, Robinson (Fictitious character)|||Natural history",,,juvenile,,,ocn317459074,
9033414,Tales of the fairies and of the ghost world,,Tales of the Irish fairies,"Curtin, Jeremiah, 1835-1906",,Boston,"Little, Brown, & Co.",1895,,,,,monographic,English,text,print|||unmediated|||volume,"xii, 198 pages ; 20 cm",text,"Thirty beguiling stories of sprites, wraiths, and specters appear here, as they were told to a Smithsonian Institution ethnographer in rural 19th-century Ireland. Stories include ""Tom Connors and the Dead Girl,"" ""Maurice Griffin and the Fairy Doctor,"" ""The Ghost of Sneem,"" ""Tom Moore and the Seal Woman,"" ""The Blood-Drawing Ghost,"" and many more",Tales|||Ghosts|||Fairies,,Munster|||Ireland,,,44031313,ocm04703645,
7897893,Tales of the Punjab told by the people,,,"Steel, Flora Annie Webster, 1847-1929","Temple, Richard Carnac, Sir, 1850-1931|||Kipling, John Lockwood, 1837-1911 (illustrator)",London|||New York,Macmillan and Co.,1894,,,,,monographic,English,text,print|||unmediated|||volume,"xvi, 395 pages, [1] leaf of plates : illustrations ; 19 cm",Folklore|||text,,Panjabis (South Asian people),,,juvenile,,01009724,ocm00387005,
7703182,Tales out of school,,,"Stockton, Frank R., 1834-1902","Riou, Edouard, 1833-1900 (ill)|||Maurand, C. (egr)|||Rand, Avery & Co (prt)|||Franklin Press (Richmond, Va.) (prt)",New York,"Scribner, Armstrong & Co.|||Scribner, Armstrong, and Company","1876, c1875",1876,,1875,,monographic,English,text,print,"iv, 325 p. : ill. ; 23 cm",Children's stories|||Juvenile fiction|||novel,,Nature stories|||Physical sciences|||Animals,,"United States, New York, New York",juvenile,,35028565,ocm02594909|||2594909,
7885263,"Talisman, The",,,,,New York,Elam Bliss,1830,,,,,monographic,English,text,print,334 p. ; 16 cm.,,,,,,,,,ocm82285891,
1025913,"tangled tale, A",,,"Carroll, Lewis, 1832-1898",,London,Macmillan,1885,,,,,monographic,English,text,print,152 p. : ill. ; 19 cm.,,,Mathematical recreations,,,,,,02585247,
1080235,"Tanglewood tales, for girls and boys: being a second wonder-book",,,"Hawthorne, Nathaniel, 1804-1864",,Boston,"Houghton, Mifflin",1881 (,1881,,,,monographic,English,text,print,243 p. ; 15 cm.,,,"Mythology, Classical|||Juvenile literature",,,juvenile,,,10172440,
1004655,Tanglewood tales for girls and boys: being a second Wonder- book,,,"Hawthorne, Nathaniel, 1804-1864","Edwards, George Wharton, 1859-1950",Boston and New York,Houghton Mifflin Co.,c1887,1887,,,,monographic,English,text,print,"iv, 190 p. : ill. ; 27 cm.",,,"Mythology, Classical|||Juvenile literature",,,juvenile,,04016602,15122537,
1004132,Tanglewood tales for girls and boys: being a second Wonderbook,,,"Hawthorne, Nathaniel, 1804-1864",,Boston,"Ticknor, Reed, and Fields",1853,,,,,monographic,English,text,print,"[8], 336 p. plates. 17 cm.",,,"Mythology, Classical|||Juvenile literature",,,juvenile,,07003779,11901317,
1091130,Tartarin of Tarascon,Tartarin de Tarascon. English,,"Daudet, Alphonse, 1840-1897",,Philadelphia,H. Altemus,1899⁾,1899,,,,monographic,French|||English,text,print,"213, 36⁾ p. : ill., port. ; 16 cm.",,,,,,,,,05970923,
1087646,"task, The",,,"Cowper, William, 1731-1800","Cunningham, John H., -1828 (prt)|||Towar & Hogan",Philadelphia,Published by Towar & Hogan,1826,,,,,monographic,English,text,print,208 p. ; 15 cm,,,,,,,,,ocm11423327,
8199833,Tattered Tom: the story of a street Arab,"Tattered Tom, or, The story of a street Arab",Story of a street Arab,"Alger, Horatio, Jr, 1832-1899",,Philadelphia,Henry T. Coates & Co.,"©1871, ©1899",1871,,,,monographic,English,text,print|||unmediated|||volume,282 pages : illustrations ; 20 cm.,text,,,,,juvenile,,,ocm02069427,
9035224,"tattler, or, The history of Patty Steele, The",,Tattler|||History of Patty Steele,"Guernsey, Lucy Ellen, 1826-1899","Avery, Samuel Putnam, 1822-1904 (engraver)","Philadephia, no. 1122 Chestnut Street ;","American Sunday-School Union,|||American Sunday-School Union",[1863],1863,,1863,,monographic,English,text,print|||unmediated|||volume,"393 pages, 4 unnumbered leaves of plates : illustrations ; 18 cm",Fiction|||Juvenile fiction|||Juvenile literature-1863|||Juvenile works|||Sunday school literature-1863|||text,,Gossip,,,juvenile,,2016660465,ocm81170332,
4363895,"Teacher's parting gift to a Sunday-school boy, The",,,,American Sunday-School Union,Philadelphia,American Sunday School Union,[18--?],1800/1899,,,,monographic,English,text,print,36 p. ; 14 cm.,,,"Sermons, American",,,juvenile,,,ocm06281485,
7703295,Teddy and Carrots: two merchants of Newspaper row,,,"Otis, James, 1848-1912","Rogers, W. A. (William Allen), 1854-1931 (ill)|||Colonial Press (Boston, Mass.) (prt)|||Geo. C. Scott & Sons (prt, elt)",Boston,Dana Estes & Co.|||Dana Estes & Company|||C.H. Simonds & Co,c1896,1896,,,,monographic,English,text,print,225 p : ill. ; 21 cm,Juvenile fiction|||novel,,Boys|||Conduct of life|||Success|||Diligence|||Prisoners|||Friendship|||Physicians|||Newspaper vendors|||Revenge,,"United States, Massachusetts, Boston",juvenile,,,ocn867853597,
7893526,"Temperance chimes: Comprising a great variety of new music, glees, songs, and hymns, designed for the use of temperance meetings and organizations, glee clubs, Bands of hope, and the home circle; together with the odes of the Order of the Sons of Temperance and Good Templars",,,"Bradbury, William B. (William Batchelder), 1816-1868","Stearns, J. N. (John Newton), 1829-1895 (jt. ed)",New York,National Temperance Society and Publication House,1867,,,,,monographic,English,notated music,print,1 score (128 p.) 12 x 16 cm.,Music|||Songs and music,,Temperance,,,,,,ocm20681678,
7725319,"Tempest and sunshine, or, Life in Kentucky",,Life in Kentucky,"Holmes, Mary Jane, 1825-1907",,New York,F.M. Lupton,[18--?],1800,,,,monographic,English,text,print,"vi, 375 p. : ill. ; 19 cm",,,,,,,,,ocm01497950,
8474315,"Ten nights in a bar-room, and what I saw there",,,"Arthur, T. S. (Timothy Shay), 1809-1885",,"Philadelphia,","H.T. Coates & Co.,",1882.,1882,,,,monographic,English,text,print|||unmediated|||volume,"vi, 353 pages, 1 leaf of plates : illustration ; 20 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Temperance|||Alcoholism|||Bars (Drinking establishments),,United States,juvenile,,04008610,ocm21983159,
9035675,"ten ton cutter, The",,,"Castlemon, Harry, 1842-1915",,Philadelphia :,"Henry T. Coates & Co.,|||Henry T. Coates & Co",1897.,1897,,,,monographic,English,text,print|||unmediated|||volume,"iii, 425, 2 pages, 4 unnumbered leaves of plates : illustrations ; 19 cm",Fiction|||Juvenile fiction|||Juvenile literature-1897|||Juvenile works|||text,,Youth|||Conduct of life|||Adventure stories|||Boats and boating|||Mothers and sons|||Theft|||Sailors,,,juvenile,,2016657755,ocm03337666,
8215713,That lass o' Lowrie's: a Lancashire story,,,"Burnett, Frances Hodgson, 1849-1924","Ballantyne, Hanson and Co (printer)",London,"Frederick Warne and Co., Bedford Street, Strand|||Frederick Warne (Firm)",1893,,,,,monographic,English,text,print,"320 p., [15] leaves of plates : ill. ; 20 cm.",Black (colour)-blocked bindings (gathered matter components-England-1893|||Children's books-England-1893|||Cloth case bindings-England-1893|||Colour (perceived attribute)-blocked bindings (gathered matter components)-England-1893|||Endpapers-England-1893|||Gold-blocked bindings (gathered matter components-England-1893|||Halftone prints-England-1893|||Novels-England-1893|||Panel stamp bindings-England-1893|||Rib grain cloth bindings-England-1893,,,,"England, London",juvenile,,,ocn913428334,
8215722,That lass o' Lowrie's,,,"Burnett, Frances Hodgson, 1849-1924","Fredericks, Alfred (illustrator)",New York,"Scribner, Armstrong",1877,,,,,monographic,English,text,print|||unmediated|||volume,"vi pages 1 leaf, 269 pages : frontispiece, plates ; 20 cm",Fiction|||Juvenile fiction|||Juvenile works|||Love stories|||text,,Community life|||Friendship|||Women miners|||Romance fiction|||Love stories,,Lancashire|||England|||Lancashire (England),juvenile,,42026161,ocm02341500,
1076978,"Theodore Carleton, or, Perseverance against ill-fortune",,Theodore Carleton|||Perseverance against ill-fortune,"Barbauld, (Anna Letitia), Mrs, 1743-1825",,New York,Kiggins & Kellogg,[185-?],185u,,,,monographic,English,text,print,24 p. : ill. ; 16 cm.,Fiction|||Juvenile fiction|||Juvenile works,A farmer relates overcoming difficult experiences.,Farmers,,,juvenile,,,ocm23438134,
7911832,There was once: grandma's stories,,,"Wilde, Constance, 1858-1898","Leslie, Elsie, 1881-1966 (former owner)|||Nister, Ernest (printer)|||Lawson, John, active 1865-1909 (illustrator)",New York :|||Nuremberg :,"E.P. Dutton & Company,|||Ernest Nister,|||E.P. Dutton (Firm)",[1888?],1888,[1888?],,,monographic,English,text,print|||unmediated|||volume,32 unnumbered pages : illustrations ; 24 cm,Juvenile literature|||Juvenile literature-New York (State)-New York-1888|||Juvenile works|||text,,Children|||Conduct of life,,,juvenile,,,ocn868684978,
4362555,Think before you act,,,"Sherwood, Mary Martha, 1775-1851",,Philadelphia|||New York,G.S. Appleton|||D. Appleton,1847,,,,,monographic,English,text,print,64 p. illus. 15 cm.,,,,,,,,,ocm00561013,
5954510,This little pig went to market,Three little pigs,,,,London,John Lane,[between 1890 and 1910?],1890/1910,,,,monographic,English,text,print,8 p. : col. ill. ; 26 cm.,Juvenile poetry,,Nursery rhymes|||Swine,,,juvenile,,,ocm38643440|||38643440,
8958501,"thorn in the nest, The",,,"Finley, Martha, 1828-1909",,New York :,"Dodd, Mead & Company, publishers,|||Dodd, Mead & Company",[1886],1886,,1886,,monographic,English,text,print|||unmediated|||volume,305 pages ; 20 cm,Fiction|||Juvenile fiction|||Juvenile literature-1886|||Juvenile works|||text,,Christian life,,Pennsylvania,juvenile,,06041218,ocm39373403,
7897273,"three bears, The",Goldilocks and the three bears. English,,,,New York :,"Raphael Tuck & Sons Co. Ltd.,|||Raphael Tuck & Sons",[between 1890 and 1910?],1890/1910,,,,monographic,English,text,print|||unmediated|||volume,12 unnumbered pages : illustrations (some color) ; 24 cm.,Fiction|||Juvenile fiction|||Juvenile works|||text,,Bears|||Fairy tales,,,juvenile,,,ocn952567824,
4648568,"Three famous new songs: called Effects of whiskey, The valley below, Larry O'Gaff",,Effects of whiskey|||Valley below|||Larry O'Gaff,,,Paisley,"Printed by and for G. Caldwell, Jun., bookseller",[1825?],1830,,,,monographic,Scots|||English,text,print,8 p. ; 16 cm.,Songs and music|||Texts,,"Songs, English|||Songs, Scots|||Temperance|||Scots language|||Chapbooks, Scottish",,Scotland|||Ireland,,,,ocm29135081,
8354840,Three hundred Aesop's fables,Aesop's fables. English,,,"Weir, Harrison, 1824-1906 (ill)|||Townsend, George Fyler, 1814-1900|||Greenaway, John, 1816-1890",London|||New York,George Routledge and Sons,[1867],1867,,,,monographic,"Greek, Modern (1453-)|||English",text,print|||unmediated|||volume,"xxxii, 224 pages : illustrations ; 19 cm",Children's stories|||Fables|||Fables-1867|||Fiction|||Juvenile fiction|||Juvenile literature-1867|||Juvenile works|||text,,Children's stories|||Fables|||Conduct of life|||Animals,,,juvenile,,,ocm50382934,
8993247,Three hundred Aesop's fables,Aesop's fables. English,One hundred picture fables with rhymes,,"Townsend, George Fyler, 1814-1900 (translator)|||Weir, Harrison, 1824-1906 (illustrator)|||Hey, Wilhelm, 1789-1854|||Speckter, Otto, 1807-1871 (illustrator)",New York ;,H.M. Caldwell Company|||H.M. Caldwell Co,[between 1896 and 1914],1896/1914,,,,monographic,"Greek, Ancient (to 1453)|||English",text,print|||unmediated|||volume,"xxxii, 224, 110 pages, 10 unnumbered leaves of plates : illustrations (some color) ; 21 cm.",Fiction|||Juvenile fiction|||Juvenile works|||Translations|||Translations into English|||text,,"Animals|||Conduct of life|||Fables, Greek",,,,,,on1004375618,
649795,Three hundred notable books added to the Library of the British Museum under the keepership of Richard Garnett 1890-1899,,,,"Pollard, Alfred W. (Alfred William), 1859-1944|||Proctor, Robert George Collier, 1868-1903|||British Museum, Department of Printed Books.",Edinburgh],Printed by T. and A. Constable for the editors and subscribers,1899,,,,,monographic,English,text,print,"viii, 184 p. incl. front. (port.) illus. (facsims.) 30 cm.",bibliography,,"Rare books|||Incunabula|||Bibliography|||Catalogs|||Garnett, Richard 1835-1906",,,,,06045735 //r,05257381,
7111640,"three little kittens, The",,Three little kittens and their mittens,,"Cogger, Edward P. (engraver)",New York :,"McLoughlin Bros.,|||McLoughlin Bros",[1879?],1879,,,,monographic,English,text,print|||unmediated|||volume,"4 p., [6] leaves of plates : color illustrations ; 19 cm.",Color printing (Printing)|||Juvenile literature-1879|||Juvenile poetry|||Juvenile works|||Pictorial bindings (Binding)|||Poems-1879|||Poetry|||Printed wrappers (Binding)|||Publishers' advertisements-New York (State)-New York|||Relief prints|||text,,Children's poetry|||Picture books for children|||Cats|||Mothers,,"United States, New York, New York",juvenile,,,ocn191237021,
8482973,Three little kittens,,,"Ballantyne, R. M. (Robert Michael), 1825-1894",,London ;,"Thomas Nelson and Sons,|||Thomas Nelson & Sons",1859.,1859,,,,monographic,English,text,print|||unmediated|||volume,"24 pages, 8 unnumbered leaves of plates : color illustrations, music ; 25 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Cats|||Kittens,,,juvenile,,,ocm37517301,
7864111,Three little maids from school,,,"Boyle, Marie.",,London|||New York,"Ernest Nister|||E.P. Dutton & Co.|||Nister, Ernest|||E.P. Dutton (Firm)",[ca. 1890],1890,,,,monographic,English,text,print|||unmediated|||volume,[12] p. : ill. (some col.) ; 95 mm.,Chromolithographs-Germany-1890-1900|||Fiction|||Juvenile fiction|||Juvenile literature-England-London-1890|||Juvenile works|||text,,Sisters|||Dogs,,,juvenile,,,ocm11332905,
7091529,Three little sisters,,,"Marshall, Emma, 1830-1899",,London|||New York,James Nisbet & Co.|||Dutton,1871,,,,,monographic,English,text,print,"176, 8 p., [3] leaves of plates : ill. ; 16 cm.",Juvenile fiction,,Families|||Sisters|||Motherless families|||Fatherless families|||Christian life|||Love|||Religious aspects|||Grandfathers,,England,juvenile,,,ocm63091681,
1150634,Three Margarets,,,"Richards, Laura Elizabeth Howe, 1850-1943",,Boston,D. Estes & Co.,c1897,1897,,,,monographic,English,text,print,244 p. : ill. ; 18 cm.,,,,,,juvenile,,04016830,04059203,
8062301,Three men in a boat: to say nothing of the dog,,,"Jerome, Jerome K. (Jerome Klapka), 1859-1927","Frederics, A., active 1877-1889",Bristol,J.W. Arrowsmith,1889,,,,,monographic,English,text,print|||unmediated|||volume,315 pages : illustrations ; 19 cm,Fiction|||text,,Male friendship|||Boats and boating|||Freundeskreis|||Wasserwandern,,Thames River (England)|||England|||Thames River,,,2002554464,ocm04020252,
9152903,Three operettas,Operettas. Selections Vocal score,3 little kittens of the land of Pie|||7 old ladies of Lavender Town,"Weil, Oscar, 1840-1921","Bunner, H. C. (Henry Cuyler), 1855-1896|||Weil, Oscar, 1840-1921",New York,Harper & Brothers Publishers,1897,,,,,monographic,English,notated music,print|||electronic resource|||remote|||unmediated|||volume,1 vocal score (63 pages) : illustrations ; 22 x 29 cm.,Juvenile|||Vocal scores with piano|||notated music,,Musicals|||Operas|||Vocal scores with piano,,,,,,ocm06569253|||6569253,http://hdl.handle.net/1802/26095
8483532,"three paths, The",,,"Kavanagh, Julia, 1824-1877",,Boston :,"William H. Hill, Jr. & Co.,",1866.,1866,,,,monographic,English,text,print|||unmediated|||volume,"219 pages, 4 unnumbered leaves of plates : illustrations ; 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,"The youthful adventures of the son of a French Marquis, the son of a doctor, and the son of a gypsy on a path to knowledge.",Children|||Conduct of life|||Runaway children|||Pride and vanity|||Education,,,juvenile,,,ocm34840074,
763755,Three proverb stories,Proverb stories,,"Alcott, Louisa May, 1832-1888","Andrew, John, 1815-1870|||Hoppin, Augustus, 1828-1896",Boston,"Loring, Publisher, 205 Washington Street","[approximately 1871], ©1868",1871,,1868,,monographic,English,text,print|||unmediated|||volume,"148 pages, [4] leaves of plates : illustrations ; 18 cm",Juvenile literature|||Juvenile works|||text,,Conduct of life|||Families,,,juvenile,,,ocm17286339,
9041229,Three Vassar girls abroad: rambles of three college girls on a vacation trip through France and Spain for amusement and instruction : with their haps and mishaps,,,"Champney, Elizabeth W. (Elizabeth Williams), 1850-1922","Champney, James Wells, 1843-1903 (illustrator)|||John Wilson and Son (printer)|||Boston Stereotype Foundry (stereotyper)","Boston :|||Cambridge, Mass. :","Estes and Lauriat,|||John Wilson & Son, University Press|||Boston Stereotype Foundry, No. 4 Pearl Street|||Estes & Lauriat",1883.,1883,,,,monographic,English,text,print|||unmediated|||volume,236 pages : illustrations ; 22 cm,Fiction|||Juvenile literature-Massachusetts-Boston-1883|||text,,Women travelers|||Travel|||Description and travel,,France|||Spain,juvenile,,04023105,ocm04699643,http://hdl.loc.gov/loc.gdc/scd0001.00206765914
1139992,Three Vassar girls in Italy: a holiday excursion of three college girls through the classic lands,,,"Champney, Elizabeth W. (Elizabeth Williams), 1850-1922",,Boston,Estes and Lauriat,"1886, c1885",1886/1885,,,,monographic,English,text,print,"viii, 240 p. : ill. ; 22 cm.",,,Description and travel,,Italy,,,04023113,26692605,
7670730,Through the looking-glass: and what Alice found there,,,"Carroll, Lewis, 1832-1898","Tenniel, John, 1820-1914 (ill)|||Norwood Press (prt)|||J.S. Cushing & Co (prt)|||Berwick & Smith (prt)",New York|||Boston,Thomas Y. Crowell & Co.|||Thomas Y. Crowell Company,c1893,1893,,,,monographic,English,text,print,"7, 11-230 p., [6] leaves of plates : ill. (some col.) ; 17 cm.",Children's poetry|||Juvenile literature,,"Imagination|||Curiosity|||Decision making|||Wit and humor, Juvenile|||Children|||Conduct of life|||Adventure and adventurers|||Illusion (Philosophy)|||Dreams|||Imaginary places|||Fantasy|||Queens|||Chess|||Twins|||Unicorns|||Animals|||Insects|||Flowers|||Portmanteau words|||(Fictitious character from Carroll) Alice",,"United States, Massachusetts, Boston|||United States, New York, New York",juvenile,,12031246,ocm02495469|||2495469,
750634,Through the looking glass: and what Alice found there,,,"Carroll, Lewis, 1832-1898","Tenniel, John, 1820-1914 (illus)",London,Macmillan and Co.,1872,,,,,monographic,English,text,print,5p.l. [1]-224p. : ill. ; 18 cm.,,,,,,,,,01960709,
1650395,Through the looking-glass and what Alice found there,Through the looking-glass,,"Carroll, Lewis, 1832-1898","Tenniel, John, 1820-1914 (ill)",New York|||London,Macmillan Co.|||Macmillan & Co.,1898,,,,,monographic,English,text,print,"viii, 224 p. : ill. ; 19 cm.",,"In this sequel to ""Alice in Wonderland,"" Alice goes through the mirror to find a strange world where curious adventures await her.",,,,juvenile,,,07026284,
7670568,Through the looking glass: and what Alice found there,,,"Carroll, Lewis, 1832-1898","Tenniel, John, 1820-1914 (ill)",Philadelphia,Henry Altemus Co.|||Henry Altemus Company,c1897,1897,,,,monographic,English,text,print,"209, [2], 9, [7] p., [3] leaves of plates : ill. (some col.) ; 17 cm.",Children's poetry|||Juvenile literature,"In this sequel to Alice in Wonderland, Alice climbs through a mirror in her room and enters a world similar to a chess board where she experiences many curious adventures with its fantastic inhabitants.","Imagination|||Curiosity|||Decision making|||Wit and humor, Juvenile|||Children|||Conduct of life|||Adventure and adventurers|||Illusion (Philosophy)|||Dreams|||Imaginary places|||Fantasy|||Queens|||Chess|||Twins|||Unicorns|||Animals|||Insects|||Flowers|||Portmanteau words|||(Fictitious character from Carroll) Alice",,"United States, Pennsylvania, Philadelphia",juvenile,,,ocm02274716|||2274716,
7689714,Through the looking-glass,,,"Carroll, Lewis, 1832-1898","McManus, Blanche, 1869-1935 (ill)|||A. Wessels Company",New York,A. Wessels,c1899,1899,,,,monographic,English,text,print,p. 127-255 : col. ill. ; 26 cm.,Juvenile literature,,Children|||Conduct of life|||(Fictitious character from Carroll) Alice,,,juvenile,,,ocm07467826|||7467826,
1032491,Through the meadows,,,"Weatherly, F. E. (Frederic Edward), 1848-1929","Edwards, M. Ellen (Mary Ellen) (illus)|||Staples, John C. (illus)",New York,E. P. Dutton,1885?⁾,1800/1899,,,,monographic,English,text,print,64 p. : col. ill. ; 23 cm.,,,Children's poetry,,,juvenile,,,04546096,
6827929,"Tick, tick, tick, and other rhymes",Mother Goose,,,Waterbury Watch Co,New York,,188-?],1880/1889,,,,monographic,English,text,print,[8] p. illus. (part col.) 12 cm.,Children's poetry,,Advertising watches,,,,,72203786,ocm00605577,
9028833,"tiger prince, or, Adventures in the wilds of Abyssinia, The",,Adventures in the wilds of Abyssinia,"Dalton, William, 1821-1875",,Boston,"Roberts Brothers, publishers|||Roberts Brothers (Boston, Mass.)",1865,,,,,monographic,English,text,print|||unmediated|||volume,"311 pages, [4] leaves of plates : illustrations ; 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Courage|||Friendship|||National characteristics|||Adventure stories|||Nature stories|||Travel|||Description and travel,,Ethiopia,,,,ocm00405482,
9028458,"Tim and Tip, or, The adventures of a boy and a dog",,Tim and Tip|||Adventures of a boy and a dog,"Otis, James, 1848-1912","Rogers, W. A. (William Allen), 1854-1931 (illustrator)",New York,Harper & Brothers|||Harper & Brothers,©1883,1883,,,,monographic,English,text,print|||unmediated|||volume,"179, 6 pages : illustrations ; 17 cm",Fiction|||Juvenile fiction|||Juvenile works|||Publishers' catalogues-1883|||novel|||text,,Children|||Conduct of life|||Ship captains|||Aunts|||Dogs|||Bears|||Hunting|||Death,,"United States, New York, New York",juvenile,,12034819,ocm02159116,
7109712,"Tim, the scissors grinder, or, Loving Christ and serving him",Boston recorder,Loving Christ and serving him,"Leslie, Madeline, 1815-1893|||Baker, A. R. (Abijah Richardson), 1805-1876","Chandler, Victor L. L., approximately 1836- (engraver)|||Bazin and Chandler (printer)",Boston :,"Henry Hoyt, no. 9 Cornhill.,|||Hoyt, Henry",[1861],1861,,,,monographic,English,text,print|||unmediated|||volume,232 pages 4 unnumbered leaves of plates : illustrations ; 18 cm,Fiction|||Juvenile fiction|||Juvenile works|||text,,Child labor|||Temperance|||Conversion|||Blind children|||School children|||Educators|||Child abuse,,"United States, Massachusetts, Boston",juvenile,,45046882,ocn191235901,
465239,"Timboo and Joliba, or, The art of being useful",,The art of being useful,"Abbott, Jacob, 1803-1879","Abbott, Jacob, 1803-1879",New York,Harper & Brothers,c1855,1855,,,,monographic,English,text,print,160 p. : ill. ; 17 cm.,,,,,,,,,16669158,
7941438,"Timothy's quest: a story for anybody, young or old, who cares to read it",,,"Wiggin, Kate Douglas Smith, 1856-1923",,Boston,Houghton Mifflin,"1892, ©1890",1892,,1890,,monographic,English,text,print|||unmediated|||volume,"v, 201 pages ; 18 cm",Fiction|||Juvenile works|||text,,Runaway children|||Ethnicity|||Orphans,,Canada,,,,ocm05720225,
5818622,"Timothy's quest: a story for anybody, young or old, who cares to read it",,,"Wiggin, Kate Douglas Smith, 1856-1923",,Boston|||New York,Houghton Mifflin Co.,c1890,1890,,,,monographic,English,text,print,"[4], v, [7]-201 p. ; 19 cm.",Juvenile literature,,Orphans,,,juvenile,,08037036,ocm32154206,
