,term,count
0,and,3
1,of,2
2,books,2
3,notices,1
4,notebook,1
5,containing,1
6,summaries,1
7,personal,1
8,reviews,1
9,journal,1
10,entries,1
11,accounting,1
12,daily,1
13,life,1
14,travels,1
