,id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor,collection_id
206,31735044221632,"The Lovers of Allianora,",,,1917-04-27,1917-04-27T00:00:00,"April 27, 1917",,text,,,archival document,,,,,Pitt Players Records,"I. Programs, 1916-1960",Folder 2,ULS Special Collections Department,University of Pittsburgh,collection.10|||collection.8
207,31735044221640,"Bound in Morocco,",,,1922-04,1922-04-01T00:00:00,April 1922,,text,,,archival document,,,,,Cap and Gown Club Records,,"Box 1, Folder 13",ULS Special Collections Department,University of Pittsburgh,collection.8|||collection.10
208,31735044221657,"The Diamond Girl,",,,1920-05,1920-05-01T00:00:00,May 1920,,text,,,archival document,,,,,Cap and Gown Club Records,,"Box 1, Folder 11",ULS Special Collections Department,University of Pittsburgh,collection.8|||collection.10
209,31735044221673,"When Pitt Was Young,",,,1909-05-14,1909-05-14T00:00:00,"May 14, 1909",,text,,,archival document,,,,,Cap and Gown Club Records,,"Box 1, Folder 2",ULS Special Collections Department,University of Pittsburgh,collection.8|||collection.10
210,31735044221681,"Done and Undone,",,,1921-04,1921-04-01T00:00:00,April 1921,,text,,,archival document,,,,,Cap and Gown Club Records,,"Box 1, Folder 12",ULS Special Collections Department,University of Pittsburgh,collection.8|||collection.10
211,31735044221699,"Dr. Divorce,",,,1917-01-16,1917-01-16T00:00:00,"January 16, 1917",,text,,,archival document,,,,,Cap and Gown Club Records,,"Box 1, Folder 9",ULS Special Collections Department,University of Pittsburgh,collection.8|||collection.10
212,31735044221723,"Vaudeville show,",,,1918-03,1918-03-01T00:00:00,March 1918,,text,,,archival document,,,,,Cap and Gown Club Records,,"Box 1, Folder 10",ULS Special Collections Department,University of Pittsburgh,collection.8|||collection.10
213,31735044221731,"Suite Sixteen,",,,1916-02,1916-02-01T00:00:00,February 1916,,text,,,archival document,,,,,Cap and Gown Club Records,,"Box 1, Folder 8",ULS Special Collections Department,University of Pittsburgh,collection.8|||collection.10
214,31735044221764,"The Little Suffragette,",,,1914-03,1914-03-01T00:00:00,March 1914,,text,,,archival document,,,,,Cap and Gown Club Records,,"Box 1, Folder 6",ULS Special Collections Department,University of Pittsburgh,collection.8|||collection.10
215,31735044221772,"The Maxixe Girl,",,,1915-02,1915-02-01T00:00:00,February 1915,,text,,,archival document,,,,,Cap and Gown Club Records,,"Box 1, Folder 7",ULS Special Collections Department,University of Pittsburgh,collection.8|||collection.10
216,31735044221806,"Cupid's Capers,",,,1912-05-15,1912-05-15T00:00:00,"May 15, 1912",,text,,,archival document,,,,,Cap and Gown Club Records,,"Box 1, Folder 4",ULS Special Collections Department,University of Pittsburgh,collection.8|||collection.10
217,31735044221814,"Here and There,",,,1910-05-12,1910-05-12T00:00:00,"May 12, 1910",,text,,,archival document,,,,,Cap and Gown Club Records,,"Box 1, Folder 3",ULS Special Collections Department,University of Pittsburgh,collection.8|||collection.10
218,31735061845297,"My Heart's in the Highlands,",,,1940-11,1940-11-01T00:00:00,November 1940,,text,,,archival document,,,,,Pitt Players Records,"I. Programs, 1916-1960",Folder 5,ULS Special Collections Department,University of Pittsburgh,collection.10|||collection.8
219,31735067444251,"Theatre program - Fedora with Sarah Bernhardt,",,,,,"March 23, 1892",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
220,31735068203458,"Theatre program - The Idiot Witness; The Boston Jubilee, and To Paris and Back For Five Pounds!,",,,,,"March 5, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
221,31735068203466,"Program - Mercantile Library Lectures, Dramtic Readings with Mary Frances Scott-Siddons,",,,,,"February 8, 1869",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
222,31735068203474,"Opera program - The Daughter of the Regiment,",,,,,"October 28, 1871",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
223,31735068203482,"Theatre program - Thompson Opera Company in The Mikado,",,,,,"September 13, 1886",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
224,31735068203490,"Advertising - Annie Pixley in a magnificent repertoire,",,,,,"November 24, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
225,31735068203516,"Theatre program - The Dagger and the Cross with Robert B. Mantell,",,,,,"September 11, 1899",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
226,31735068203524,"Theatre program - The Spectre Bridgroom or, A Ghost in Spite of Himself!; and Waddy, The Fat Boy!,",,,,,"May 29, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
227,31735068203565,"Theatre Program - Galba, The Gladiator with Frederick Warde,",,,,,"October 3, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
228,31735068203573,"Theatre program - Les Miserables; The Intelligence Office; Local Troubles, or the Deputy's Morning Court",,,,,,,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
229,31735068203581,"Advertising - Mercantile Library Lectures, Mrs Scott-Siddons At the Academy of Music,",,,,,"February 8, 1869",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
230,31735068203607,"Theatre program - Camille with Clara Morris and Henry Miller,",,,,,"May 2, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
231,31735068203615,"Theatre program - Our Angel with Lizzie Evans for the grand opening of the Bijou Theatre,",,,,,"September 5, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
232,31735068203623,"Theatre program - She,",,,,,"April 2, 1888",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
233,31735068203631,"Theatre program - The Corsican Brothers with Robert B. Mantell,",,,,,"May 15, 1899",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
234,31735068203649,"Concert program - Grand Concert of Scottish Songs, by Hamilton Corbett,",,,,,"April 19, 1880",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
235,31735068203680,"Theatre Program - Lost in the Snow,",,,,,"October 10, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
236,31735068203698,"Advertising - Interesting Religious Service,",,,,,"January 12, 1868",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
237,31735068203706,"Ticket - Mercantile Library Lectures, John B. Gough,",,,,,"January 16, 1869",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
238,31735068203722,"Opera program - Emma Abbott Grand English Opera Company in Lucretia Borgia; The Mikado; Bohemian Girl; Il Travatore; Crispino; Linda of Chamouni; ; Mignon; Chimes of Normandy,",,,,,"April 25, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
239,31735068203730,"Theatre program - The Jilt with Dion Boucicault,",,,,,"May 14, 1888",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
240,31735068203748,"Theatre program - Erminie,",,,,,"February 18, 1889",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
241,31735068203755,"Theatre program - Dr. Jekyll and Mr. Hyde with Richard Mansfield,",,,,,"November 7, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
242,31735068203797,"Theatre Program - Julius Caesar with Edwin Booth and Lawrence Barrett,",,,,,"November 21, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
243,31735068203805,"Theatre Program - A Parlor Match with Evans and Hoey,",,,,,"October 24, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
244,31735068203813,"Program - Henry Nicholls' Recitals from Memory,",,,,,"December 17, 1868",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
245,31735068203821,"Program - Mercantile Library Lectures, Dramatic Readings with Mary Frances Scott-Siddons,",,,,,"February 11, 1869",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
246,31735068203839,"Theatre program - Nordeck and The Three Guardsmen with Frank Mayo,",,,,,"September 20, 1886",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
247,31735068203847,"Theatre program - Theodora with Lillian Olcott,",,,,,"March 21,1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
248,31735068203854,"Theatre program - The Shaughraun with Dion Boucicault,",,,,,"May 14, 1888",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
249,31735068203862,"Theatre program - The White Slave,",,,,,"October 2, 1893",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
250,31735068203870,Theatre program - Maurithus & Martinnette Bros. Pantomine Little Bo Peep; John Mayon; and Rodgers & Owens' Shadowgraphs!,,,,,,,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
251,31735068203912,"Theatre Program - Richard III with Frederick Warde,",,,,,"October 4, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
252,31735068203920,"Theatre Program - Lagardere,",,,,,"December 12, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
253,31735068203938,"Advertising - Mercantile Library Lectures, A Struggle for Life,",,,,,"January 25, 1869",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
254,31735068203946,"Ticket - Mercantile Library Lectures, Henry Nicholls,",,,,,"December 18, 1868",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
255,31735068203953,"Theatre program - The Humming Bird with Nate Salsbury and Nillie McHenry,",,,,,"December 27, 1886",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
256,31735068203961,"Theatre program - My Partner with Louis Aldrich,",,,,,"February 14, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
257,31735068203979,"Theatre program - Tin Soldier,",,,,,"November 19, 1888",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
258,31735068203987,"Theatre program - The Honeymoon with Margaret Mather,",,,,,"February 13, 1888",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
259,31735068203995,"Concert program - Mexican National Band,",,,,,"August 10, 1885",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
260,31735068204035,"Theatre Program - Brutus or The Fall of Tarquin! with Frederick Warde,",,,,,"October 3, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
261,31735068204076,"Theatre program - Virginius with Frederick Warde and Elizabeth Crocker Bowers,",,,,,"November 17, 1890",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
262,31735068204084,"Vaudeville program - An Old Love Story with Auguste Van Biene and Miss Lena Burnleigh; the American Biograph owned and operated by the American Mutoscope Co.; etc,",,,,,"November 29, 1897",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
263,31735068204092,"Vaudeville program - A Parisian Romance; Billy Van; Prof. Morris' Trained Ponies,",,,,,"April 10, 1899",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
264,31735068204100,"Theatre program - Bandmann-Beaudet Comapny in The Hunchback; The Merchant of Venice, Romeo and Juliet, and Othello,",,,,,"December 28, 1885",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
265,31735068204126,Ticket - Little Barefoot,,,,,,,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
266,31735068204134,"Theatre broadside - Bartley Campbell's Old Dusquesne!,",,,,,"April 21, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
267,31735068204142,"Theatre program - The Cricket on the Hearth!; and That Blessed Baby! with Mr. J. L. Toole,",,,,,"April 27, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
268,31735068204159,"Vaudeville program - Tony Pastor's Troupe in The Fisherman!; Black Troubadours; and Nervous Dutchman!,",,,,,"May 19, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
269,31735068204167,"Theatre program - Richelieu! with Mr. Charles Pope,",,,,,"October 6, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
270,31735068204175,"Theatre Program - Harbor Lights,",,,,,"February 13, 1888",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
271,31735068204183,"Theatre Program - A Midnight Bell,",,,,,"November 12, 1889",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
272,31735068204209,"Vaudeville program - Rosedale with Mr. Joseph Haworth; Jane Whitbeck; Centure Bros.; etc,",,,,,"June 14, 1897",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
273,31735068204217,"Advertising - Davy Crocket with Edwin F. Mayo,",,,,,"September 6, 1886",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
274,31735068204225,"Theatre program - Fanchon, The Cricket with Cora Van Tassel,",,,,,"February 23, 1885",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
275,31735068204233,Theatre program - Little Barefoot! with Miss Annie Zern,,,,,,,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
276,31735068204258,"Theatre program - Off the Line!; Old Friends!; and Ici on Prale Francais! with Mr. J. L. Toole,",,,,,"April 30, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
277,31735068204266,"Theatre program - Musette or, The Secret of Guilde Court with Lotta,",,,,,"February 18, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
278,31735068204274,"Concert program - With Theresa Titiens; Arabella Goddard; Inez Kennedy; Baccei; Orlandini; and Mark Keiser,",,,,,"January 3, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
279,31735068204290,"Theatre Program - The Deacon's Daughter; The Charity Girl; and M'Liss with Miss Annie Pixley,",,,,,"January 2, 1888",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
280,31735068204308,"Theatre Program - Carmen with Emma Juch; Il Trovatore; The Bohemian Girl; Postilion of Lonjumeau; Faust; Mignon; Maritana; and The Freischutz,",,,,,"December 23, 1889",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
281,31735068204316,"Opera program - Carmen with Emma Juch,",,,,,"November 16, 1891",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
282,31735068204324,"Vaudeville program - The Lottery of Love; Morris' Famous Pony Circus; etc,",,,,,"January 25, 1897",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
283,31735068204332,"Vaudeville program - Yankee in Love; B. and B. with Maggie Willet and Harry Thorne; etc,",,,,,"March 10, 1884",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
284,31735068204340,"Vaudeville program - Prof. E.M. Worth lecture; Hick's and Sawyer's Consolidated Colored Minstrels,",,,,,"September 13, 1886",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
285,31735068204357,"Theatre program - All for Her!; and Nan, the Good for Nothing with Miss Annie Zern,",,,,,,,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
286,31735068204365,"Advertising - Everybody's Friend!; and Michael Erie!,",,,,,"December 24, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
287,31735068204373,"Opera program - Madame L'archiduc! with Miss Emily Soldene,",,,,,"February 24, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
288,31735068204381,"Theatre program - Morning Call; The Soldier's Daughter with Laura Keene,",,,,,"May 2, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
289,31735068204399,"Theatre program - Humpty Dumpty with James S. Maffitt,",,,,,"February 5, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
290,31735068204415,"Theatre Program - The Vice Admiral,",,,,,"May 7, 1888",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
291,31735068204423,"Theatre Program - The Henrietta with Stuart Robson and WM. H. Crane,",,,,,"March 11, 1889",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
292,31735068204431,"Theatre program - Romeo and Juliet with Julia Marlowe,",,,,,"May 23, 1892",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
293,31735068204449,"Vaudeville program - Nita's First; Rossow Midgets; Carr & McLeod; Mlle. Chalet; Tom Mack,",,,,,"January 24, 1898",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
