,id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor,collection_id
380,31735068209059,"Theatre program - The Unequal Match! with Jane Coombs,",,,,,"January 15, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
381,31735068209083,"Theatre program - Dundreary Married and Settled! with E.A. Sothern,",,,,,"April 27, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
382,31735068209117,"Theatre program - Furbish's Fifth Avenue Combination in Two Orphans,",,,,,"October 26, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
383,31735068209125,"Theatre program - Richard III with Barry Sullivan,",,,,,"November 9, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
384,31735068209141,"Opera program - Trial by Jury!; and Les Bavards with Alice Oates,",,,,,"December 4, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
385,31735068209174,"Theatre program - Macbeth with Barry Sullivan,",,,,,"February 3, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
386,31735068209265,"Theatre program - Twelve Temptations!,",,,,,"December 28, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
387,31735068209299,"Theatre program - Hamlet with Barry Sullivan,",,,,,"February 4, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
388,31735068209307,"Theatre program - Mighty Dollar! with William J. Florence and Malvina Florence,",,,,,"March 7, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
389,31735068209331,"Burlesque program - Bryant's Minstrels in Soiree d'Ethiope! and Dark Deeds in Dixey!; Walters and Morton; etc.,",,,,,"June 22, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
390,31735068209364,"Theatre program - Richelieu! or, The Conspiracy with Barry Sullivan,",,,,,"November 8, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
391,31735068209380,"Theatre program - Victor of Rhe! or, Risen from the Dead with J. Newton Gotthold,",,,,,"December 22, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
392,31735068209414,"Theatre program - Avalanche! or, Under the Snow with Effie E. Ellsler,",,,,,"February 22, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
393,31735068209422,"Theatre program - Musette with Lotta Crabtree,",,,,,"March 24, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
394,31735068211279,"Theatre program - Galatea or, the Statue; and Leah, the Forsaken with Katherine Randolph,",,,,,"October 3, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
395,31735068211295,"Theatre program - Everybodie's Friend with John E. Owens and Minnette Thompson,",,,,,"November 21, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
396,31735068211394,"Theatre program - No Thoroughfare! with Charles Fechter and Lizzie Price,",,,,,"October 18, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
397,31735068211527,"Theatre program - Our American Cousin! with E.A. Sothern,",,,,,"November 7, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
398,31735068211576,"Souvenir benefit program - Two Orphans with Kate Claxton,",,,,,"March 2, 1877",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
399,31735068211642,"Theatre program - Hornet's Nest! and Dundreary Married & Settled! with E.A. Sothern,",,,,,"November 10, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
400,31735068211683,"Theatre program - Conn In The Shaughraun with Dion Boucicault,",,,,,"February 15, 1877",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
401,31735068211741,"Theatre program - Monte Cristo with Charles Fechter and Lizzie Price,",,,,,"October 28, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
402,31735068211766,"Theatre program - Romeo and Juliet with Adelaide Neilson and Eben Plympton,",,,,,"November 15, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
403,31735068211840,"Theatre program - Victims!; and Solon Shingle! with John E. Owens,",,,,,"September 12, 1877",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
404,31735068211915,"Theatre program - Reopening of the Fulton Give 'Em Hell Harry,",,,,,"May 31, 1991",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"II. 20th Century Pittsburgh Theatres, 1901-current",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
405,31735068211923,"Opera program - Pittsburgh Opera Aida,",,,,,"October 7, 1971",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"II. 20th Century Pittsburgh Theatres, 1901-current",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
406,31735068211931,"Concert program - Inaugural Concert at Heinz Hall by the Pittsburgh Symphony Orechestra,",,,,,"September 11, 1971",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"II. 20th Century Pittsburgh Theatres, 1901-current",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
407,31735068211949,"Vaudeville program - Houdini Chinese Water Torture Cell performance,",,,,,"November 6, 1916",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"II. 20th Century Pittsburgh Theatres, 1901-current",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
408,31735068211956,"Vaudeville program - The Grand Conservatory Female Serenaders!; The Great Classical Living Statue Troupe; Live Indian!; etc,",,,,,"January 7, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
409,31735068211964,"Theatre program - Much Ado About Nothing at the house of Mr. William Thaw,",,,,,"January 17, 1879",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
410,31735068212079,"Vaudeville program - Kernell & Thatchers Minstrels!; Rip Van Winkle or, The Sleep of Twenty Years with Billy DeVere; etc",,,,,,,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
411,31735068212087,"Opera program - The Boston Ideal Opera Company in Musketeers,",,,,,"April 18, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
412,31735068212194,"Vaudeville program - Houdini performance,",,,,,"February 23, 1925",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"II. 20th Century Pittsburgh Theatres, 1901-current",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
413,31735068212202,"Opera program - The Conried English Opera Company in The Gypsy Baron with Laura Bellini,",,,,,"February 21, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
414,31735068212327,"Opera program - The Temple Theater Comic Opera Company in The Little Tycoon,",,,,,"March 28, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
415,31735068212434,"Vaudeville program - Miss Ettie Romaine; Squire for a Day; etc.,",,,1875-12,1875-12-01T00:00:00,December 1875,,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
416,31735068212442,"Theatre Program - Meg Merrilies with Francesca Janauschek,",,,,,"January 17, 1887",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
417,31735068212459,"Opera program - Baba with Belle Howitt and William H. Fitzgerald,",,,,,"August 28, 1877",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
418,31735068212491,"Theatre program - The Danites with McKee Rankin and Kitty Blanchard,",,,,,"September 21, 1878",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
419,31735068212517,"Theatre program - H. M. S. Pinafore with Effie Ellsler,",,,,,"March 15, 1879",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
420,31735068212525,"Burlesque program - Colville Opera Burlesque Co. in Il Trovatore, or, The Mother, The Maiden, and The Musicianer,",,,,,"April 20, 1880",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
421,31735068212533,"Theatre program - Herrmann the Great performance,",,,,,"January 3, 1881",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
422,31735068212541,"Theatre program - Frou-Frou! with Helena Modjeska,",,,,,"March 9, 1883",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
423,31735068212566,"Theatre program - Princess Ida! or, Castle Adamant,",,,,,"April 14, 1884",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
424,31735068212624,"Burlesque program - Emerson's Megatherian Minstrels in Schoolcraft's Visit; Frank Naoni; Harry Robinson; etc.,",,,,,"October 25, 1879",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
425,31735068212632,"Theatre program - Ingomar with Mary Anderson and John W. Norton,",,,,,"February 8, 1879",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
426,31735068212640,"Theatre program - Zip or, Point Lynde Light with Lotta Crabtree,",,,,,"January 29, 1880",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
427,31735068212657,"Theatre program - Rip Van Winkle with Joseph Jefferson,",,,,,"February 21, 1881",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
428,31735068212665,"Burlesque program - Haverly's Mastodon Minstrels performing The Old Kentucky Home! and Her Majesty's Opera!,",,,,,"October 9, 1882",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
429,31735068212673,"Theatre program - The White Slave!,",,,,,"February 5, 1883",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
430,31735068212681,"Theatre program - The Bandit King with James. H. Wallick,",,,,,"September 28, 1885",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
431,31735068212731,"Theatre program - Othello with Edwin Booth,",,,,,"April 13, 1878",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
432,31735068212749,"Theatre program - Fanchon with Maggie Mitchell and William Harris,",,,,,"September 21, 1879",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
433,31735068212756,"Theatre program - Little Em'ly with George Fawcett Rowe,",,,,,"January 23, 1879",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
434,31735068212764,"Theatre program - Sharps and Flats with Stuart Robson and William H. Crane,",,,,,"October 23, 1880",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
435,31735068212772,"Theatre program - The Rivals with Joseph Jefferson,",,,,,"February 21, 1881",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
436,31735068212780,"Opera program - Three Pair of Shoes with Marie Geistinger,",,,,,"April 20, 1883",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
437,31735068212798,"Opera program - Boccaccio; or, The Prince of Palermo with Marie Geistinger,",,,,,"April 21, 1883",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
438,31735068212806,"Theatre program - Anselma with Madame Janish,",,,,,"October 19, 1885",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
439,31735068212855,"Theatre program - The Danites with McKee Rankin and Kitty Blanchard,",,,,,"January 9, 1878",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
440,31735068212863,"Opera program - Evangeline!,",,,,,"May 3, 1879",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
441,31735068212871,"Theatre program - Sarah's Young Man! and Comedy of Errors with Stuart Robson and William H. Crane,",,,,,"November 8, 1879",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
442,31735068212889,"Vaudeville program - Ingomar; The Rough Diamond; J. A. Hoffman; and the Baer Brothers benefit performance for Harry Ellsler,",,,,,"June 9, 1881",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
443,31735068212897,"Opera program - The Emma Abbott Grand Opera Company in Olivette,",,,,,"November 24, 1881",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
444,31735068212905,"Opera program - The Bat; or 14 Days with Marie Geistinger,",,,,,"April 19, 1883",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
445,31735068212913,"Opera program - The C.D. Hess Acme English Opera Co. in The Mascotte!,",,,,,"March 3, 1883",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
446,31735068212921,"Theatre program - The Merry Wives of Windsor with Stuart Robson and William H. Crane,",,,,,"September 27, 1886",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
447,31735068212970,"Opera Program - Mignon with C. L. Kellogg, Marie Roze, and A. L. Federico,",,,,,"January 29, 1878",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
448,31735068212988,"Opera program - Huguenots with Clara Kellogg,",,,,,"March 31, 1879",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
449,31735068212996,"Burlesque program - Haverly's United Mastodon Minstrels in Pea-Tea Bar-None's; Sam Devere; Harry Kennedy; etc.,",,,,,"November 25, 1879",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
450,31735068213002,"Opera program - H.B. Mahn's English Comic Opera Company in Boccaccio,",,,,,"January 15, 1881",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
451,31735068213010,"Theatre program - The World,",,,,,"October 2, 1882",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
452,31735068213028,"Opera program - Mardi-Gras! with Marie Geistinger,",,,,,"April 17, 1883",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
453,31735068213036,"Opera program - The C.D. Hess Acme English Opera Co. in Fra Diavolo!,",,,,,"March 3, 1883",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
454,31735068213044,"Theatre program - Comedy of Errors with Stuart Robson and William H. Crane,",,,,,"April 5, 1886",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
455,31735068220361,"Theatre program - Off the Record,",,,,,"October 10, 2001",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"II. 20th Century Pittsburgh Theatres, 1901-current",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
456,31735068222680,"Advertising - Family Jars!; Too Attentive by Half!; Naval Engagements!; and Loan of a Lover!,",,,,,"October 23, 1875",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
457,31735068222698,"Theatre program - Pink Dominos! with Chas. F. Coghlan and Agnes Booth,",,,,,"October 19, 1877",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
458,31735068222706,"Theatre program - Our American Cousin! with E.A. Sothern,",,,,,"April 29, 1876",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
459,31735068222714,"Theatre program - Seven Guitars,",,,2016-08,2016-08-01T00:00:00,August 2016,,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"II. 20th Century Pittsburgh Theatres, 1901-current",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
460,31735068223340,"Theatre program - Grand opening of the Benedum Center Purely Pittsburgh, Pilobolus Dance Theatre, Rosemary Clooney, Lionel Hampton, and George Benson with Nathan Davis and the Pittsburgh Jazz Orchestra,",,,,,"September 25, 1987",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"II. 20th Century Pittsburgh Theatres, 1901-current",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
461,31735068223746,"Opera program - Bohemian Girl! by the Gounod Club,",,,,,"December 17, 1874",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
462,31735068223795,"Opera program - Il Trovatore with Clara Louise Kellogg and the Kellogg Grand English Opera,",,,,,"December 3, 1874",,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
463,31735068223803,"Advertising - Readings and Character Recitations!; and The Bruised Tragedian!,",,,1878,1878-01-01T00:00:00,1878,,text,,,archival document,,,,,Ford E. and Harriet R. Curtis Theatre Collection of Pittsburgh Theatre Programs,"I. 19th Century Pittsburgh Theatres, 1840-1935",,ULS Special Collections Department,University of Pittsburgh,collection.254|||collection.10
