id,title,uniform_title,alternative_title,enumeration_chronology,associated_name,publication_place,publisher,publication_date,start_date,end_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,lccn,oclccn,url
9940645493406236,"trail of tears, The",,Trail of tears historic drama,,,"Tahlequah, Okla",The Theatre at Tsa=La=Gi,1969-],1969,9999,,serial,Annual,English,text,print,v. ; 21 x 28 cm.,Drama,,"Trail of Tears, 1838-1939|||Cherokee Indians|||Theater programs|||Hunter, Kermit|||Trail of tears",,North Carolina|||Oklahoma,,,,,,,
9940950993406236,Film posters of the 40s: the essential movies of the decade : from the reel poster gallery collection,,Film posters of the forties,,,"Woodstock, N.Y",Overlook Press,c2002,,,,monographic,,English,text,print,128 p. : chiefly col. ill. ; 31 cm.,Catalogs|||catalog,"""From the iconic Casablanca to Orson Welles's seminal Citizen Kane, from the optimistic It's a Wonderful Life to the exotic Thief of Baghdad, the films of the 1940s are now recognized as some of the greatest of all time. Just as the forties was the decade hailed nostalgically ever since as Hollywood's golden age, it also saw the emergence of a dark new undercurrent in pop culture - the sinister world of gumshoes, gangsters, double-crossing dames, and blind alleys that comprised film noir."" ""Long before the era of the television trailer and satellite media junket, studios lured audiences to theaters with graphically bold poster art, gorgeously illustrated by classically trained artists adept at capturing the nuances of Veronica Lake's seductive glance, Humphrey Bogart's world-weary eyes, Bette Davis's icy stare, and hundreds of other stars at their best and most glamorous. All of the era's legendary stars are included in this volume: Lauren Bacall, Robert Mitchum, Barbara Stanwyck, Rita Haworth, Cary Grant, Henry Fonda, Marlene Dietrich, and more. Film Posters of the 40s brings to life in lavish full-color an era in film history that will never be forgotten.""--BOOK JACKET.",Film posters,,,,,,,,,
9942778283406236,Nickelodeon Theater,,,,,,,,,,,monographic,,,still image,,,,,,,,,,,,,,
9942946553406236,"century of movie posters: from silent to art house, A",,,,,"Hauppauge, NY]",Barron's,2003,,,1st ed.,monographic,,English,text,print,224 p. : ill. (chiefly col.) ; 29 cm.,Pictorial works|||bibliography,"Film buffs, graphic designers, and art students will relish this beautifully produced and strikingly illustrated volume. Arranged in roughly chronological order, it brings together movie posters from around the world, starting with Charlie Chaplin film ads and the Russian Revolutionary movie posters of the 1910s, then spanning the century to show posters publicizing hits of the 1990s, including The Silence of the Lambs, Spike Lee films, and many more. The books sections focus on renowned individual designers, directors, movies, and genres. Important poster designers such as Saul Bass, Jan Lenica, and Juan Gatti receive particular attention, as do great directors who had strong opinions about how their films should be represented. Among the latter are Alfred Hitchcock, Jean-Luc Godard, and Otto Preminger. All major film genres are represented musicals, Kung Fu movies, films noir, westerns (including so-called spaghetti westerns filmed in Italy), science fiction classics, and others. Readers are treated to examples of movie posters not only from the United States, Britain, and France, but also to previously unpublished examples from countries as diverse as Poland, China, and Cuba. For instance, fans of Orson Welles might be surprised to see the previously unpublished Italian poster advertising Citizen Kane under its Italian title, Quarto Potere (The Fourth Estate). This handsome volume will be valued by graphic designers, poster collectors, and anyone sharing the popular passion for cinema.",Film posters,,,,,,,2003102236,,
9943023483406236,"New Leona Theatre in Homestead, The",,,,,,,,,,,monographic,,,still image,photograph,,,,,,,,,,,,,
9943023493406236,Old Drury Theatre,,,,,,,,,,,monographic,,,still image,photograph,,,,,,,,,,,,,
9943023503406236,Syria Mosque,,,,,,,,,,,monographic,,,still image,photograph,,,,,,,,,,,,,
9943919373406236,Fantastic: a new collection of scenes from all-time favorite films featuring Boris Karloff,,,,,S.l.],Screen Facts Press,1971,,,,monographic,,English,text,print,[49] p. : all ill. ; 26 cm.,,,"Karloff, Boris 1887-1969",,,,,,,,,
9943981673406236,On stage,,,,,N.Y,Universe,1979,,,,monographic,,English,text,print,1 v. (unpaged) : ill. ; 24 cm.,,,Theater|||Pictorial works|||Museum of the City of New York. Theatre Collection.,,New York (State)|||New York,,,,,,,
9943981933406236,"selection of musicals from the catalog of Tams-Witmark Musical Library, inc, A",,,,,"New York, N.Y",Tams-Witmark Music Library,[1983],,,,monographic,,English,text,print,23 p. : ill. (some col.) ; 28 cm.,Bibliography|||Catalogs,,Musicals,,,,,,,,,
9943981963406236,Musical show,,,,,New York,Tams-Witmark Musical Library.,,19uu,9999,,serial,Unknown,English,text,print,v.,,,,,,,,,,sf 81004096,,
9944126913406236,Theatre set designs in the Victoria and Albert Museum,,Theatre set designs,,,"Haslemere, Surrey?]",Emmett Microform,1985,,,,monographic,,English,text,microfiche|||microform,25 microfiches : col. & all ill. ; 11 x 15 cm.,Pictorial works,,Theaters|||Stage-setting and scenery|||Theater|||History|||Sources,,,,,,,,,
9944197233406236,"Answering a question with a question: an exploration of the role of Rosencrantz in Tom Stoppard's ""Rosencrantz and Gildenstern are dead""",,"Exploration of the role of Rosencrantz in Tom Stoppard's ""Rosencrantz and Gildenstern are dead""",,,,,,,,,monographic,,English,text,print,174 leaves : ill. ; 28 cm.,bibliography,,"Criticism and interpretation|||Stoppard, Tom",,,,,,,,,
9944197243406236,Seminar '65 report,,Seminaire '65 rapport,,,"Ottawa, Ont",Canadian Conference of the Arts,1965?],,,,monographic,,English|||French,text,print,1 v. (various pagings) ; 28 cm.,Congresses|||conference publication,,"Federal aid to the arts|||Arts, Canadian|||Cultural policy",,Canada,,,,,,,
9944299943406236,Horror poster art,,,,,London,Aurum Press,2004,,,,monographic,,English,text,print,191 p. : chiefly col. ill. ; 30 cm.,Catalogs,"""This splendid, if scary, collection of movie posters covers over 80 years of horror films and features all the classics of the genre from early silents such as Nosferatu (illustrated here with a hitherto unpublished poster) and The Cabinet of Dr. Caligari to contemporary blockbusters like Silence of the Lambs. The films are grouped by categories, such as Universal Studios' uniquely rich hoard of horror, the products of British horror specialists Hammer Films, Japanese horror movies, horror spoofs such as An American Warewolf in London, or serial killer movies."" ""Also featured is the work of directors who are wholly or partly remembered for their contribution to the genre.""--BOOK JACKET.",Horror films|||Posters,,,adult,,,,,,
9945136763406236,"independent movie poster book: from the collection of the Posteritati Gallery, The",,,,,New York,H.N. Abrams,2004,,,,monographic,,English,text,print,176 p. : chiefly ill. (chiefly col.) ; 31 cm.,Catalogs|||catalog,,Film posters,,,,,,,2004020413,,
9945187553406236,"must see!: brilliant Broadway artwork, A",,,,,"San Francisco, Calif",Chronicle Books,c2004,,,,monographic,,English,text,print,156 p. : ill. (chiefly col.) ; 31 cm.,Catalogs|||catalog,,"Theatrical posters, American|||Musicals",,United States|||New York (State)|||New York,,,,,2003017908,,
9945817503406236,Membership directory,Puppetry journal,Handbook and directory|||Service guide & membership directory,,,"Macedonia, Ohio]",Puppeteers of America,[c1983-,1983,uuuu,,serial,Biennial,English,text,print,v. ; 28 cm.,directory,,Directories|||Puppeteers|||Puppeteers of America,,,,International membership directory Puppeteers of America. 0732-2011 (DLC)sc 82007046 (OCoLC)4296974,,,sc 88010202,,
9945893833406236,"Italian ballet, 1637-1977: a catalogue",,,,,"Cambridge, Mass",Houghton Library of the Harvard College Library|||Distributed by Harvard University Press,2005,,,,monographic,,English,text,print,"xxi, 420 p., [7] folded leaves of plates : col. ill. / 28 cm.",Catalogs|||bibliography,"A catalogue of scores, manuscripts, books, playbills, costume designs, and ephemera relating to ballets performed in Italy from the 17th through the 20th century.",Ballet|||Harvard Theatre Collection|||John Milton and Ruth Neils Ward Collection (Harvard Theatre Collection),,"United States, Massachusetts, Cambridge|||Italy",,,,,,,
9945944843406236,Hirschfeld's British aisles,,British aisles,,,"S.l.]|||Milwaukee, WI",Glenn Young Books|||distributed by] Hal Leonard/Applause Books,c2006,,,1st ed.,monographic,,English,text,print,221 p. : chiefly ill. ; 28 cm.,Caricatures and cartoons|||biography,,Theater,,England|||Great Britain,,,,,,,
9945946853406236,"Surf movie tonite!: surf movie poster art, 1957-2004",,,,,San Francisco,Chronicle Books,c2005,,,,monographic,,English,text,print,143 p. : chiefly ill. (some col.) ; 31 cm.,Catalogs|||catalog,,Beach party films|||Posters,,,,,,,2004029754,,
9948853083406236,"Encore! 3 tenors: José Carreras, Plácido Domingo, Luciano Pavarotti with Zubin Mehta",,Encore three tenors,,,San Francisco,Collins Publishers San Francisco,1994],,,,monographic,,English,text,print,70 p. : ill. (som col.) ; 28 cm.,,,"Performances|||Concert programs|||Carreras, José|||Domingo, Plácido 1941-|||Pavarotti, Luciano|||Mehta, Zubin",,California|||Los Angeles,,,,,,,
9949383163406236,"genius of the later English theater, The",,,,"Barnet, Sylvan (ed)",New York],New American Library,[1962],,,,monographic,,English,text,print,536 p. 19 cm.,bibliography,,English drama,,,,,,,62018430,,
9951134473406236,"songs of Paul Simon, The",Songs. Selections,,,,New York,A.A. Knopf|||[Distributed by Random House],1972,,,[1st ed.],monographic,,English,notated music,print,"1 score (xii, 331 p.) : ill. (some col.) ; 28 cm.",,,Popular music,,,,,,,78038322,,
9954301153406236,Film posters: horror,,Horror,,,Köln|||London,Taschen,2006,,,,monographic,,English,text,print,191 p. : col. ill. ; 30 cm.,Catalogs,,Film posters|||Horror films|||Posters,,,,,,,,,
9954301163406236,Film posters of the 30s: the essential movies of the decade : from the Reel Poster Gallery collection,,,,,Köln|||London,Taschen,2006,,,,monographic,,English,text,print,127 p. : col. ill. ; 30 cm.,Catalogs|||Ouvrages illustrés|||Pictorial works,,Film posters|||Affiches de cinéma|||Reel Poster Gallery.,,,,,,,,,
9954301183406236,Film posters science fiction,,,,,Köln|||London,Taschen,2006,,,,monographic,,English,text,print,192 p. : col. ill. ; 30 cm.,Catalogs,,Film posters|||Science fiction films|||Posters|||Science fiction in art,,,,,,,,,
9956128103406236,Restoration plays,,,,,New York,Modern Library,1953,,,,monographic,,English,text,print,"xx, 674 p. ; 19 cm.",bibliography,,English drama,"Restoration, 1660-1700",,,,,,53009766,,
9956955563406236,Murder in the cathedral,,,,,New York,"Harcourt, Brace","[1936, c1935]",,,[2d ed.].,monographic,,English,text,print,"[7], 11-86 p. 23 cm.",Drama,,"à Becket, Saint Thomas 1118?-1170",,,,,,,,,
9960981443406236,Computers and the performing arts: a report on the National computer project for the performing arts,,,,,"New York, NY",TCG,c1980,,,,monographic,,English,text,print,113 p. : ill. ; 28 cm.,,,Performing arts|||Data processing|||Arts du spectacle|||Informatique,,,,,,,80153515,,
9967828593406236,Goodspeed Opera House,,,,,"Portland, Conn",Printed by the Waverly Print. Co.,c1974,,,,monographic,,English,text,print,56 p. : ill. (some col.) ; 22 cm.,,,"History|||Theaters|||Historic buildings|||Buildings, structures, etc|||Goodspeed Opera House",,East Haddam (Conn. : Town)|||Connecticut|||East Haddam (Town),,,,,,,
9967829163406236,"Practical guide to arts participation research, A",,,,,"Washington, DC",National Endowment for the Arts,[1995],,,,monographic,,English,text,print,"iii, 91 p. : ill. ; 28 cm.",bibliography|||government publication,,Arts audiences|||Arts surveys|||Culturele participatie|||Publieksonderzoek|||Onderzoeksontwerp,,United States,,,,,95012004,,
9967829803406236,"Pittsburgh Cultural Trust: the first five years : 1984 - 1989, The",,First five years,,,"Pittsburgh, PA",Pittsburgh Cultural Trust,[1989?],,,,monographic,,English,text,print,16 p. ; 33 cm.,,,Arts|||Economic aspects|||Art and society|||Pittsburgh Cultural Trust.,,Pennsylvania|||Pittsburgh,,,,,,,
9967830203406236,Directory of consultants,"Directory of consultants (State College, Pa.)",,,,"State College, PA",The Network,[1991]-,1991,9999,,serial,Annual,English,text,print,v. ; 28 cm.,Directories,,Art consultants|||Arts administrators,,Pennsylvania,,,,,,,
9967830413406236,"Dance, music, theatre, visual arts: what every young American should know and be able to do in the arts : National standards for arts education",National standards for arts education,,,,"Reston, Va",Music Educators National Conference,c1994,,,,monographic,,English,text,print,142 p. ; 28 cm.,,,Arts|||Study and teaching|||Standards|||Music|||Instruction and study,,United States,,,,,94193083,,
9967832093406236,Planning to make the arts basic: a report to the National Endowment for the Arts on the impact and results of the Arts in Schools Basic Education Grants Program,,,,,"Marion, MA",ArtsMarket Consulting,1991,,,1st ed.,monographic,,English,text,print,292 p. : ill. ; 28 cm.,bibliography,,Arts in Schools Basic Education Grants Program (U.S.),,United States,,,,,91029813,,
9971068473406236,"official BBC guide to the reopening of the Royal Opera House, The",,,,,"London, U.K",BBC Worldwide,c1999,,,,monographic,,English,text,print,106 p. : ill. ; 29 cm.,,,"Royal Opera House (London, England)|||London / Königliches Opernhaus Covent Garden.",,England,,,,,2004445245,,
9971630643406236,Lazarus laughed (1925-26): a play for an imaginative theatre,,,,Boni & Liveright (publisher),New York,Boni & Liveright|||Boni & Liveright,1927,,,,monographic,,English,text,print,179 p. 22 cm.,Drama,,"of Bethany, Saint Lazarus",,,,,,,27024516,,
9972279243406236,My three lives,,,,,"Palm Beach, Fla",IRC Promotions,c2008,,,,monographic,,English,text,print,343 p. : ill. (chiefly col.) ; 32 cm.,biography,,"Actors|||Singers|||Socialites|||Farris, Celia Lipton|||Farris, Victor W",,United States|||Palm Beach|||Great Britain|||Florida,,,,,,,
9975982663406236,Theatre world,"Theatre world (New York, N.Y. : 1981)",John Willis with Ben Hodges theatre world|||John Willis theatre world,,,New York,Crown Publishers,c1982-,1981,2013,,serial,Annual,English,text,print,v. : ill. ; 24 cm.,Periodicals,,Theater,,United States|||New York (State)|||New York,,John Willis' theatre world 1088-4556 (DLC) 96641429 (OCoLC)2957168,,1088-4564,96641430|||sn 84010391,,
9979405603406236,"Kennedy Center honors, The",,[Calendar],,,"Washington, D.C",John F. Kennedy Center for the Performing Arts,,198u,9999,,serial,Annual,English,text,print,"v. (unpaged) : ill., ports. ; 28 cm.",Pictorial works,,Performing arts|||Awards|||Entertainers|||John F. Kennedy Center for the Performing Arts (U.S.),,United States,,,,,,,
9986002523406236,Spurlos: Roman,Taken. German,,,"George, Kathleen, 1943- (author)",Bergisch Gladbach :,"Bastei Lübbe,",2003.,,,Erste Auflage.,monographic,,English|||German,text,print|||unmediated|||volume,461 pages ; 18 cm,Detective and mystery fiction|||Fiction|||text,"The child was taken in broad daylight, on a warm June morning, in a crowded shopping area in downtown Pittsburgh. Marina Benedict first saw the baby with his mother. Then, just minutes later, she saw him again, in the arms of a man she was certain was not the child's father. In a single life-altering act, Marina followed them. What happens next will plunge her into a mystery that is both heartbreaking and chilling. Within hours of the abduction, the city is galvanized by the story: a child, the son of a pitcher for the Pirates, is missing. And soon a community begins to unravel. Detective Richard Christie struggles with his own demons as he tries to solve a baffling mystery. And Marina Benedict, pulled from the safety of her ordinary life by a brutal crime, is at the center of the story. Because once, Marina tried to save a life and it changed her forever. Now she will risk her life again--for a child who is still out there somewhere, still in need of saving.",Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,,,,,,
9986002653406236,Kidnappet,Taken. Danish,,,"George, Kathleen, 1943- (author)",København :,"Bogklubben Egmont,",2001.,,,,monographic,,Danish|||English,text,print|||unmediated|||volume,317 pages ; 22 cm,Detective and mystery fiction|||Fiction|||novel|||text,"The child was taken in broad daylight, on a warm June morning, in a crowded shopping area in downtown Pittsburgh. Marina Benedict first saw the baby with his mother. Then, just minutes later, she saw him again, in the arms of a man she was certain was not the child's father. In a single life-altering act, Marina followed them. What happens next will plunge her into a mystery that is both heartbreaking and chilling. Within hours of the abduction, the city is galvanized by the story: a child, the son of a pitcher for the Pirates, is missing. And soon a community begins to unravel. Detective Richard Christie struggles with his own demons as he tries to solve a baffling mystery. And Marina Benedict, pulled from the safety of her ordinary life by a brutal crime, is at the center of the story. Because once, Marina tried to save a life and it changed her forever. Now she will risk her life again--for a child who is still out there somewhere, still in need of saving.",Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,,,,,,
9986002713406236,Stjålet,Taken. Norwegian,,,"George, Kathleen, 1943- (author)",Oslo :,"Egmont Hjemmets Bokforlag,",2001.,,,,monographic,,English|||Norwegian,text,print|||unmediated|||volume,341 pages ; 22 cm,Detective and mystery fiction|||Fiction|||novel|||text,"The child was taken in broad daylight, on a warm June morning, in a crowded shopping area in downtown Pittsburgh. Marina Benedict first saw the baby with his mother. Then, just minutes later, she saw him again, in the arms of a man she was certain was not the child's father. In a single life-altering act, Marina followed them. What happens next will plunge her into a mystery that is both heartbreaking and chilling. Within hours of the abduction, the city is galvanized by the story: a child, the son of a pitcher for the Pirates, is missing. And soon a community begins to unravel. Detective Richard Christie struggles with his own demons as he tries to solve a baffling mystery. And Marina Benedict, pulled from the safety of her ordinary life by a brutal crime, is at the center of the story. Because once, Marina tried to save a life and it changed her forever. Now she will risk her life again--for a child who is still out there somewhere, still in need of saving.",Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,,,,,,
9986009793406236,Roof,Taken. Dutch,,,"George, Kathleen, 1943- (author)",Amsterdam :,"Uitgeverij Luitingh - Sijthoff,",2003.,,,,monographic,,English|||Dutch,text,print|||unmediated|||volume,351 pages ; 23 cm,Detective and mystery fiction|||Fiction|||novel|||text,"The child was taken in broad daylight, on a warm June morning, in a crowded shopping area in downtown Pittsburgh. Marina Benedict first saw the baby with his mother. Then, just minutes later, she saw him again, in the arms of a man she was certain was not the child's father. In a single life-altering act, Marina followed them. What happens next will plunge her into a mystery that is both heartbreaking and chilling. Within hours of the abduction, the city is galvanized by the story: a child, the son of a pitcher for the Pirates, is missing. And soon a community begins to unravel. Detective Richard Christie struggles with his own demons as he tries to solve a baffling mystery. And Marina Benedict, pulled from the safety of her ordinary life by a brutal crime, is at the center of the story. Because once, Marina tried to save a life and it changed her forever. Now she will risk her life again--for a child who is still out there somewhere, still in need of saving.",Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,,,,,,
9986013443406236,Voleurs d'enfants,Taken. French,,,"George, Kathleen, 1943- (author)",Paris :,"Belfond,",2002.,,,,monographic,,English|||French,text,print|||unmediated|||volume,386 pages ; 24 cm,Fiction|||text,"The child was taken in broad daylight, on a warm June morning, in a crowded shopping area in downtown Pittsburgh. Marina Benedict first saw the baby with his mother. Then, just minutes later, she saw him again, in the arms of a man she was certain was not the child's father. In a single life-altering act, Marina followed them. What happens next will plunge her into a mystery that is both heartbreaking and chilling. Within hours of the abduction, the city is galvanized by the story: a child, the son of a pitcher for the Pirates, is missing. And soon a community begins to unravel. Detective Richard Christie struggles with his own demons as he tries to solve a baffling mystery. And Marina Benedict, pulled from the safety of her ordinary life by a brutal crime, is at the center of the story. Because once, Marina tried to save a life and it changed her forever. Now she will risk her life again--for a child who is still out there somewhere, still in need of saving.",Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,,,,,,
9986017593406236,Voleurs d'enfants,Taken. French,,,"George, Kathleen, 1943- (author)",Paris,France Loisirs,2001,,,,monographic,,French,text,print|||unmediated|||volume,436 pages ; 20 cm.,Fiction|||text,"The child was taken in broad daylight, on a warm June morning, in a crowded shopping area in downtown Pittsburgh. Marina Benedict first saw the baby with his mother. Then, just minutes later, she saw him again, in the arms of a man she was certain was not the child's father. In a single life-altering act, Marina followed them. What happens next will plunge her into a mystery that is both heartbreaking and chilling. Within hours of the abduction, the city is galvanized by the story: a child, the son of a pitcher for the Pirates, is missing. And soon a community begins to unravel. Detective Richard Christie struggles with his own demons as he tries to solve a baffling mystery. And Marina Benedict, pulled from the safety of her ordinary life by a brutal crime, is at the center of the story. Because once, Marina tried to save a life and it changed her forever. Now she will risk her life again--for a child who is still out there somewhere, still in need of saving.",Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,,,,,,
9986026973406236,Yūkai kōjō|||誘拐工場,Taken. Japanese|||Taken,,,,Tōkyō|||東京 :,"Shinchōsha|||新潮社,",2003,,,,monographic,,English|||Japanese,text,print|||unmediated|||volume,606 pages ; 16 cm.,Fiction|||text,,Infants|||Crimes against|||Women detectives|||Kidnapping,,Pittsburgh (Pa.),,,,,,,
9991743573406236,"Between the Covers: collection of 9 photograph and memorabilia albums of American Circus Life and Performance, 3,000 photographs",,,,,,,,,,,monographic,,English,text,print,,,,,,,,,,,,,
9994777773406236,"complete angler, or, The contemplative man's recreation: being a discourse of rivers fish-ponds fish and fishing, The",Compleat angler,Contemplative man's recreation,,"Cotton, Charles, 1630-1687 (author)|||Nicolas, Nicholas Harris, Sir, 1799-1848 (editor)|||Pickering, William, 1796-1854 (publisher)|||Whittingham, Charles, 1795-1876 (printer)|||Stothard, Thomas, 1755-1834 (illustrator)|||Inskipp, James, 1790-1868 (illustrator)|||Horne, Bernard S., 1905-1970 (former owner)",London,"William Pickering|||Pickering, William, 1796-1854",1836,,,,monographic,,English,text,print|||unmediated|||volume,"2 volumes, [14] leaves of plates : illustrations, portraits ; 28 cm",Engravings-England-17th century|||Engravings-England-18th century|||Engravings-England-19th century|||Extra-illustrated copies (Provenance)-England-19th century|||text,,Fishing,,"England, London",,,,,12019644,,
998638143406236,"operas of Richard Strauss in Britain, 1910-1963, The",,,,,London,Published for the Society for Theatre Research by] Putnam,[1963],,,,monographic,,English,text,print,"xv, 186 p. 26 cm.",bibliography|||biography,,"Opera|||Strauss, Richard 1864-1949|||Operas",,Great Britain,,,,,64004865 /MN,,
998639533406236,"King's Theatre, 1704-1867: London's first Italian opera house, The",,,,,London,Society for Theatre Research,1972,,,,monographic,,English,text,print,"xii, 164 p. illus. 22 cm.",bibliography,,Opera|||London. King's Theatre.,,England|||London|||Italy,,,,,73176807 /MN/r85,,
998643223406236,Victor Herbert: the biography of America's greatest composer of romantic music,,,,,New York,G. H. Watt,1931,,,,monographic,,English,text,print,271 p. illus. 22 cm.,,,"Herbert, Victor 1859-1924",,,,,,,32004917,,
998646753406236,Gilbert and Sullivan,,,,,London,M. Parrish,[1951],,,,monographic,,English,text,print,64 p. illus. 23 cm.,,,"Gilbert, W. S. (William Schwenck) 1836-1911|||Sullivan, Arthur 1842-1900",,,,,,,52004471,,
998664723406236,"Italian opera and contemporary ballet in London, 1789-1820: a record of performances and players, with reports from the journals of the time, The",,,,,London,Society for Theatre Research,[1955],,,,monographic,,English,text,print,"xviii, 191 p. facsims. 22 cm.",bibliography,,Opera|||Ballet|||History|||Operas|||Bibliography|||Ballets|||London. King's Theatre.,18th century|||19th century,England|||London|||Italy,,,,,55003810 //r864,,
998664763406236,"world of Gilbert and Sullivan, The",,,,,London|||New York,P. Nevill,1951,,,,monographic,,English,text,print,"167 p., [11] leaves of plates : ill. ; 22 cm.",biography,,"Gilbert, W. S. (William Schwenck) 1836-1911|||Sullivan, Arthur 1842-1900",,,,,,,,,
998667843406236,Robert Stolz: Melodie eines Lebens : ein Komponist erobert die Welt,,,,,Hamburg,Marion von Schröder Verlag,[1967],,,1. Aufl.,monographic,,German,text,print,"199 p., 128 pages of plates : ill., facsims. ; 24 cm.",bibliography|||biography,,"Iconography|||Stolz, Robert 1880-1975",,,,,,,67028355 /MN,,
998750063406236,My time is your time: the story of Rudy Vallee,,,,,New York,I. Obolensky,[1962],,,,monographic,,English,text,print|||unmediated|||volume,244 pages illustrations 25 cm,Biographies|||Biography|||biografi|||text,,"Musicians|||Musiker|||Självbiografier|||Vallée, Rudy 1901-1986",,United States|||Förenta staterna,,,,,62018783,,
