titleInfo/0/title,titleInfo/1/title,titleInfo/1/_type,name/0/namePart/0,name/0/_type,typeOfResource,genre/0/_authority,genre/0/__text,genre/1/_authority,genre/1/__text,genre/2/_authority,genre/2/__text,originInfo/0/place/0/placeTerm/_type,originInfo/0/place/0/placeTerm/_authority,originInfo/0/place/0/placeTerm/__text,originInfo/0/place/1/placeTerm/_type,originInfo/0/place/1/placeTerm/__text,originInfo/0/place/2/placeTerm/_type,originInfo/0/place/2/placeTerm/__text,originInfo/0/publisher/0,originInfo/0/publisher/1,originInfo/0/dateIssued/0,originInfo/0/dateIssued/1/_encoding,originInfo/0/dateIssued/1/_point,originInfo/0/dateIssued/1/__text,originInfo/0/dateIssued/2/_encoding,originInfo/0/dateIssued/2/_point,originInfo/0/dateIssued/2/__text,originInfo/0/issuance,originInfo/0/frequency/0,originInfo/0/frequency/1,originInfo/0/frequency/2,originInfo/0/frequency/3/_authority,originInfo/0/frequency/3/__text,language/0/languageTerm/_authority,language/0/languageTerm/_type,language/0/languageTerm/__text,physicalDescription/form/0/_authority,physicalDescription/form/0/__text,physicalDescription/extent,note/0/_type,note/0/__text,note/1,note/2/_type,note/2/__text,note/3/_type,note/3/__text,note/4/_type,note/4/__text,note/5,note/6,subject/0/geographicCode/0/_authority,subject/0/geographicCode/0/__text,subject/1/temporal,subject/1/_authority,subject/2/topic/0,subject/2/genre/0,subject/2/_authority,subject/3/topic/0,subject/3/temporal,subject/3/genre/0,subject/3/_authority,subject/4/topic/0,subject/4/temporal,subject/4/genre/0,subject/4/_authority,subject/5/topic/0,subject/5/genre/0,subject/5/_authority,subject/6/topic/0,subject/6/temporal,subject/6/genre/0,subject/6/_authority,subject/7/topic/0,subject/7/temporal,subject/7/genre/0,subject/7/_authority,subject/8/topic/0,subject/8/genre/0,subject/8/_authority,subject/9/topic/0,subject/9/geographic/0,subject/9/genre/0,subject/9/_authority,subject/10/topic/0,subject/10/_authority,subject/11/topic/0,subject/11/_authority,subject/12/topic/0,subject/12/_authority,subject/13/topic/0,subject/13/_authority,subject/14/topic/0,subject/14/_authority,subject/15/topic/0,subject/15/_authority,subject/16/geographic/0,subject/16/_authority,classification/0/_authority,classification/0/__text,classification/1/_authority,classification/1/_edition,classification/1/__text,location/0/url/_displayLabel,location/0/url/_usage,location/0/url/__text,relatedItem/0/titleInfo/0/title,relatedItem/0/identifier/0/_type,relatedItem/0/identifier/0/__text,relatedItem/0/identifier/1/_type,relatedItem/0/identifier/1/__text,relatedItem/0/identifier/2/_type,relatedItem/0/identifier/2/__text,relatedItem/0/_type,relatedItem/1/titleInfo/0/title,relatedItem/1/identifier/0/_type,relatedItem/1/identifier/0/__text,relatedItem/1/identifier/1/_type,relatedItem/1/identifier/1/__text,relatedItem/1/identifier/2/_type,relatedItem/1/identifier/2/__text,relatedItem/1/_type,relatedItem/2/titleInfo/0/title,relatedItem/2/identifier/0/_type,relatedItem/2/identifier/0/__text,relatedItem/2/identifier/1/_type,relatedItem/2/identifier/1/__text,relatedItem/2/_type,identifier/0/_type,identifier/0/__text,identifier/1/_type,identifier/1/_invalid,identifier/1/__text,identifier/2/_type,identifier/2/__text,identifier/3/_type,identifier/3/__text,identifier/4/_type,identifier/4/_invalid,identifier/4/__text,identifier/5/_type,identifier/5/__text,identifier/6/_type,identifier/6/__text,identifier/7/_type,identifier/7/__text,recordInfo/descriptionStandard,recordInfo/recordContentSource/_authority,recordInfo/recordContentSource/__text,recordInfo/recordCreationDate/_encoding,recordInfo/recordCreationDate/__text,recordInfo/recordChangeDate/_encoding,recordInfo/recordChangeDate/__text,recordInfo/recordIdentifier,recordInfo/recordOrigin,recordInfo/languageOfCataloging/languageTerm/_authority,recordInfo/languageOfCataloging/languageTerm/_type,recordInfo/languageOfCataloging/languageTerm/__text,_version,name/0/namePart/1,name/1/namePart/0,name/1/_type,originInfo/0/frequency/1/_authority,originInfo/0/frequency/1/__text,note/2,subject/1/name/0/namePart/0,subject/1/name/0/namePart/1,subject/1/name/0/_type,subject/1/topic/0,subject/2/topic/1,subject/2/geographic/0,subject/2/geographic/1,subject/3/topic/1,subject/3/geographic/0,subject/3/geographic/1,originInfo/0/dateIssued/0/_encoding,originInfo/0/dateIssued/0/_point,originInfo/0/dateIssued/0/__text,originInfo/0/frequency/2/_authority,originInfo/0/frequency/2/__text,note/1/_type,note/1/__text,location/0/physicalLocation,titleInfo/0/nonSort,subject/0/topic/0,subject/0/topic/1,subject/0/_authority,subject/1/topic/1,titleInfo/2/title,titleInfo/2/_type,name/2/namePart/0,name/2/_type,note/3,note/4,subject/0/genre/0,subject/1/genre/0,relatedItem/0/part/detail/number,relatedItem/0/part/detail/_type,relatedItem/2/identifier/2/_type,relatedItem/2/identifier/2/__text,identifier/3/_invalid,identifier/2/_invalid,titleInfo/0/partName,titleInfo/3/title,titleInfo/3/_type,titleInfo/4/title,titleInfo/4/_type,titleInfo/5/title,titleInfo/5/_type,note/0/_altRepGroup,note/5/_type,note/5/__text,subject/4/topic/1,genre/3/_authority,genre/3/__text,physicalDescription/form/1/_authority,physicalDescription/form/1/__text,physicalDescription/form/2/_authority,physicalDescription/form/2/__text,physicalDescription/form/3/_authority,physicalDescription/form/3/__text,physicalDescription/form/4/_type,physicalDescription/form/4/_authority,physicalDescription/form/4/__text,physicalDescription/form/5/_type,physicalDescription/form/5/_authority,physicalDescription/form/5/__text,subject/1/geographic/0,classification/2/_authority,classification/2/__text,location/0/url/_note,location/1/url/_displayLabel,location/1/url/_note,location/1/url/__text,relatedItem/0/_displayLabel,identifier/0/_invalid,originInfo/0/frequency/0/_authority,originInfo/0/frequency/0/__text,location/1/physicalLocation,relatedItem/0/originInfo/0/dateOther/_type,relatedItem/0/originInfo/0/dateOther/__text,relatedItem/1/originInfo/0/dateOther/_type,relatedItem/1/originInfo/0/dateOther/__text,relatedItem/1/part/detail/number,relatedItem/1/part/detail/_type,relatedItem/2/originInfo/0/dateOther/_type,relatedItem/2/originInfo/0/dateOther/__text,relatedItem/2/part/detail/number,relatedItem/2/part/detail/_type,relatedItem/3/titleInfo/0/title,relatedItem/3/identifier/0/_type,relatedItem/3/identifier/0/__text,relatedItem/3/_type,relatedItem/4/titleInfo/0/title,relatedItem/4/identifier/0/_type,relatedItem/4/identifier/0/__text,relatedItem/4/_type,relatedItem/5/titleInfo/0/title,relatedItem/5/identifier/0/_type,relatedItem/5/identifier/0/__text,relatedItem/5/_type,titleInfo/0/subTitle,relatedItem/3/identifier/1/_type,relatedItem/3/identifier/1/__text,titleInfo/1/subTitle,relatedItem/0/originInfo/0/place/0/placeTerm/_type,relatedItem/0/originInfo/0/place/0/placeTerm/_authority,relatedItem/0/originInfo/0/place/0/placeTerm/__text,originInfo/1/place/0/placeTerm/_type,originInfo/1/place/0/placeTerm/__text,originInfo/1/publisher/0,originInfo/1/dateIssued/0,originInfo/1/_eventType,originInfo/2/place/0/placeTerm/_type,originInfo/2/place/0/placeTerm/__text,originInfo/2/publisher/0,originInfo/2/dateIssued/0,originInfo/2/_eventType,subject/0/geographicCode/1/_authority,subject/0/geographicCode/1/__text,subject/4/geographic/0,subject/6/geographic/0,subject/7/geographic/0,subject/15/geographic/0,subject/15/temporal,subject/15/genre/0,subject/16/geographic/1,subject/17/geographic/0,subject/17/_authority,subject/2/hierarchicalGeographic/country,subject/2/hierarchicalGeographic/state,subject/2/hierarchicalGeographic/county,subject/2/hierarchicalGeographic/city,titleInfo/6/title,titleInfo/6/_type,originInfo/0/frequency/3,originInfo/0/frequency/4,originInfo/0/frequency/5/_authority,originInfo/0/frequency/5/__text,language/1/languageTerm/_authority,language/1/languageTerm/_type,language/1/languageTerm/__text,subject/8/geographic/0,subject/9/geographic/1,subject/10/hierarchicalGeographic/country,subject/10/hierarchicalGeographic/state,subject/10/hierarchicalGeographic/county,subject/10/hierarchicalGeographic/city,relatedItem/4/identifier/1/_type,relatedItem/4/identifier/1/__text,relatedItem/4/_displayLabel,relatedItem/5/_displayLabel,relatedItem/6/titleInfo/0/title,relatedItem/6/identifier/0/_type,relatedItem/6/identifier/0/__text,relatedItem/6/identifier/1/_type,relatedItem/6/identifier/1/__text,relatedItem/6/_type,relatedItem/7/titleInfo/0/title,relatedItem/7/identifier/0/_type,relatedItem/7/identifier/0/__text,relatedItem/7/_type,relatedItem/8/titleInfo/0/title,relatedItem/8/identifier/0/_type,relatedItem/8/identifier/0/__text,relatedItem/8/identifier/1/_type,relatedItem/8/identifier/1/__text,relatedItem/8/_type,name/0/role/roleTerm/_type,name/0/role/roleTerm/__text,name/1/role/roleTerm/_type,name/1/role/roleTerm/__text,physicalDescription/form/2/_type,physicalDescription/form/3/_type,originInfo/0/frequency/4/_authority,originInfo/0/frequency/4/__text,relatedItem/5/identifier/1/_type,relatedItem/5/identifier/1/__text,relatedItem/5/identifier/2/_type,relatedItem/5/identifier/2/__text,classification/2/_edition,location/2/url/_displayLabel,location/2/url/_note,location/2/url/__text,location/3/url/_displayLabel,location/3/url/_note,location/3/url/__text,genre/4/_authority,genre/4/__text,subject/5/geographic/0,subject/7/geographic/1,subject/8/geographic/1,subject/11/hierarchicalGeographic/country,subject/11/hierarchicalGeographic/state,subject/11/hierarchicalGeographic/county,subject/11/hierarchicalGeographic/city,relatedItem/0/originInfo/0/publisher/0,relatedItem/1/_displayLabel,note/0,subject/0/temporal
Independent socialist,,,Independent Socialist Clubs of America,corporate,text,marcgt,periodical,,,,,code,marccountry,cau,text,"New York, N.Y. : New York Independent Socialist Club",,,,,1967-1968,marc,start,1967,marc,end,1968,serial,"10 no. a year, 1968","bimonthly, 1967",,,,iso639-2b,code,eng,marcform,print,"1 v. : ill., ; 27 cm.",date/sequential designation,"Vol. 1, no. 1 (Jan./Feb.1967)-v. 1, no. 7 (Oct. 1968)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I.S., independent socialist",local,(OCoLC)4799318,,,,,succeeding,,,,,,,,,,,,,,,oclc,02262203,,,,,,,,,,,,,,,,,,marcorg,PIT,marc,760620,iso8601,19990522220422.0,534877,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,New York Independent Socialist Club,corporate,,,"Vol 1, nos. 4-7 published by the California Independent Socialist Clubs of America in Berkeley, California",,,,,,,,,,,,,,marcfrequency,Monthly,numbering,Frequency varies.,PIT PITX,,Socialism,Periodicals,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internal bulletin,,,Socialist Workers Party,corporate,text,marcgt,periodical,,,,,code,marccountry,nyu,text,New York,,,,,,marc,end,19uu,,,,serial,,,,,,iso639-2b,code,eng,marcform,print,v.,date/sequential designation,no. 1-   1937-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oclc,01773541,,,,,,,,,,,,,,,,,,marcorg,,marc,751101,iso8601,19990522220422.0,528292,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,,,,,,,,,marc,start,1937,,,,,PIT PITX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcfrequency,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Socialist review,Int. Social. rev,abbreviated,,,text,marcgt,periodical,,,,,code,marccountry,nyu,text,New York,,,International Socialist Review Pub. Association],,,marc,end,1975,,,,serial,Monthly (bimonthly July-Aug.) May 1970-Mar. 1975,Quarterly summer 1956-fall 1966,Bimonthly Jan.-Feb. 1967--Mar.-Apr. 1970,marcfrequency,Monthly,iso639-2b,code,eng,marcform,print,20 v. ill. 22-28 cm.,date/sequential designation,"Vol. 17, no. 3 (summer 1956)-vol. 36, no. 3 (Mar. 1975).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"America, history and life",,,,,,,isReferencedBy,Historical abstracts. Part A. Modern history abstracts,,,,,,,isReferencedBy,Historical abstracts. Part B. Twentieth century abstracts,,,,,isReferencedBy,issn,0020-8744,lccn,,sc 78000044,oclc,02262633,,,,,,,,,,,,,marcorg,,marc,760620,iso8601,20121114185521.0,535055,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,,,,,,,,,marc,start,1956,,,,,PIT PITT,,,,,,,,,,,,,,,part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIT PITX,coverage,1971-1974,coverage,1971-1974,,part,coverage,1971-1974,,part,"Fourth International (New York, N.Y.)",local,(OCoLC)7196004,preceding,Young Socialist,local,(OCoLC)5463533,preceding,Militant,local,(OCoLC)2264193,succeeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.S,Independent socialist,alternative,Independent Socialist Clubs of America,corporate,text,marcgt,periodical,,,,,code,marccountry,cau,text,"Berkeley, Ca",,,Independent Socialist Clubs of America,,1969-1969,marc,start,1969,marc,end,1969,serial,Ten no. a year,,,,,iso639-2b,code,eng,marcform,print,5 no. : ill. ; 44 cm.,date/sequential designation,No. 8 (March 1969)-no. 12 (Sept. 1969),"""Monthly magazine of the Independent Socialist Clubs of America.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Independent socialist,local,(OCLC) 2262203,,,,,preceding,"I.S., international socialist",local,(OCLC) 1752454,,,,,succeeding,,,,,,,oclc,04799318,,,,,,,,,,,,,,,,,,marcorg,PIT,marc,790330,iso8601,19990522220422.0,544608,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,marcfrequency,Monthly,,,,,,,,,,,,,,,,,,,PIT PITX,,Socialism,Periodicals,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,independent socialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I. S., independent socialist",Independent socialist,alternative,Independent Socialist Clubs of America,corporate,text,marcgt,newspaper,,,,,code,marccountry,ohu,text,"Berkeley, Calif",,,Independent Socialist Clubs of America.,,,marc,end,1969,,,,serial,,,,,,iso639-2b,code,eng,marcform,microfilm,5 no. ill. 44 cm.,date/sequential designation,no. 8-12; Apr.-Sep. 1969.,"""Monthly magazine of the Independent Socialist Clubs of America.""",reproduction,"Microfilm. Wooster, Ohio, Bell & Howell. 35 mm. (Underground Newspaper Microfilm Collection).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Independent socialist,,,,,,,preceding,"I. S., international socialist",,,,,,,succeeding,,,,,,,oclc,04799259,,,,,,,,,,,,,,,,,,marcorg,PIT,marc,790330,iso8601,19990522220422.0,544607,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,,,,,,,,,marc,start,1969,,,,,PIT PIT2,,Socialism,Periodicals,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcfrequency,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.S,International socialist,alternative,International Socialists,corporate,text,marcgt,newspaper,,,,,code,marccountry,cau,text,"Berkeley, Calif",,,International Socialist Publishing Co.,,1969-1970,marc,start,1969,marc,end,1970,serial,Ten no. a year,,,,,iso639-2b,code,eng,marcform,print,8 no. : ill. ; 44 cm.,date/sequential designation,No. 13 (Oct. 1969)-no. 20 (June 1970),"""A revolutionary socialist monthly.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I.S., independent socialist",local,(OCoLC)4799318,,,,,preceding,Worker's power,issn,0019-0535,local,(OCoLC)1770108,,,succeeding,,,,,,,oclc,01752454,,,,,,,,,,,,,,,,,,marcorg,,marc,751101,iso8601,19990522220422.0,525475,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,marcfrequency,Monthly,,,,,,,,,,,,,,,,,,,PIT PITX,,Socialism,Periodicals,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international socialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I.S., International socialist",International socialist,alternative,International Socialists,corporate,text,marcgt,newspaper,,,,,code,marccountry,ohu,text,"Berkeley, Calif",,,International Socialist Pub. Co.,,1969-1970,marc,start,1969,marc,end,1970,serial,,,,,,iso639-2b,code,eng,marcform,microfilm,8 no. : ill. ; 44 cm.,date/sequential designation,No. 13 (Oct. 1969)-no. 20 (Jun. 1970),"""A revolutionary socialist monthly.""",reproduction,"Microfilm. Wooster, Ohio, Bell & Howell,  reel. 35 mm. (Underground newspaper collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Underground newspaper collection,,,,,,,series,"I.S., International socialist",local,(OCoLC)1752454,,,,,otherFormat,"I.S., Independent socialist",local,(OCoLC)7219396,,,preceding,oclc,07219417,,,,,,,,,,,,,,,,,,marcorg,PIT,marc,810312,iso8601,19990522220422.0,548352,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,PIT PIT2,,Socialism,Periodicals,lcsh,,,,,,Issued by the International Socialists.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcfrequency,Unknown,,,,,,,,,,,,Worker's power,issn,0019-0535,succeeding,,,,,,,,,,local,(OCoLC)7219463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labor action,Labor act,abbreviated,Independent Socialist League,corporate,text,marcgt,periodical,,,,,code,marccountry,nyu,text,New York,,,"Labor Action Pub. Co., etc.]",,1940-58,marc,start,1940,marc,end,1958,serial,"Biweekly, July 29, 1957-Sept. 22, 1958","Weekly, May 20, 1940-",,,,iso639-2b,code,eng,marcform,print,19 v. ill. 55 cm.,date/sequential designation,"v. 4, no. 6-v. 22, no. 19; May 20, 1940-Sept. 22, 1958.","""A paper in the interests of labor.""",numbering,"Vol. 4, no. 6 preceded by a preview number called Special May Day ed.",,,,,,,,,,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lcc,HX1 .L26,ddc,,335.05,,,,Labor action,local,(DLC)   74646856,,,,,otherVersion,Young Socialist challenge,,,,,,,preceding,,,,,,,issn,0094-6850,lccn,,44035230,oclc,01755394,,,,,,,,,,,,,marcorg,DLC,marc,751101,iso8601,19990522220422.0,525980,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,Young People's Socialist League of America,corporate,,,,,,,Socialism,,,,,,,,,,marcfrequency,Biweekly,,,PIT PITT,,Socialism,Periodicals,lcsh,,,,,,"Organ of the Workers Party of the United States (later called the Independent Socialist League), 1940-Dec. 15, 1941.","Published by the National Council of the Young People's Socialist League of America, May-Sept. 1940.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(1940),code,marcgac,nyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leviathan,,,,,text,marcgt,periodical,,,,,code,marccountry,nyu,text,New York,,,"V. R.-Leviathan Publications, Inc.",,,marc,end,1970,,,,serial,Nine times yearly,,,,,iso639-2b,code,eng,marcform,print,,date/sequential designation,"v. 1, no. 1-    March, 1969-",,numbering,Includes an unnumbered broadside published as a farewell issue and distributed to subscribers in spring 1971.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viet-report,,,,,,,preceding,May,,,,,,,preceding,,,,,,,issn,0024-1563,oclc,,01587001,,,,,,,,,,,,,,,marcorg,MUL,marc,750901,iso8601,19990522220422.0,522328,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,,,,,,,,,marc,start,1969,,,date/sequential designation,"Ceased publication with v. 2, no. 4, fall 1970.",PIT PITX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leviathan,"Leviathan (New York, N.Y.)",uniform,,,text,marcgt,periodical,rdacontent,text,,Newspapers.,code,marccountry,cau,,,,,,,,marc,end,1970,,,,serial,Nine times yearly,,,,,iso639-2b,code,eng,marcform,electronic,,date/sequential designation,"Began with: Vol. 1, no. 1 (Mar. 1969); ceased with: v. 2, no. 4 (Fall, 1970).",Issues are alternately prepared by the New York or San Francisco staff.,numbering,"Vol. 1, no. 1, March 1969 preceded by an issue called: Prospectus dated February 3rd, 1969.",,,,,,,marcgac,n-us-ca,1969-1974,,Underground press publications,,lcsh,Radicalism,,Newspapers,lcsh,Political activists,,Newspapers,lcsh,Socialism,Newspapers,lcsh,Civil rights,,Newspapers,lcsh,Women's rights,,Newspapers,lcsh,Civil rights,,,Political activists,,,,Politics and government,,Radicalism,,Socialism,,Underground press publications,,Women's rights,,Politics and government,lcsh,California,,lcc,HX1,ddc,23,322.44,electronic resource,primary display,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=BFIHAAB,"Leviathan (New York, N.Y.)",issn,0024-1563,local,(DLC)sn 96094996,local,(OCoLC)1587001,otherFormat,Viet-report,local,(OCoLC)1641656,,,,,preceding,May,,,,,preceding,issn,2469-7966,issn,yes,0024-1563,,,,,,,,,,,,,,rda,marcorg,UKAMD,marc,120419,iso8601,20180214093825.0,8828596,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",iso639-2b,code,eng,3.5,,,,,,,,,,,,California,San Francisco,,United States,,marc,start,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmd,electronic resource,marccategory,electronic resource,marcsmd,remote,media,rdamedia,computer,carrier,rdacarrier,online resource,,,,Pitt users please click through to access via Independent Voices: 02/03/1969 to 09/30/1970,,,,Print version:,,,,,,,,,,,,,,,"Paper tiger (Boston, Mass.)",,,preceding,,,,,,,,,,,,,,,,text,"New York, New York :","V.R.--Leviathan Publications, Inc.,",1969-,publication,text,"San Francisco, Calif. :","[V.R.-Leviathan Publications, Inc.]",,publication,marcgac,n-us---,United States,United States,United States,United States,1969-1974,Newspapers,San Francisco,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leviathan,"Leviathan (New York, N.Y.)",uniform,,,text,marcgt,periodical,,,,,code,marccountry,ohu,text,"New York, N.Y",,,"V. R.-Leviathan Publications, Inc.",,1969-1970,marc,start,1969,marc,end,1970,serial,,,,,,iso639-2b,code,eng,marcform,microfilm,2 v. : ill.,date/sequential designation,"Vol. 1, no. 1 (Mar. 1969)-v. 2, no. 4 (Fall 1970).",Imprint varies: New York and San Francisco.,reproduction,"Microfilm. Wooster, Ohio : Micro Photo Division, Bell & Howell.  microfilm reels ; 35 mm. (Underground newspaper collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leviathan,local,(OCoLC)1587001,,,,,otherFormat,Viet report,local,(OCoLC)3560925,,,,,preceding,May,,,,,preceding,oclc,08299771,,,,,,,,,,,,,,,,,,marcorg,PIT,marc,820401,iso8601,19990522220422.0,550015,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,PIT PIT2,,Socialism,Periodicals,lcsh,,,,,,"Absorbed: Viet report, May, and Paper tiger.",,,,,,,,,,,,,,,,,,,,,,,gmd,microform,,,,,,,,,,,,,,,,,,,,marcfrequency,Unknown,,,,,,,,,,,,Paper tiger,,,preceding,Underground newspaper collection,,,series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
