titleInfo/0/title,titleInfo/1/title,titleInfo/1/_type,typeOfResource,genre/0/_authority,genre/0/__text,genre/1/_authority,genre/1/__text,genre/2/_authority,genre/2/__text,genre/3/_authority,genre/3/__text,originInfo/0/place/0/placeTerm/_type,originInfo/0/place/0/placeTerm/_authority,originInfo/0/place/0/placeTerm/__text,originInfo/0/place/1/placeTerm/_type,originInfo/0/place/1/placeTerm/__text,originInfo/0/publisher,originInfo/0/dateIssued/0,originInfo/0/dateIssued/1/_encoding,originInfo/0/dateIssued/1/_point,originInfo/0/dateIssued/1/__text,originInfo/0/dateIssued/2/_encoding,originInfo/0/dateIssued/2/_point,originInfo/0/dateIssued/2/__text,originInfo/0/issuance,originInfo/0/frequency/0,originInfo/0/frequency/1/_authority,originInfo/0/frequency/1/__text,language/languageTerm/_authority,language/languageTerm/_type,language/languageTerm/__text,physicalDescription/form/0/_authority,physicalDescription/form/0/__text,physicalDescription/form/1/_authority,physicalDescription/form/1/__text,physicalDescription/form/2/_authority,physicalDescription/form/2/__text,physicalDescription/form/3/_authority,physicalDescription/form/3/__text,physicalDescription/form/4/_type,physicalDescription/form/4/_authority,physicalDescription/form/4/__text,physicalDescription/form/5/_type,physicalDescription/form/5/_authority,physicalDescription/form/5/__text,note/0/_type,note/0/__text,note/1/_type,note/1/__text,note/2,note/3,note/4,note/5,note/6,subject/0/geographicCode/0/_authority,subject/0/geographicCode/0/__text,subject/1/topic/0,subject/1/geographic/0,subject/1/geographic/1,subject/1/genre/0,subject/1/_authority,subject/2/topic/0,subject/2/geographic/0,subject/2/genre/0,subject/2/_authority,subject/3/topic/0,subject/3/_authority,subject/4/topic/0,subject/4/_authority,subject/5/topic/0,subject/5/geographic/0,subject/5/geographic/1,subject/5/genre/0,subject/5/_authority,subject/6/geographic/0,subject/6/topic/0,subject/6/genre/0,subject/6/_authority,subject/7/geographic/0,subject/7/genre/0,subject/7/_authority,subject/8/geographic/0,subject/8/geographic/1,subject/8/_authority,subject/9/geographic/0,subject/9/geographic/1,subject/9/_authority,subject/10/geographic/0,subject/10/_authority,subject/11/hierarchicalGeographic/country,subject/11/hierarchicalGeographic/state,subject/11/hierarchicalGeographic/county,subject/11/hierarchicalGeographic/city,location/0/url/_displayLabel,location/0/url/_usage,location/0/url/_note,location/0/url/__text,relatedItem/0/titleInfo/0/title,relatedItem/0/identifier/0/_type,relatedItem/0/identifier/0/__text,relatedItem/0/identifier/1/_type,relatedItem/0/identifier/1/__text,relatedItem/0/_type,relatedItem/0/_displayLabel,relatedItem/1/titleInfo/0/title,relatedItem/1/identifier/0/_type,relatedItem/1/identifier/0/__text,relatedItem/1/_type,relatedItem/1/_displayLabel,recordInfo/descriptionStandard,recordInfo/recordContentSource/_authority,recordInfo/recordContentSource/__text,recordInfo/recordCreationDate/_encoding,recordInfo/recordCreationDate/__text,recordInfo/recordChangeDate/_encoding,recordInfo/recordChangeDate/__text,recordInfo/recordIdentifier,recordInfo/recordOrigin,recordInfo/languageOfCataloging/languageTerm/_authority,recordInfo/languageOfCataloging/languageTerm/_type,recordInfo/languageOfCataloging/languageTerm/__text,_version,originInfo/0/dateIssued/0/_encoding,originInfo/0/dateIssued/0/_point,originInfo/0/dateIssued/0/__text,originInfo/0/frequency/1,originInfo/0/frequency/2,originInfo/0/frequency/3,originInfo/0/frequency/4/_authority,originInfo/0/frequency/4/__text,location/0/physicalLocation,location/1/physicalLocation,identifier/0/_type,identifier/0/__text,identifier/1/_type,identifier/1/__text,identifier/2/_type,identifier/2/__text,name/0/namePart/0,name/0/role/roleTerm/_type,name/0/role/roleTerm/__text,name/0/_type,originInfo/0/frequency/2/_authority,originInfo/0/frequency/2/__text,originInfo/1/place/0/placeTerm/_type,originInfo/1/place/0/placeTerm/__text,originInfo/1/publisher,originInfo/1/dateIssued/0,originInfo/1/_eventType,originInfo/2/place/0/placeTerm/_type,originInfo/2/place/0/placeTerm/__text,originInfo/2/publisher,originInfo/2/dateIssued/0,originInfo/2/_eventType,note/1,subject/0/geographicCode/1/_authority,subject/0/geographicCode/1/__text,subject/1/name/0/namePart/0,subject/1/name/0/_type,subject/2/name/0/namePart/0,subject/2/name/0/_type,subject/3/geographic/0,subject/3/geographic/1,subject/4/geographic/0,subject/4/geographic/1,subject/4/genre/0,subject/6/geographic/1,subject/7/topic/0,subject/8/topic/0,subject/9/topic/0,subject/10/topic/0,subject/11/topic/0,subject/11/_authority,subject/12/geographic/0,subject/12/topic/0,subject/12/genre/0,subject/12/_authority,subject/13/geographic/0,subject/13/geographic/1,subject/13/_authority,subject/14/geographic/0,subject/14/_authority,classification/0/_authority,classification/0/__text,classification/1/_authority,classification/1/_edition,classification/1/__text,relatedItem/0/identifier/2/_type,relatedItem/0/identifier/2/__text,identifier/0/_invalid,originInfo/0/frequency/0/_authority,originInfo/0/frequency/0/__text,note/3/_type,note/3/__text,subject/0/geographicCode/2/_authority,subject/0/geographicCode/2/__text,subject/2/temporal,subject/5/topic/1,subject/7/geographic/1,subject/13/topic/0,subject/14/topic/0,subject/14/genre/0,subject/15/geographic/0,subject/15/geographic/1,subject/15/_authority,subject/16/geographic/0,subject/16/_authority,relatedItem/0/originInfo/0/publisher,relatedItem/1/identifier/1/_type,relatedItem/1/identifier/1/__text,relatedItem/1/identifier/2/_type,relatedItem/1/identifier/2/__text,relatedItem/2/titleInfo/0/title,relatedItem/2/_type,physicalDescription/extent,subject/0/topic/0,subject/0/topic/1,subject/0/_authority,titleInfo/0/nonSort,name/0/namePart/1,note/2/_type,note/2/__text,identifier/2/_invalid,identifier/3/_type,identifier/3/__text,name/1/namePart/0,name/1/namePart/1,name/1/_type,physicalDescription/reformattingQuality,identifier/1/_invalid,note/4/_type,note/4/__text,genre/4/_authority,genre/4/__text,genre/5/_authority,genre/5/__text,genre/6/_authority,genre/6/__text,genre/7/_authority,genre/7/__text,subject/3/genre/0,subject/8/hierarchicalGeographic/country,subject/8/hierarchicalGeographic/state,subject/8/hierarchicalGeographic/county,subject/8/hierarchicalGeographic/city,relatedItem/2/identifier/0/_type,relatedItem/2/identifier/0/__text,relatedItem/3/originInfo/0/publisher,relatedItem/3/identifier/0/_type,relatedItem/3/identifier/0/__text,relatedItem/3/_type,relatedItem/0/part/detail/number,relatedItem/0/part/detail/_type,originInfo/0/frequency/3/_authority,originInfo/0/frequency/3/__text,physicalDescription/form/2/_type,physicalDescription/form/3/_type,subject/0/genre/0,titleInfo/0/subTitle,subject/0/geographic/0,subject/0/geographic/1,note/0,titleInfo/1/_displayLabel,titleInfo/2/title,titleInfo/2/_type,name/2/namePart/0,name/2/_type,subject/7/topic/1,subject/8/genre/0,subject/15/topic/0,subject/16/topic/0,subject/16/geographic/1,subject/17/geographic/0,subject/17/topic/0,subject/17/temporal,subject/17/genre/0,subject/17/_authority,subject/18/geographic/0,subject/18/geographic/1,subject/18/_authority,subject/19/geographic/0,subject/19/_authority,titleInfo/2/_displayLabel,titleInfo/3/title,titleInfo/3/_type,name/3/namePart/0,name/3/_type,note/5/_type,note/5/__text,subject/14/temporal,classification/0/_edition,subject/1/hierarchicalGeographic/country,subject/1/hierarchicalGeographic/state,subject/1/hierarchicalGeographic/county,subject/1/hierarchicalGeographic/city,subject/7/hierarchicalGeographic/country,subject/7/hierarchicalGeographic/state,subject/7/hierarchicalGeographic/county,subject/7/hierarchicalGeographic/city,relatedItem/0/name/0/namePart/0,subject/0/hierarchicalGeographic/country,subject/0/hierarchicalGeographic/state,subject/0/hierarchicalGeographic/county,subject/0/hierarchicalGeographic/city,location/0/shelfLocator,location/1/shelfLocator,location/2/physicalLocation,location/2/shelfLocator,note/6/_type,note/6/__text,subject/2/hierarchicalGeographic/country,subject/2/hierarchicalGeographic/state,subject/2/hierarchicalGeographic/county,subject/2/hierarchicalGeographic/city,titleInfo/2/subTitle,originInfo/0/edition,note/0/_altRepGroup,subject/1/titleInfo/0/title,subject/2/topic/1,subject/2/geographic/1,subject/3/topic/1
East Village other,Other,alternative,text,marcgt,newspaper,rdacontent,text,,Annotations (Provenance)-20th century.,,Periodicals-U.S.A.-1965-1972.,code,marccountry,nyu,text,"New York, N.Y",Joint College Patarealism,1965-1972,marc,start,1965,marc,end,1972,serial,"Biweekly, July 21/28, 1971-1972",,,iso639-2b,code,eng,marcform,electronic,gmd,electronic resource,marccategory,electronic resource,marcsmd,remote,media,rdamedia,unmediated,carrier,rdacarrier,volume,date/sequential designation,"Vol. 1, no. 1 (Oct. [1965])-v. 7, no. 3 (Feb. 20, 1972).",,,"Published at: 105 Second Ave., New York, N.Y. 10003.","Issued by: East Village Other, Inc., <Jan. 1966->","Includes a monthly comic supplement: Gothic blimp works, <Mar. 1969>-","Includes a monthly arts supplement: Ego, a review of the arts, <Oct. 1967>-",,marcgac,n-us-ny,Underground press publications,New York (State),New York,Sources,lcsh,Underground press publications,,,,Counter culture,,,lcsh,,New York County (N.Y.),,Newspapers,lcsh,New York (State),,,,New York (State),,,,,,,,,,,,,,,electronic resource,primary display,Pitt users please click through to access via Independent Voices: 10/01/1965 to 02/20/1972,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=BFGHCGB,Gothic blimp works,local,(DLC)sn 94024605,local,(OCoLC)15501770,constituent,,,local,(OCoLC)8419579,otherFormat,,aacr,marcorg,MUL,marc,750824,iso8601,20190314082306.0,8935727,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",iso639-2b,code,eng,3.5,,,,"Monthly, Oct. 1965-Jan. 1966","Semimonthly, Feb. 1, 1966-Jan. 1, 1968","Weekly, Jan. 5, 1968-July 14, 1971",marcfrequency,Biweekly,,,issn,0012-8562,issn,0012-8562,,,,,,,,,,,,,,,,,,,"Published as: The Other, <Sept. 6-13, 1968>.",,,,,,,New York,,New York (N.Y.),,Newspapers,New York,,,,,,,,,,,,,,,,lcc,AP2 .E158,,,,,,,,,,,,,,,New York County,,,,,,,,,,,,,,,otherFormat,,,,,The,,,,,,,,,,,yes,,,,Newspapers.,,Sources.,,Underground newspapers-New York.,,Protest literature.,Newspapers,United States,New York,New York,New York,local,(OCoLC)1567261,UMI,local,(OCoLC)10261290,otherFormat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fifth estate,Fifth estate,abbreviated,text,marcgt,newspaper,,,,,,,code,marccountry,miu,text,"Detroit, Mich",Fifth Estate Newspaper.,,marc,end,9999,,,,serial,"Quarterly <, July 1981->",,,iso639-2b,code,eng,marcform,print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alternative press index,,,,,isReferencedBy,,,,,,,,marcorg,MUL,marc,750824,iso8601,20121114185436.0,521915,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,marc,start,19uu,"Bimonthly <, Nov. 13, 1978->",,,,,PIT PITX,,issn,0015-0800,lccn,sn 78001268,oclc,01569163,,,,,marcfrequency,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fifth estate,,,text,marcgt,periodical,rdacontent,text,,,,,code,marccountry,miu,,,,,marc,end,uuuu,,,,serial,"Quarterly, 1982-",,,iso639-2b,code,eng,marccategory,electronic resource,marcsmd,remote,rdamedia,computer,rdacarrier,online resource,,,,,,,date/sequential designation,Began with 1966 issues.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,electronic resource,primary display,Pitt users please click through for access via Gale Cengage.,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6QHA&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main,Archives of Sexuality & Gender: LGBTQ History and Culture since 1940,,,,,series,,,,,,,rda,marcorg,MIGCL,marc,790125,iso8601,20180731084128.0,9248625,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",iso639-2b,code,eng,3.5,marc,start,1966,"Irregular, Aug. 1975-1981","Semimonthly, <May 1970>-July 1975",,,,,,issn,0015-0800,issn-l,0015-0800,oclc,137344098,,,,,,,text,"Detroit, Michigan :",Fifth Estate Newspaper,,publication,,,,,,Reproduction of the original from Lesbian Herstory Archives.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 online resource (volumes) : illustrations.,Socialism,,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcfrequency,Quarterly,media,carrier,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia straight,,,text,marcgt,newspaper,,,,,,,code,marccountry,ohu,text,Vancouver,Georgia Straight Publishing,1967-79,marc,start,1967,marc,end,1979,serial,Weekly,marcfrequency,Unknown,iso639-2b,code,eng,marcform,microfilm,gmd,microform,,,,,,,,,,,date/sequential designation,"Vol. 1 (May 5-18, 1967)-v.12 (May 24-30, 1979) = No. 1-600.",,,Supplements accompany some issues.,"Suspended for Jan. 20-27, 1972 issue which was published by the former staff of the Georgia Straight Publishing and called : the Georgia grape.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vancouver free press,,,,,succeeding,,Underground newspaper collection,,,series,,,marcorg,AKR,marc,810526,iso8601,20070409133105.0,548826,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,,,issn,0016-8432,oclc,07445051,,,,,,,,,,,,,,,,,,,"At head of title, 1967-Jan. 13,1972: Vancouver free press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v. : ill. ; 29-58 cm.,Underground press publications,,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vancouver's free press,British Columbia,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia straight,,,text,,,,,,,,,text,,S.l.],,,[s.n.],,marc,end,uuuu,,,,serial,,,,,,,marcform,electronic,gmd,electronic resource,marccategory,electronic resource,marcsmd,remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,electronic resource,primary display,Pitt users please click through to access via PressReader: 90 days ago to present,http://pitt.idm.oclc.org/login?url=http://www.pressreader.com/canada/the-georgia-straight,,,,,,,,,,,,,,marcorg,WaSeSS,marc,180512,iso8601,20180516095902.0,9224935,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,marc,start,uuuu,,,,,,,,,,,,,,NewspaperDirect (Firm),,,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title from content provider.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco express times,,,text,marcgt,newspaper,,,,,,,code,marccountry,ohu,text,"San Francisco, Calif",Trystero Company,1968-1969,marc,start,1968,marc,end,1969,serial,,,,iso639-2b,code,eng,marcform,microfilm,gmd,microform,,,,,,,,,,,date/sequential designation,"Vol. 1, no. 1 (Jan. 24, 1968)-v. 2, no. 12 (Mar. 25, 1969).",reproduction,"Microfilm. Wooster, Ohio : Micro Photo Division, Bell & Howell. microfilm reels ; 35 mm. (Underground newspaper collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good times,local,(OCoLC) 7445741,,,succeeding,,Underground newspaper collection,,,series,,,marcorg,AKR,marc,810706,iso8601,20070409134719.0,549088,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,,,oclc,07559100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcfrequency,Unknown,,,,,,,,,,,,,,,,,,,,,,,v. : ill.,Underground newspapers,,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,California,San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good times,,,text,marcgt,newspaper,,,,,,,code,marccountry,ohu,text,San Francisco,Trystero Company,1969-,marc,start,1969,marc,end,9999,serial,"Weekly, Apr. 1969-",marcfrequency,Unknown,iso639-2b,code,eng,marcform,microfilm,gmd,microform,,,,,,,,,,,date/sequential designation,"Vol. 2, no. 13 ([Apr. 2] 1969)-",reproduction,"Microfilm. Wooster, Ohio : Micro Photo Division, Bell & Howell. microfilm reels. ; 35 mm. (Underground newspaper collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco express times,local,(OCoLC)7559100,,,preceding,,Underground newspaper collection,,,series,,,marcorg,AKR,marc,810526,iso8601,20070409134758.0,548838,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,,,oclc,07445741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v. : ill.,Underground newspapers,,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,California,San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good times,San Francisco Good Times,alternative,text,marcgt,newspaper,rdacontent,text,,Newspapers.,,,code,marccountry,cau,,,,,marc,end,1972,,,,serial,"Semiweekly, July 14, 1972-Aug. 2, 1972",marcfrequency,Semiweekly,iso639-2b,code,eng,marcform,electronic,gmd,electronic resource,marccategory,electronic resource,marcsmd,remote,media,rdamedia,computer,carrier,rdacarrier,online resource,date/sequential designation,"Began with: Volume 2, no. 13; Ceased with: [Vol. 5, no. 19] (Aug. 2, 1972).",,,"""Universal Life"".",,,,,marcgac,n-us-ca,,,,,,,,,,Underground press publications,lcsh,Counterculture,lcsh,Civil rights,United States,,Newspapers,lcsh,California,Political activists,Newspapers,lcsh,California,Newspapers,lcsh,California,San Francisco,lcsh,,,,,,,,,,electronic resource,primary display,Pitt users please click through to access via Independent Voices: 04/01/1969 to 07/21/1972,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=BGAIDAB,"Good times (San Francisco, Calif.)",issn,0017-2197,local,(DLC)sn 87060235,otherFormat,Print version:,San Francisco express times,issn,2470-3370,preceding,,rda,marcorg,UKAMD,marc,120419,iso8601,20190513110958.0,8827582,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",iso639-2b,code,eng,3.5,marc,start,1969,,,,,,,,issn,0017-2197,issn,0017-2197,,,Bowling Green State University,,,corporate,,,text,"San Francisco, Calif. :","Trystero Co.,",1969-1972.,publication,,,,,,"""Bulletin of the Church of the Times.""",marcgac,n-us---,Vietnam War (1961-1975),conference,,,California,San Francisco,United States,,Newspapers,San Francisco,"Vietnam War, 1961-1975",Peace movements,Civil rights,Counterculture,Peace movements,,,Political activists,,,,,,,,lcc,AP2,ddc,23,070,local,(OCoLC)1608301,,,,original location,"Browne Popular Culture Library, Bowling Green State University",marcgac,a-vt---,1961-1975,,San Francisco,Politics and government,Protest movements,,,,,California,,,local,(DLC)  2016200990,local,(OCoLC)907959180,"Rock and roll, counterculture, peace and protest",series,,,,,,Popular Culture Library.,,,,,,Adam Matthew Digital (Firm),,corporate,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some providers have title:,"Good times (San Francisco, Calif.)",uniform,Adam Matthew Education (Firm),corporate,Protest movements,Newspapers,Underground press publications,Counter culture,San Francisco,United States,Politics and government,1969-1974,Newspapers,lcsh,California,San Francisco,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great speckled bird,Bird,alternative,text,marcgt,periodical,,,,,,,code,marccountry,gau,text,"Atlanta, Ga",Atlanta Progressive Media Foundation [etc.],,marc,end,1985,,,,serial,"Biweekly (Sept.-Apr.), monthly (May-Aug.), May? 1984-",,,iso639-2b,code,eng,marcform,print,,,,,,,,,,,,,date/sequential designation,"v. 1-9, no. 9; Mar. 15/20, 1968-Oct. 1976.",date/sequential designation,"Resumed publishing May? 1984 with Vol. 10, no. 1?",,Vols. 1-9 published by: Atlanta Cooperative News Project; v. 10-   by: Progressive Media Foundation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcorg,MUL,marc,751101,iso8601,20121114185446.0,525332,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,marc,start,1968,"Monthly, 1976","Weekly, Mar. 1968-1975",,,,PIT PITX,,issn,0017-369X,lccn,75008347,oclc,01751560,Progressive Media Foundation,,,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lcc,AP2 .G785,ddc,,051,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 v. ill. (part col.) 42 cm.,,,,The,,date/sequential designation,Ceased with Jan.-Feb. 1985 issue.,,,,Atlanta Cooperative News Project,,corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great speckled bird,,,text,,,,,,,,,text,,S.l.],,,[s.n.],,marc,end,uuuu,,,,serial,,,,,,,marcform,electronic,gmd,electronic resource,marccategory,electronic resource,marcsmd,remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,electronic resource,primary display,Pitt users please click through to access via Independent Voices: 03/15/1968 to 01/31/1985,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=BHFBFGA,,,,,,,,,,,,,,marcorg,WaSeSS,marc,170412,iso8601,20170815094333.0,8827620,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,marc,start,uuuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title from content provider.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grok,,,text,,,,,,,,,text,,"Pittsburgh, Pa",,,,,,,,,,,serial,,,,iso639-2b,code,eng,marcform,print,,,,,,,,,,,,,date/sequential designation,"V1,no.1,f 1970-",,,The commune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcorg,,marc,760620,iso8601,19990522220422.0,534632,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,,,,,,,,,PIT PITX,,oclc,02261663,,,,,,,,,,,,,,,,,,,,,Titled changed to pittsburgh fairwitness n 1970.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcfrequency,Completely irregular,,,,,,,,,,,,,,,,,,,,,,,,Underground newspaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joint issue,,,text,marcgt,periodical,,,,,,,code,marccountry,miu,text,"East Lansing, Mich.?]",,,marc,end,9999,,,,serial,,,,iso639-2b,code,eng,marcform,print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcorg,PIT,marc,760517,iso8601,19990522220422.0,531548,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,marc,start,19uu,,,,,,PIT PITX,,oclc,02178981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcfrequency,Unknown,,,,,,,,,,,,,,,,,,,,,,,v. ill. 43x30 cm. fold. to 30x22 cm.,American Periodicals (General),,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""An open Community paper.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joint issue,,,text,,,,,,,,,text,,S.l.],,,[s.n.],,marc,end,uuuu,,,,serial,,,,,,,marcform,electronic,gmd,electronic resource,marccategory,electronic resource,marcsmd,remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,electronic resource,primary display,Pitt users please click through to access via Independent Voices: 10/19/1970 to 05/20/1974,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=CBHIJIB,,,,,,,,,,,,,,marcorg,WaSeSS,marc,170412,iso8601,20170815094611.0,8828096,"Converted from MARCXML to MODS version 3.5 using MARC21slim2MODS3-5.xsl
				(Revision 1.107 2016/1/7)",,,,3.5,marc,start,uuuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title from content provider.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
