id,image_id,image_app_id,user_id,lat,long,heading,pitch,zoom,date
211,715.077440.CP,96,42,40.43915157,-79.94793947,-121.9915344,6.961318799,1,11/10/10 17:56
212,715.147913.CP,228,42,40.439513,-79.946831,49.06713103,-21.97252818,0,11/10/10 17:58
213,715.111858_11.CP,158,42,40.433059,-79.960192,98.1436695,-2.952112619,1,11/10/10 18:00
214,715.101740.CP,153,42,40.440556,-79.958349,27.14458435,-5.25898692,0.99,11/10/10 18:03
215,715.4572568C.CP,328,42,40.445352,-79.959713,100.8250201,-14.59532828,1,11/10/10 18:05
216,715.286771.CP,264,42,40.446423,-79.95203,137.0847585,-9.460225162,1,11/10/10 18:06
217,715.07558.CP,84,42,40.430778,-79.974372,-7.364035957,-19.23416495,1,11/10/10 18:08
218,715.091212.CP,128,42,40.43708,-79.954972,-40.25535653,-8.92973884,1,11/10/10 18:10
219,715.5389302A.CP,337,42,40.444314,-79.958011,169.4208247,-14.57625354,0,11/10/10 18:11
220,715.3951584.CP,314,42,40.442062,-79.962735,-12.03291442,-0.476143803,0.67,11/10/10 18:13
221,715.101566.CP,144,42,40.445356,-79.948802,173.608302,-1.679639205,1,11/10/10 18:14
222,715.2910585.CP,429,42,40.455909,-79.938579,41.83863244,-6.211501958,1.99,11/10/10 18:15
223,715.119335_11.CP,210,42,40.436623,-79.958967,7.649358198,-2.82073611,1,11/10/10 18:17
224,715.3524168.CP,286,42,40.441378,-79.955413,114.6736213,-18.89577339,0.67,11/10/10 18:18
225,715.3113952.CP,274,42,40.452629,-79.954192,158.4259085,-0.963477555,2.34,11/10/10 18:23
226,715.4470702.CP,326,42,40.446631,-79.951929,161.5224313,8.861074865,1.66,11/10/10 18:24
227,715.07640.CP,95,42,40.43838,-79.957736,40.85651817,-3.215402887,1.98,11/10/10 18:28
228,715.3629554.CP,293,42,40.444376,-79.948922,69.76364827,-10.37862611,1.98,11/10/10 18:31
229,715.119335_7.CP,211,42,40.435926,-79.957435,-56.56041792,3.526678842,1.99,11/10/10 18:33
230,715.2083.CP,236,43,40.441213,-79.957465,208.9272727,15.23636364,1,11/10/10 18:33
231,715.101689.CP,414,42,40.456862,-79.931237,-118.9917722,-11.04980762,0.67,11/10/10 18:39
232,715.3951697.CP,318,42,40.445039,-79.953926,39.78567286,-5.403919395,1.33,11/10/10 18:40
233,715.112193.CP,187,43,40.436109,-79.956028,32.14925947,-3.368634428,2.02,11/10/10 18:42
234,715.4777319.CP,333,43,40.441848,-79.956573,40.52050985,0.885459839,2.66,11/10/10 18:46
235,715.211677.CP,237,43,40.435086,-79.947203,514.1086532,-4.956013495,2.32,11/10/10 18:47
236,715.147914.CP,229,43,40.43985381,-79.94820769,\N,\N,\N,11/10/10 18:54
237,715.05354.CP,376,43,40.450803,-79.936467,\N,\N,\N,11/10/10 18:54
238,715.107790.CP,156,43,40.442384,-79.951929,-127.7189107,10.70744287,0.33,11/10/10 18:56
239,715.2082A.CP,235,43,40.44108,-79.957655,74.21030131,-0.711819335,1,11/10/10 19:02
240,715.112372.CP,194,43,40.433368,-79.958382,-157.6505777,-1.908678609,1.65,11/10/10 19:09
241,715.3951335.CP,311,43,40.442573,-79.963961,106.8181818,18.01818182,1,11/10/10 19:27
242,715.261660.CP,247,43,40.440896,-79.957901,49.72369878,5.708934867,1.33,11/10/10 19:28
243,715.286370.CP,263,43,40.435929,-79.965032,\N,\N,\N,11/10/10 19:34
244,715.70121946.CP,352,43,40.444428,-79.948721,174.3538537,-5.610797418,0.33,11/10/10 19:39
245,715.5083472.CP,335,42,40.452043,-79.951538,-117.5518112,-8.994431455,2,11/10/10 20:18
246,715.287263.CP,267,42,40.439586,-79.951142,-89.42253791,-3.522299751,1.34,11/10/10 21:16
247,715.3012095.CP,269,10,40.438692,-79.988298,\N,\N,\N,11/10/10 21:45
248,715.101585.CP,147,42,40.440189,-79.958863,133.0958341,-14.43510897,0.34,11/10/10 22:06
249,715.2910584.CP,428,42,40.456004,-79.93826,-138.7488597,-8.576504179,1,11/10/10 22:07
250,715.4053798.CP,321,42,40.442565,-79.957557,93.15101029,-11.94288012,1.33,11/10/10 22:08
251,715.3525810.CP,288,42,40.444682,-79.951064,-27.59662803,2.867111137,1,11/10/10 22:12
252,715.091325.CP,137,42,40.44729,-79.949154,-29.95110131,-0.811470366,1,11/10/10 22:13
253,715.3012182.CP,270,10,40.444637,-79.948701,-186.6328335,-5.459689418,1,11/11/10 0:33
254,715.216193.CP,240,39,40.43434406,-79.94595419,9.454545455,-13.4,1,11/11/10 1:10
255,715.112034.CP,175,39,40.434301,-79.957119,-301.7818182,3.781818182,1,11/11/10 1:23
256,715.05242.CP,363,39,40.457419,-79.936951,-281.6545455,1.981818182,1,11/11/10 1:44
257,715.120336_14.CP,215,39,40.44305,-79.954009,66.56246017,0.632999983,1.66,11/11/10 1:47
258,715.05398.CP,30,39,40.438806,-79.950285,-33.64081838,-15.3727209,1,11/11/10 1:53
259,715.119923_5.CP,214,10,40.43900683,-79.96049176,-368.8727273,-5.381818182,1,11/12/10 1:31
260,715.3736386.CP,302,10,40.44157405,-79.95692674,-81.85454545,10.16363636,1,11/12/10 2:48
261,715.101646.CP,151,10,40.43606435,-79.95661145,316.2727273,-2.436363636,1,11/12/10 8:16
262,715.62111975_2.CP,346,10,40.43863686,-79.9465901,164.7454545,-0.145454545,1,11/12/10 8:18
263,715.119351_10.CP,419,10,40.46028868,-79.92727049,-293.6704551,5.281289141,1.33,11/12/10 8:22
264,715.L77.CP,356,39,40.442459,-79.95738806,-325.8363636,4.109090909,1,11/12/10 14:09
265,715.101739.CP,152,44,40.44159017,-79.95688209,-140.7636364,10.32727273,1,11/12/10 14:27
266,715.262329.CP,251,44,40.45853698,-79.95735206,\N,\N,\N,11/12/10 14:29
267,715.05410.CP,37,44,40.44408476,-79.94680316,193.3818182,9.018181818,1,11/12/10 14:31
268,715.119330_16.CP,208,39,40.44129415,-79.95316708,-42.22655906,6.929614198,0.67,11/12/10 14:32
269,715.288327.CP,268,44,40.43572781,-79.96480588,\N,\N,\N,11/12/10 14:32
270,715.274633.CP,257,44,40.44358473,-79.96232739,\N,\N,\N,11/12/10 14:32
271,715.119154_7.CP,418,39,40.45650979,-79.93357258,-16.53625937,-4.82378589,1.99,11/12/10 14:36
272,715.255442.CP,244,39,40.43116507,-79.94385179,13.4093611,-0.480031208,1.33,11/12/10 14:44
273,715.077744.CP,100,39,40.43966008,-79.9468876,-130.6181818,-8.084113468,1,11/12/10 14:45
274,715.3627857.CP,291,39,40.451873,-79.952076,61.65454545,10.98181818,1,11/12/10 14:46
275,715.4572568.CP,327,45,40.44442664,-79.96339874,105.8363636,11.8,1,11/12/10 15:02
276,715.05352.CP,374,44,40.45265237,-79.93694821,242.4363636,-0.472727273,1,11/12/10 15:07
277,715.4572568F.CP,330,45,40.44689243,-79.95895701,99.61818182,-13.4,1,11/12/10 15:11
278,715.112004.CP,171,44,40.44588198,-79.95658646,-117.1930436,2.491089562,0.67,11/12/10 15:15
279,715.62111856_15.CP,344,44,40.44412158,-79.95317428,\N,\N,\N,11/12/10 15:15
280,715.091228.CP,129,39,40.43139243,-79.9527769,11.44798752,-2.989946136,1.33,11/12/10 15:21
281,715.081069.CP,386,45,40.45707713,-79.9293522,48.23636364,-21.58181818,1,11/12/10 15:22
282,715.112196.CP,190,39,40.44552875,-79.95755173,-281.9346595,12.41214954,0.34,11/12/10 15:35
283,715.091420.CP,402,10,40.45406655,-79.93748909,-189.2,4.272727273,1,11/12/10 19:15
284,715.3950006.CP,307,42,40.44201173,-79.96289502,-6.959745331,8.04774365,1,11/12/10 21:53
285,715.287468.CP,427,42,40.45213985,-79.94148021,0.84178719,-6.003835669,1,11/12/10 22:00
286,715.4055861.CP,323,42,40.439676,-79.9559159,-44.90745707,0.839569287,2.98,11/12/10 22:13
287,SCHP02.UA,18,42,40.44413468,-79.95238076,\N,\N,\N,11/12/10 22:14
288,715.077743.CP,99,42,40.43944777,-79.94802485,\N,\N,\N,11/12/10 22:15
289,715.05357.CP,378,42,40.44865501,-79.94628361,112.2242691,4.283256256,1,11/12/10 22:17
290,715.05398.CP,30,42,40.438806,-79.950285,-22.92331545,1.71140211,1,11/12/10 22:18
291,715.XX71070B.CP,358,42,40.44191048,-79.95439127,\N,\N,\N,11/12/10 22:20
292,715.112050.CP,182,42,40.4351805,-79.9564094,-151.1881486,5.777586256,1,11/12/10 22:22
293,715.274997.CP,258,42,40.4359498,-79.9616434,-191.1568594,6.096159804,1,11/12/10 22:26
294,715.4572654.CP,332,42,40.44159752,-79.95693965,-113.9092145,10.66158406,1,11/12/10 22:44
295,715.60110189.CP,341,44,40.44413468,-79.94937669,63.29090909,12.29090909,1,11/13/10 14:18
296,715.285834.CP,259,44,40.4570014,-79.94749981,-205.8909091,4.436363636,1,11/13/10 14:19
297,715.3319054.CP,282,44,40.44102035,-79.95773602,32.52727273,11.14545455,1,11/13/10 14:31
298,715.05726.CP,70,44,40.43938769,-79.95103007,-217.8363636,5.581818182,1,11/13/10 14:43
299,715.111858_10.CP,157,44,40.42681709,-79.95057691,-146.1636364,5.909090909,1,11/13/10 14:47
300,715.112031.CP,173,44,40.43264546,-79.95846401,-0.363636364,3.781818182,1,11/13/10 14:50
301,715.3841734.CP,306,44,40.44446128,-79.9483038,-93.8,9.509090909,1,11/13/10 14:51
302,715.091325.CP,137,44,40.44676746,-79.94893942,-21.47272727,12.61818182,1,11/13/10 14:51
303,715.XX71070A.CP,357,44,40.44160836,-79.95433762,\N,\N,\N,11/13/10 14:56
304,715.3012704.CP,271,44,40.43225122,-79.93710335,\N,\N,\N,11/13/10 15:01
305,715.122871.CP,221,44,40.45517293,-79.94401227,-77.6,6.890909091,1,11/13/10 15:02
306,715.107790.CP,156,44,40.442384,-79.951929,-111.4727273,-8.327272727,1,11/13/10 15:03
307,715.06750.CP,78,44,40.42653631,-79.94891591,-192.3090909,0.509090909,1,11/13/10 15:12
308,715.101687.CP,412,10,40.4550764,-79.93169225,-35.70909091,3.454545455,1,11/13/10 22:03
309,715.05404.CP,36,10,40.43932601,-79.94984099,38.25454545,-6.854545455,1,11/13/10 22:04
310,715.05403.CP,35,10,40.44097545,-79.94932601,43.81818182,-2.436363636,1,11/13/10 22:04
311,715.05394.CP,26,10,40.44303311,-79.94773814,212.8545455,-9.8,1,11/13/10 22:06
312,715.3841734.CP,306,10,40.44445924,-79.94838159,-93.14545455,9.345454545,1,11/14/10 1:41
313,715.119335_7.CP,211,43,40.435926,-79.957435,-35.58911038,7.68867249,1.66,11/14/10 3:17
314,715.3422035.CP,432,43,40.45806051,-79.92229542,-14.90742061,-0.235025954,2.32,11/14/10 3:21
315,715.091494.CP,404,43,40.4492497,-79.93111616,73.27272727,-4.236363636,1,11/14/10 3:24
316,715.08822.CP,123,43,40.4362141,-79.95718728,-41.92727273,-15.2,1,11/14/10 3:26
317,715.091326.CP,138,43,40.4463924,-79.948921,167.1349354,-6.390536788,1,11/14/10 3:35
318,715.275453.CP,424,43,40.45022943,-79.92824083,-44.38181818,9.181818182,1,11/14/10 3:39
319,715.091271.CP,133,43,40.44606726,-79.94878437,21.56363636,-4.236363636,1,11/14/10 3:42
320,715.101563.CP,141,43,40.4331311,-79.9556526,-164.6545455,11.30909091,1,11/14/10 3:45
321,715.286370.CP,263,43,40.43605966,-79.96438827,-18.61212778,4.155738216,0.67,11/14/10 3:47
322,715.67120336.CP,347,43,40.44314022,-79.95355457,3.4,6.4,1,11/14/10 3:50
323,715.05410.CP,37,43,40.44408476,-79.94680316,212.4065758,-2.089987037,0.67,11/14/10 3:52
324,715.101643.CP,148,43,40.43776563,-79.9586464,309.0727273,-3.090909091,1,11/14/10 3:55
325,715.3731932.CP,294,43,40.44439664,-79.95477714,-48.14545455,10.81818182,1,11/14/10 3:56
326,715.3736386.CP,302,10,40.44157405,-79.95692674,-88.56363636,11.14545455,1,11/14/10 5:28
327,715.081068.CP,385,43,40.4547623,-79.9300141,241.1636364,0.836363636,1,11/14/10 19:38
328,715.3526470.CP,289,43,40.43205367,-79.9571523,-47.81818182,11.63636364,1,11/14/10 19:40
329,715.3951701.CP,320,43,40.44569082,-79.95314408,32.69090909,1.163636364,1,11/14/10 19:43
330,715.3736387.CP,303,43,40.4412837,-79.9573972,\N,\N,\N,11/14/10 19:44
331,715.261259.CP,245,43,40.43706505,-79.97230858,114.6305295,13.10375875,0.67,11/14/10 19:47
332,715.112375.CP,197,43,40.44520215,-79.95798088,-128.6545455,1.490909091,1,11/14/10 19:49
333,715.08731.CP,120,43,40.4351805,-79.9564094,11.09090909,5.090909091,1,11/14/10 19:56
334,715.3951691.CP,316,10,40.44432248,-79.95491277,56.09090909,2.636363636,1,11/15/10 19:36
335,715.05299.CP,372,42,40.45047237,-79.94484928,-131.2556037,0.748123647,1,11/15/10 21:16
336,715.3216088.CP,275,42,40.4332194,-79.9563777,24.49845226,-1.579023354,1.66,11/15/10 21:17
337,715.3318180.CP,431,42,40.45307962,-79.92083955,148.2859223,-5.175145003,1,11/15/10 21:20
338,715.112003.CP,170,42,40.44442862,-79.95929013,48.37092808,-0.002209539,1.67,11/15/10 21:23
339,715.204.CP,422,42,40.45194391,-79.93931299,105.9616779,-12.08350167,1.34,11/15/10 21:27
340,715.3114269.CP,430,42,40.44781275,-79.93665224,-93.25963331,-7.086193401,1,11/15/10 21:28
341,715.05725.CP,69,42,40.42693686,-79.94923721,-135.9559806,10.15453559,1,11/15/10 21:38
342,715.3736476.CP,305,42,40.44683389,-79.94971085,72.24810122,5.383150188,1.99,11/15/10 21:40
343,715.113073_12.CP,201,42,40.4444234,-79.9548058,-144.6876248,0.205492238,1.66,11/15/10 21:41
344,715.3319316.CP,283,42,40.43478095,-79.95449971,-153.7949894,11.02615188,1,11/15/10 21:43
345,715.3950009.CP,308,42,40.44346514,-79.96308814,153.8550811,6.847997223,0.68,11/15/10 21:52
346,715.3216167.CP,277,42,40.4409443,-79.9574525,80.87273725,-10.32894268,1,11/15/10 21:54
347,715.112047.CP,180,42,40.43282861,-79.95855517,-205.4724263,3.703829835,0.67,11/15/10 21:57
348,715.60109614.CP,340,42,40.44438132,-79.94861931,-2.90331488,4.929129064,1.66,11/15/10 21:58
349,715.091419.CP,401,42,40.45378189,-79.93745232,-208.447608,-11.87417037,1,11/15/10 22:02
350,715.62111975_1.CP,345,42,40.43789404,-79.94708116,75.82997717,-6.20383154,2.02,11/15/10 22:06
351,715.091539.CP,411,42,40.45036097,-79.92795277,60.04689358,12.9388598,1,11/15/10 22:10
352,715.119330_14.CP,206,42,40.4429116,-79.95467037,120.3027084,-0.533805424,1,11/15/10 22:13
353,715.112051.CP,183,42,40.44413059,-79.95997001,110.14668,-10.40356478,1,11/15/10 22:16
354,715.247149.CP,423,42,40.45988542,-79.92114014,-62.58039333,-9.913348069,1,11/15/10 22:22
355,715.07549.CP,81,42,40.45363896,-79.95166005,124.4194296,-16.06819496,0.67,11/15/10 22:23
356,715.091327.CP,139,42,40.44533242,-79.94884875,-5.832359968,-5.734903932,1.66,11/15/10 22:25
357,715.112192.CP,186,42,40.43308993,-79.95851225,-5.302893105,-5.794620566,1.34,11/15/10 22:27
358,715.3524671.CP,287,42,40.43861487,-79.96100675,-11.87815811,0.588742676,1,11/15/10 22:29
359,715.112036.CP,177,42,40.43498451,-79.95658106,18.00048426,1.769759444,1.33,11/15/10 22:30
360,715.69-121451_16.CP,350,42,40.44390408,-79.96228294,\N,\N,\N,11/15/10 22:31
361,715.4056187.CP,324,42,40.4428175,-79.954832,56.63495462,-12.41238649,1.02,11/15/10 22:32
362,715.08982.CP,398,43,40.45822001,-79.92754975,-60.9060289,-0.376280354,1,11/16/10 2:30
363,715.69121624.CP,351,43,40.4376654,-79.93376668,-17.21818182,8.854545455,1,11/16/10 2:33
364,715.101564.CP,142,43,40.43290678,-79.95569597,191.9090909,4.6,1,11/16/10 2:37
365,715.261998.CP,250,43,40.4440279,-79.9641383,\N,\N,\N,11/16/10 2:38
366,715.101741.CP,154,43,40.44170553,-79.9585096,44.91380096,10.52801873,1,11/16/10 2:39
367,715.4055132.CP,434,42,40.44584369,-79.94235699,-124.9696764,5.337113535,1,11/16/10 3:23
368,715.3217516.CP,280,42,40.43975582,-79.94707044,-129.8520578,-1.777511504,1.66,11/16/10 3:28
369,715.08980.CP,396,43,40.45815868,-79.92755156,104.1015478,-0.949517916,0.34,11/16/10 3:42
370,715.112001.CP,168,43,40.445888,-79.956908,51.18181818,4.109090909,1,11/16/10 3:45
371,715.08704.CP,119,43,40.43841665,-79.94655545,193.073816,-11.61213211,1.35,11/16/10 3:51
372,715.08663.CP,107,10,40.43786902,-79.95882159,-758.4909091,-5.218181818,1,11/16/10 6:37
373,715.286255.CP,262,10,40.4391189,-79.94846518,\N,\N,\N,11/16/10 6:38
374,715.07558.CP,84,10,40.43584932,-79.97266075,546.545055,-5.161437679,1,11/16/10 6:43
375,715.3731936.CP,295,10,40.44955409,-79.95685974,973.9272727,0.672727273,1,11/16/10 6:50
376,715.3732311.CP,296,44,40.44340151,-79.95183796,-145.5090909,9.836363636,1,11/16/10 12:54
377,715.05725.CP,69,44,40.42683477,-79.94937132,-494.2018863,-2.638127369,0.67,11/16/10 13:07
378,715.4777371.CP,334,44,40.44305688,-79.9533249,-93.8,5.745454545,1,11/16/10 13:08
379,715.05746.CP,75,44,40.4309051,-79.9507538,\N,\N,\N,11/16/10 13:11
380,715.3951700.CP,319,44,40.44582964,-79.95347015,-143.5454545,4.763636364,1,11/16/10 13:12
381,715.3217002.CP,279,42,40.45665551,-79.93972683,26.20640607,-6.325519615,1,11/16/10 13:34
382,715.07552.CP,82,42,40.45216944,-79.95084466,152.3186003,8.548418345,1,11/16/10 13:35
383,715.119642_6.CP,213,42,40.45850365,-79.9569727,-62.50649128,0.430657859,1,11/16/10 13:37
384,715.3733167.CP,301,42,40.44231196,-79.9521124,143.1864544,2.061420914,1.33,11/16/10 13:38
385,715.112371.CP,193,42,40.43191864,-79.9586464,19.94591356,-10.09550303,1,11/16/10 13:39
386,715.286254.CP,261,42,40.43895151,-79.94771953,\N,\N,\N,11/16/10 13:42
387,715.69121052.CP,348,42,40.43697946,-79.9466842,-115.2120153,-0.613878806,1,11/16/10 13:43
388,715.113073_2.CP,202,42,40.4444234,-79.9548058,55.05557213,13.29201885,1,11/16/10 13:44
389,715.245453.CP,243,10,40.43454005,-79.94725238,122.2,2.8,1,11/17/10 1:48
390,715.4055128.CP,322,42,40.44692938,-79.94893744,124.232396,-0.883778146,1.66,11/17/10 3:33
391,715.119446_9.CP,212,42,40.4431467,-79.96275555,119.220776,15.22820372,1,11/17/10 3:36
392,715.08983.CP,399,42,40.45397075,-79.92976058,62.52340108,-5.263863418,1.33,11/17/10 3:38
393,715.081138.CP,102,42,40.44446128,-79.94873296,-10.4269139,-2.497816921,1.66,11/17/10 3:40
394,715.112374.CP,196,42,40.4351805,-79.9564094,-146.1649239,-3.198955742,1,11/17/10 3:42
395,715.101742.CP,155,42,40.4422349,-79.957297,-148.8563375,-14.38147082,1,11/17/10 3:43
396,715.175106.CP,231,42,40.4415315,-79.9585711,-154.4621874,-10.89175675,1.99,11/17/10 3:47
397,715.3216166.CP,276,42,40.4409443,-79.9574525,-29.06939465,-7.275385136,1.66,11/17/10 3:49
398,715.091270.CP,132,10,40.44642095,-79.9489359,174.0727273,0.509090909,1,11/17/10 4:02
399,715.112092.CP,185,10,40.43580172,-79.97240077,-83,18.34545455,1,11/17/10 8:23
400,715.05270.CP,369,10,40.45122931,-79.94128316,79.49090909,11.30909091,1,11/17/10 8:32
401,715.3950271.CP,309,39,40.43952789,-79.95076762,-132.4752553,-16.10282073,1.33,11/17/10 18:36
402,715.3216562.CP,14,39,40.44021265,-80.01645154,58.21002246,0.337116324,2.65,11/17/10 18:42
403,715.245439.CP,242,39,40.4312304,-79.94346555,-0.523620759,2.000667977,1.33,11/17/10 18:46
